N	3gram	Propp_Isto_6	Problema
1	по отношению к	2	19
2	не может быть	3	11
3	в данном случае	3	4
4	с другой стороны	8	4
5	можно было бы	2	3
6	с одной стороны	7	3
7	в том что	5	3
8	тем не менее	1	3
9	можно сказать что	1	2
10	со всех сторон	1	2
11	на первый план	2	2
12	но и в	2	2
13	и не может	1	2
14	и др в	1	2
15	то или иное	1	2
16	не только в	4	2
17	так и в	1	2
18	и тем самым	1	2
19	для того чтобы	1	2
20	его уже не	1	1
21	что иное как	1	1
22	в подобных случаях	1	1
23	следует отметить что	1	1
24	что с ним	1	1
25	уже выше в	1	1
26	так например в	1	1
27	обсуждение этого вопроса	1	1
28	подобно тому как	1	1
29	выше в главе	1	1
30	о том как	3	1
31	одной стороны и	1	1
32	до сих пор	4	1
33	и должна быть	1	1
34	что все эти	1	1
35	по аналогии с	1	1
36	с тем что	1	1
37	от них в	1	1
38	них в этом	1	1
39	но никогда не	1	1
40	на то что	1	1
41	а иногда и	1	1
42	здесь же мы	2	1
43	не может но	1	1
44	еще не вполне	1	1
45	и тем не	1	1
46	не как нечто	1	1
47	то время как	3	1
48	его связь с	1	1
49	не что иное	1	1
50	таким образом и	2	1
51	смысле этого слова	1	1
52	а также и	1	1
53	в некоторых случаях	2	1
54	т д мы	1	1
55	находит свое объяснение	1	1
56	в том смысле	1	1
57	в этом направлении	1	1
58	но в основе	1	1
59	лицом к лицу	1	1
60	и в том	1	1
61	в свое время	1	1
62	свое объяснение в	1	1
63	есть не что	1	1
64	таким образом в	1	1
65	в связи со	1	1
66	могут быть только	1	1
67	том смысле что	1	1
68	в то время	3	1
69	и т д	8	1
70	то что не	1	1
71	к выводу что	1	1
72	тесно связан с	1	1
73	но как только	1	1
74	что у нас	1	1
75	как и в	2	1
76	на этот вопрос	1	1
