N	3gram	Bakhtin_Pr_4	Istorich
1	так же как	1	12
2	в этих случаях	2	7
3	до сих пор	8	5
4	с другой стороны	3	4
5	но все же	1	4
6	же как и	1	4
7	не может быть	8	4
8	в этом случае	1	3
9	в данном случае	1	3
10	по сравнению с	1	3
11	о том что	2	2
12	так и в	1	2
13	мы увидим что	2	2
14	в средние века	1	2
15	не только в	1	2
16	на этот вопрос	2	2
17	мы имеем в	3	2
18	в связи с	1	2
19	после того как	1	2
20	в узком смысле	2	1
21	том что было	1	1
22	в том числе	4	1
23	и в этих	1	1
24	в большинстве случаев	8	1
25	таким образом и	1	1
26	к тому что	1	1
27	в различных направлениях	1	1
28	как и в	3	1
29	можно сказать что	2	1
30	она и не	1	1
31	друг на друга	2	1
32	друг за другом	1	1
33	можно наблюдать что	1	1
34	здесь перед нами	1	1
35	с этим можно	1	1
36	и не может	7	1
37	он уже не	1	1
38	берет на себя	1	1
39	мере того как	1	1
40	типа может быть	1	1
41	и здесь еще	1	1
42	и в других	2	1
43	не могло быть	1	1
44	в широком смысле	1	1
45	как мы видим	1	1
46	он живет в	1	1
47	и в большинстве	2	1
48	но не к	1	1
49	и вместе с	1	1
50	его силы и	1	1
51	они друг друга	1	1
52	в этом он	1	1
53	таким образом между	1	1
54	по мере того	1	1
55	в этой форме	1	1
56	но и в	2	1
57	может быть и	1	1
58	как и все	4	1
59	как мы увидим	3	1
60	и во всем	1	1
61	часто встречается у	1	1
62	и то же	1	1
63	но он уже	1	1
64	одно и то	1	1
