N	2gram	Ircho_Kome_3	Myshleni
1	в развитии	2	28
2	то что	4	26
3	в этом	8	25
4	что он	8	25
5	потому что	10	21
6	таким образом	12	19
7	точки зрения	4	18
8	в том	12	18
9	не может	3	18
10	того чтобы	6	17
11	не только	5	16
12	и в	22	16
13	так как	11	16
14	что в	5	16
15	том что	13	15
16	так же	4	15
17	для того	6	14
18	в сущности	2	13
19	между собой	4	13
20	сказать что	1	13
21	вопрос о	1	12
22	по отношению	5	12
23	в области	2	12
24	и что	6	12
25	и не	21	12
26	отношению к	3	12
27	из того	3	11
28	отношение к	5	11
29	в его	8	11
30	но не	1	10
31	в силу	2	10
32	было бы	3	10
33	как мы	2	10
34	только в	1	10
35	а не	4	10
36	с помощью	4	10
37	с точки	3	9
38	в отношении	4	9
39	может быть	6	9
40	то же	7	8
41	как и	3	8
42	если бы	8	8
43	в основе	2	8
44	о том	8	8
45	он не	5	8
46	как это	5	8
47	того же	6	7
48	представляет собой	3	7
49	в нем	3	7
50	но он	1	7
51	приводит к	3	7
52	так и	4	7
53	если мы	2	7
54	с другом	1	7
55	друг с	1	7
56	и на	2	6
57	могли бы	1	6
58	но в	5	6
59	в этой	3	6
60	как он	3	6
61	состоит в	2	6
62	в другом	2	6
63	но если	3	6
64	не в	4	6
65	что все	1	6
66	мы можем	3	6
67	у него	4	6
68	но и	4	6
69	в какой	3	6
70	к тому	6	6
71	что они	2	5
72	как в	2	5
73	в своем	8	5
74	в которой	3	5
75	он должен	1	5
76	показывает что	1	5
77	тому что	2	5
78	с ним	5	5
79	что с	2	5
80	самого начала	4	5
81	в то	6	5
82	того как	1	5
83	никогда не	3	5
84	ничего не	3	5
85	этом отношении	2	5
86	с самого	4	5
87	можно было	2	5
88	по сравнению	2	5
89	на вопрос	2	5
90	можно сказать	1	5
91	тот же	2	5
92	хотя бы	4	5
93	тем что	5	5
94	сравнению с	2	5
95	как бы	3	5
96	не является	4	5
97	только что	7	5
98	не знает	3	5
99	той же	1	4
100	на пороге	1	4
101	что между	1	4
102	время как	2	4
103	к началу	3	4
104	друг от	1	4
105	за пределы	2	4
106	в самом	9	4
107	все эти	1	4
108	при этом	7	4
109	подобно тому	1	4
110	и по	1	4
111	это не	2	4
112	такой же	1	4
113	не имеет	3	4
114	в самых	1	4
115	могут быть	1	4
116	же самое	3	4
117	от друга	1	4
118	в пределах	2	4
119	еще не	6	4
120	развития но	1	4
121	в новой	1	4
122	в качестве	2	4
123	так что	6	4
124	к мысли	1	4
125	и их	1	4
126	то время	2	4
127	не могут	2	4
128	с другой	4	4
129	на этот	3	4
130	ребенка и	1	4
131	что мы	2	4
132	вместе с	9	4
133	тому как	1	4
134	в состоянии	1	4
135	с этой	3	4
136	в целом	3	4
137	мы видим	1	4
138	в результате	2	4
139	бы в	4	4
140	тем более	4	4
141	по самой	1	4
142	в свою	7	4
143	этой точки	1	4
144	самом деле	6	3
145	в первом	1	3
146	отношения между	1	3
147	мы не	2	3
148	говорить о	3	3
149	по своему	3	3
150	но как	1	3
151	если в	1	3
152	ответ на	1	3
153	с этим	3	3
154	все же	4	3
155	как уже	1	3
156	и как	1	3
157	в действительности	1	3
158	то в	1	3
159	и тот	3	3
160	как с	1	3
161	на этом	1	3
162	и может	1	3
163	и тем	1	3
164	с тем	4	3
165	представляет себе	1	3
166	в этих	1	3
167	таким же	1	3
168	в их	2	3
169	сих пор	9	3
170	из которых	2	3
171	не менее	5	3
172	до конца	4	3
173	что эта	2	3
174	в смысле	1	3
175	идет в	1	3
176	больше чем	2	3
177	по своей	1	3
178	и его	6	3
179	связи с	5	3
180	ребенка не	1	3
181	ничего общего	1	3
182	приходит к	1	3
183	свою очередь	6	3
184	в себя	1	3
185	и с	4	3
186	никак не	1	3
187	до сих	9	3
188	в чем	1	3
189	к нему	5	3
190	что и	8	3
191	в лучшем	1	3
192	своей природе	1	3
193	одной из	3	3
194	между тем	2	3
195	с одной	3	3
196	его и	1	3
197	мы знаем	2	3
198	в известной	2	3
199	в одном	2	3
200	а в	7	3
201	от того	2	3
202	интересующей нас	1	3
203	на которые	3	3
204	говорит о	1	3
205	прежде всего	5	3
206	не на	1	3
207	в частности	3	3
208	требует от	1	3
209	к жизни	1	3
210	чем в	3	3
211	по существу	2	3
212	этом случае	2	3
213	задолго до	1	3
214	одной стороны	3	3
215	к его	1	3
216	как на	1	3
217	к этой	2	3
218	к этому	6	3
219	значение в	1	3
220	они не	1	3
221	отношения к	2	2
222	одним из	2	2
223	вопросу который	1	2
224	же по	1	2
225	такое же	2	2
226	в зависимости	1	2
227	принадлежит к	1	2
228	я не	1	2
229	зависимости от	1	2
230	в ней	4	2
231	столь же	3	2
232	во всех	2	2
233	что я	1	2
234	не требует	1	2
235	очевидно что	1	2
236	отличие от	2	2
237	которые не	1	2
238	его на	2	2
239	общего с	1	2
240	стороны и	2	2
241	когда он	4	2
242	и к	3	2
243	в этот	1	2
244	связанного с	1	2
245	то обстоятельство	2	2
246	только один	2	2
247	тому же	6	2
248	если он	2	2
249	в случае	1	2
250	на его	2	2
251	что она	4	2
252	к одному	1	2
253	свое время	1	2
254	одному и	1	2
255	именно это	1	2
256	но все	4	2
257	те же	1	2
258	начала что	1	2
259	в них	3	2
260	все равно	3	2
261	на основании	2	2
262	в своей	5	2
263	в котором	2	2
264	самое что	1	2
265	в отличие	1	2
266	его отношение	1	2
267	должны были	1	2
268	друг другу	1	2
269	все это	5	2
270	их в	3	2
271	он еще	1	2
272	какой мы	1	2
273	во всем	1	2
274	до того	2	2
275	то это	5	2
276	больше того	2	2
277	один шаг	2	2
278	обстоятельство что	2	2
279	и здесь	4	2
280	два момента	1	2
281	указывает на	1	2
282	он оказывается	1	2
283	и можем	1	2
284	отношениях между	1	2
285	в виду	2	2
286	но при	2	2
287	вывод что	2	2
288	в истории	1	2
289	что у	1	2
290	почему в	1	2
291	не с	2	2
292	том как	3	2
293	средством для	1	2
294	именно потому	2	2
295	понять как	1	2
296	и поэтому	4	2
297	язык и	1	2
298	находятся в	1	2
299	его в	8	2
300	ситуация в	3	2
301	вслед за	1	2
302	явствует из	1	2
303	ребенок конечно	1	2
304	в первой	1	2
305	со всеми	1	2
306	только на	1	2
307	ни одного	1	2
308	является не	1	2
309	не дает	4	2
310	из них	5	2
311	речи что	1	2
312	вовсе не	4	2
313	к ним	3	2
314	образом что	1	2
315	представляют собой	2	2
316	и даже	3	2
317	и между	1	2
318	а с	1	2
319	не отдает	1	2
320	себя и	2	2
321	что для	2	2
322	о чем	7	2
323	действия в	1	2
324	самой своей	1	2
325	и потому	1	2
326	эту мысль	1	2
327	чтобы выяснить	1	2
328	и тому	1	2
329	и от	1	2
330	только для	2	2
331	этом вопросе	1	2
332	чтобы сделать	1	2
333	чтобы понять	1	2
334	чем он	1	2
335	другой стороны	2	2
336	совершенно не	2	2
337	но этот	1	2
338	из этого	2	2
339	в свое	2	2
340	жизни и	1	2
341	в своих	2	2
342	по поводу	1	2
343	во всяком	3	2
344	все что	3	2
345	и наиболее	1	1
346	эта новая	1	1
347	например в	1	1
348	в тех	1	1
349	себе путь	1	1
350	одной точке	1	1
351	здесь и	2	1
352	к другому	1	1
353	из его	2	1
354	этому вопросу	1	1
355	и должен	1	1
356	возникающая в	1	1
357	для своего	1	1
358	мы имеем	1	1
359	с более	1	1
360	и о	2	1
361	и последующих	1	1
362	он этого	1	1
363	и дать	2	1
364	на глазах	1	1
365	становится совершенно	1	1
366	из дальнейшего	1	1
367	все известные	1	1
368	и ее	2	1
369	же что	1	1
370	снова только	1	1
371	собой в	1	1
372	меньше чем	2	1
373	которые он	1	1
374	он был	4	1
375	он сам	1	1
376	первый план	1	1
377	знаем что	1	1
378	нему в	1	1
379	бы то	2	1
380	что его	5	1
381	с его	3	1
382	конечно это	1	1
