N	3gram	Losev_Prob_3	RusskieA
1	в том что	9	15
2	и т д	13	9
3	в этом случае	5	5
4	в связи с	7	4
5	о том что	3	4
6	к тому что	1	4
7	в настоящее время	2	3
8	как и другие	1	3
9	с точки зрения	2	3
10	мы не можем	1	3
11	тем не менее	10	3
12	что иное как	4	2
13	что в этом	1	2
14	мы не будем	2	2
15	но это не	1	2
16	и связанные с	1	2
17	может быть и	3	2
18	во многих местах	1	2
19	так как они	1	2
20	и потому что	1	2
21	все же не	1	2
22	это не значит	1	2
23	друг к другу	1	2
24	к выводу что	1	2
25	не значит что	2	2
26	не что иное	4	2
27	понимать его значение	1	1
28	ничего общего не	1	1
29	прямо и непосредственно	1	1
30	потому что он	4	1
31	хотя и не	2	1
32	из всего этого	1	1
33	только потому что	2	1
34	сказать что в	1	1
35	иметь в виду	1	1
36	и того же	1	1
37	это означает что	1	1
38	они состоят из	1	1
39	точно так же	3	1
40	на самом деле	2	1
41	всяком случае не	1	1
42	в тех случаях	1	1
43	точки зрения в	1	1
44	т д и	4	1
45	же как и	2	1
46	и не только	1	1
47	тому что в	1	1
48	очень много и	2	1
49	в таком случае	4	1
50	то что и	1	1
51	на самом же	4	1
52	что не только	1	1
53	в собственном смысле	1	1
54	можно было бы	3	1
55	на этот вопрос	1	1
56	это не символ	1	1
57	и могут быть	1	1
58	и в своем	1	1
59	не только в	2	1
60	она не имеет	1	1
61	имеет ничего общего	3	1
62	так что они	1	1
63	как будто бы	3	1
64	в отличие от	2	1
65	и в этом	6	1
66	во всех этих	1	1
67	и как бы	2	1
68	значении этого слова	1	1
69	во всяком случае	6	1
70	так же как	1	1
71	только о том	2	1
72	самом же деле	4	1
73	не символ а	1	1
74	не имеет ничего	3	1
75	бросается в глаза	1	1
76	сливаются в одно	1	1
77	в то время	4	1
78	об этом мы	1	1
79	ничего общего с	2	1
80	никак не может	2	1
81	с тем что	1	1
82	этом случае он	1	1
83	можно сказать что	2	1
84	или может быть	1	1
85	на то что	1	1
86	одного и того	1	1
87	в этих случаях	1	1
88	тех случаях когда	1	1
89	эту точку зрения	1	1
90	у нас в	2	1
91	приводит нас к	1	1
92	быть и не	1	1
93	для нас не	3	1
94	как и в	1	1
95	потому что они	2	1
96	что и в	3	1
97	в жизни здесь	1	1
98	же деле это	1	1
99	только тогда когда	1	1
100	в данном случае	7	1
101	как мы видели	2	1
102	этого слова в	1	1
