N	3gram	Bakhtin_Fr_4	Mirosoze
1	не может быть	1	17
2	но и в	3	4
3	это и есть	3	4
4	один из самых	1	4
5	и в конце	1	2
6	до сих пор	1	2
7	и не может	1	2
8	то время как	1	2
9	не только в	2	2
10	в конце концов	4	2
11	это не значит	1	2
12	в то время	2	2
13	тем что он	1	2
14	для того чтобы	3	2
15	есть и в	1	1
16	нет и не	1	1
17	между людьми и	1	1
18	не значит конечно	1	1
19	значит конечно что	1	1
20	не одна а	1	1
21	к нему не	1	1
22	под ним не	1	1
23	как и все	5	1
24	том случае если	1	1
25	в отличие от	1	1
26	но это не	1	1
27	в нем нет	1	1
28	в том случае	1	1
29	может быть и	1	1
30	мира это и	1	1
31	был бы не	1	1
32	самых замечательных и	1	1
33	и исторического процесса	1	1
34	по природе своей	1	1
35	в самой жизни	1	1
36	но быть может	1	1
37	из самых замечательных	1	1
38	в разных местах	2	1
39	одна а две	1	1
40	и в плане	1	1
41	в конце этой	1	1
42	о зле и	1	1
43	даже и в	1	1
44	с того что	1	1
45	что и в	1	1
46	нужно сказать что	2	1
47	не видят и	1	1
48	он знал и	1	1
49	о том что	2	1
50	его в своем	1	1
51	в вопросе о	1	1
52	их было в	1	1
53	в том что	1	1
54	все это не	1	1
55	которых он сам	1	1
