N	3gram	Bakhtin_Pr_1	Myshleni
1	в том что	6	17
2	заключается в том	1	7
3	для того чтобы	1	7
4	так же как	1	6
5	в высшей степени	1	6
6	с самого начала	1	6
7	в зависимости от	5	5
8	можно было бы	2	5
9	мы уже говорили	1	5
10	друг с другом	1	5
11	что и в	1	5
12	то и другое	1	4
13	то время как	1	4
14	же как и	1	4
15	во всяком случае	3	4
16	в то время	1	4
17	о том что	1	3
18	сами по себе	3	3
19	в этом отношении	3	3
20	независимо от того	1	3
21	по сравнению с	1	3
22	благодаря этому возникает	1	3
23	один из этих	1	3
24	с другой стороны	3	3
25	та или иная	1	3
26	как мы видели	1	3
27	говорит об этом	1	2
28	этой точки зрения	1	2
29	по отношению к	8	2
30	в этом смысле	10	2
31	и в этом	5	2
32	то что в	1	2
33	между отдельными элементами	1	2
34	от нее в	1	2
35	в известном смысле	1	2
36	не тем что	1	2
37	от того как	1	2
38	не может быть	4	2
39	в основе этого	1	2
40	и во всяком	1	2
41	того или иного	1	2
42	так и в	1	2
43	в свою очередь	1	2
44	само по себе	3	2
45	как мы уже	1	2
46	же самое слово	1	1
47	в другом месте	1	1
48	самого начала все	1	1
49	ближе подходит к	1	1
50	сих пор остается	1	1
51	даже там где	2	1
52	более или менее	1	1
53	на котором мы	1	1
54	подобно тому как	3	1
55	то же самое	1	1
56	в этом случае	1	1
57	с точки зрения	13	1
58	до сих пор	2	1
59	хотя бы и	2	1
60	отношении друг к	1	1
61	бы то ни	2	1
62	между тем как	4	1
63	и менее всего	1	1
64	точки зрения ее	1	1
65	точно так же	1	1
66	что дело идет	1	1
67	как если бы	1	1
68	же что и	1	1
69	мы увидим дальше	1	1
70	создается впечатление что	1	1
71	и что в	1	1
72	в данном случае	2	1
73	не потому что	1	1
74	дело идет не	2	1
75	не только в	2	1
76	то ни было	1	1
77	слова и его	1	1
78	все же не	2	1
79	в пределах своего	1	1
80	которые не поддаются	1	1
81	тот же самый	1	1
82	и не могут	1	1
83	всего могут быть	1	1
84	однако в этой	1	1
85	не могут быть	1	1
86	всяком случае не	1	1
87	его к тому	1	1
88	потому что она	3	1
89	перед нами в	1	1
90	друг к другу	1	1
91	не могло бы	1	1
92	но только в	1	1
93	мы подходим к	1	1
94	к той же	1	1
95	и превращается в	1	1
96	что в самом	1	1
97	по себе как	1	1
98	по себе а	1	1
99	раз и навсегда	1	1
100	этом отношении не	1	1
101	ему не приходится	1	1
102	но не для	1	1
103	лежащей в основе	1	1
104	так как в	1	1
105	лежащие в основе	2	1
106	мы думаем что	1	1
107	ни одна из	1	1
108	выходит за пределы	1	1
109	как и сам	1	1
110	но все эти	1	1
111	которые ближе всего	1	1
112	и не потому	1	1
113	к тому что	1	1
114	сама по себе	1	1
115	если бы это	1	1
116	в конце концов	5	1
117	от всех этих	1	1
