N	2gram	Losev_Vesc_1	FransuaR
1	и в	21	41
2	таким образом	8	19
3	в этом	4	15
4	как и	8	14
5	и все	5	14
6	то же	6	13
7	все эти	3	13
8	в этой	3	13
9	мы уже	3	12
10	в его	2	12
11	в себе	14	11
12	как мы	4	11
13	в том	8	11
14	прежде всего	9	11
15	так и	3	10
16	в то	3	10
17	никто не	1	10
18	все это	5	10
19	в своем	6	9
20	не в	5	9
21	и его	2	9
22	в качестве	1	9
23	но и	18	9
24	что в	9	9
25	но в	5	8
26	в конце	2	8
27	то что	27	8
28	и от	3	8
29	по существу	2	8
30	в нем	2	7
31	вовсе не	10	7
32	как бы	12	7
33	и не	29	7
34	ни в	1	6
35	о том	6	6
36	мы видим	2	6
37	только в	14	6
38	это не	5	6
39	есть в	1	6
40	для него	4	6
41	у него	2	6
42	и к	1	5
43	не только	36	5
44	на этом	2	5
45	мы видели	1	5
46	точки зрения	5	5
47	потому что	16	5
48	и это	14	5
49	в ней	12	5
50	к нему	1	5
51	и у	3	5
52	уже в	1	5
53	что и	3	5
54	вместе с	1	5
55	так же	1	5
56	и для	9	5
57	а в	4	5
58	к этому	1	5
59	в сущности	4	4
60	как я	4	4
61	момент в	6	4
62	хотя и	4	4
63	и наконец	1	4
64	та же	1	4
65	что это	13	4
66	и с	8	4
67	на этой	1	4
68	должно быть	6	4
69	том что	8	4
70	но он	2	4
71	одна из	5	4
72	ничего не	3	4
73	в виду	2	4
74	и здесь	4	4
75	может быть	16	4
76	в более	1	4
77	было бы	14	4
78	конце концов	2	4
79	все что	1	4
80	и есть	26	3
81	из самых	2	3
82	с точки	3	3
83	той же	2	3
84	я не	4	3
85	с ее	6	3
86	во всех	2	3
87	кроме того	4	3
88	от этого	2	3
89	выражение в	3	3
90	при этом	1	3
91	но именно	2	3
92	и по	1	3
93	его в	2	3
94	это одна	1	3
95	несмотря на	1	3
96	в своей	5	3
97	таким же	1	3
98	тем самым	1	3
99	сам он	1	3
100	в отношении	4	3
101	тем что	2	3
102	все то	1	3
103	свою очередь	4	3
104	можно было	2	3
105	что у	5	3
106	и вся	1	3
107	о нем	1	3
108	нас в	3	3
109	в свете	7	3
110	что он	1	3
111	поэтому и	1	3
112	из них	4	3
113	и их	7	3
114	в одном	2	3
115	так как	7	3
116	не на	1	3
117	не было	1	3
118	ничем не	3	3
119	не может	17	3
120	и потому	5	3
121	в той	3	3
122	но этот	1	3
123	в это	1	3
124	но это	10	3
125	с ними	3	3
126	в свою	4	3
127	того же	5	3
128	является и	1	3
129	есть и	4	3
130	жизни и	2	3
131	и другие	1	3
132	и эта	3	3
133	это в	1	3
134	как нечто	2	2
135	ту же	2	2
136	также и	6	2
137	и движение	1	2
138	и то	10	2
139	на самом	1	2
140	и всем	4	2
141	и так	1	2
142	из всех	1	2
143	есть не	14	2
144	мы не	6	2
145	что между	2	2
146	в которой	1	2
147	и новые	1	2
148	и заставляет	2	2
149	и самого	1	2
150	еще не	8	2
151	в чем	6	2
152	с его	1	2
153	а следовательно	2	2
154	а только	3	2
155	точка зрения	1	2
156	явлений и	1	2
157	отношение к	1	2
158	не просто	19	2
159	в течение	1	2
160	перед нами	2	2
161	говорит что	1	2
162	более или	1	2
163	все новые	1	2
164	но без	1	2
165	и еще	2	2
166	и вот	2	2
167	свое время	2	2
168	никому не	1	2
169	одно и	5	2
170	человека в	1	2
171	что все	2	2
172	и может	2	2
173	это было	1	2
174	с этим	3	2
