N	2gram	Voloshinov_2	KFilosof
1	может быть	28	43
2	в его	5	39
3	в нем	11	31
4	не может	18	27
5	и не	19	26
6	по отношению	8	25
7	и в	19	22
8	в себе	4	21
9	в котором	3	21
10	отношению к	8	21
11	не есть	3	19
12	и его	16	17
13	в ее	3	17
14	а не	9	17
15	только в	8	16
16	в этом	15	13
17	точки зрения	17	13
18	и это	3	12
19	но не	2	12
20	ни в	6	12
21	для него	9	12
22	все эти	3	11
23	в своей	3	11
24	не в	10	11
25	к нему	5	11
26	во всех	6	10
27	в своем	2	10
28	это не	4	10
29	с точки	13	10
30	все это	1	10
31	в их	5	9
32	в целом	1	9
33	для нее	1	9
34	его целом	1	9
35	но и	10	9
36	как бы	19	9
37	и для	7	9
38	и все	6	9
39	лишь в	14	8
40	было бы	4	8
41	если бы	11	8
42	единого и	1	8
43	со стороны	1	8
44	не было	3	8
45	жизни и	2	8
46	то что	4	7
47	должен быть	2	7
48	на основе	3	7
49	в себя	1	7
50	и здесь	5	7
51	что и	3	7
52	себя в	2	7
53	конечно не	4	7
54	в единстве	4	7
55	вовсе не	11	7
56	менее всего	3	6
57	отнюдь не	8	6
58	и я	1	6
59	он не	3	6
60	не значит	1	6
61	и только	1	6
62	и действительно	1	6
63	совершенно не	5	6
64	уже не	1	6
65	и их	4	6
66	но это	1	6
67	в смысле	6	6
68	в том	7	6
69	но как	2	5
70	все же	5	5
71	но в	7	5
72	не только	13	5
73	но ведь	3	5
74	то же	16	5
75	но все	1	5
76	его в	7	5
77	как и	9	5
78	должно быть	3	5
79	от его	1	5
80	не имеет	3	5
81	никогда не	7	5
82	для себя	4	5
83	с ним	1	5
84	со всем	1	5
85	именно в	2	5
86	бытия в	2	5
87	его как	1	5
88	там где	2	5
89	в контексте	5	5
90	в основе	9	5
91	хотя бы	6	5
92	жизни в	1	5
93	не знает	2	5
94	проникает в	1	4
95	при этом	9	4
96	его конкретной	1	4
97	не как	3	4
98	здесь мы	3	4
99	входит в	1	4
100	не проникает	1	4
101	места в	1	4
102	место в	2	4
103	ценностном контексте	1	4
104	к ним	1	4
105	в каком	3	4
106	с ними	4	4
107	и т.д	4	4
108	конкретной действительности	1	4
109	между тем	6	4
110	во всей	1	4
111	могло бы	1	4
112	ни было	6	4
113	в одном	1	4
114	вне ее	1	4
115	том что	10	4
116	а в	3	4
117	что в	2	4
118	бытия а	1	3
119	самом деле	9	3
120	на самом	7	3
121	должна быть	4	3
122	для которого	1	3
123	мы не	2	3
124	что это	2	3
125	это единство	1	3
126	слово не	1	3
127	в ней	3	3
128	еще не	3	3
129	и на	5	3
130	а следовательно	1	3
131	независимо от	2	3
132	данный момент	1	3
133	ясно и	1	3
134	не изнутри	1	3
135	к чему	1	3
136	бы не	2	3
137	всех этих	1	3
138	для того	6	3
139	в корне	3	3
140	из него	2	3
141	всех своих	1	3
142	в каждом	1	3
143	в другом	3	3
144	эти моменты	2	3
145	нет в	1	3
146	рядом с	2	3
147	не менее	1	3
148	тогда когда	1	3
149	ничего не	4	3
150	и делает	1	3
151	могут быть	3	3
152	этот акт	1	3
153	здесь не	1	3
154	ясно что	1	3
155	отсюда и	1	3
156	здесь нет	1	3
157	лишь при	2	3
158	о том	3	3
159	и весь	1	3
160	других людей	1	3
161	того или	2	3
162	ним и	1	3
163	нем и	1	3
164	того что	4	3
165	в современной	1	3
166	быть и	6	3
167	а лишь	1	3
168	и тем	4	3
169	в конкретной	1	3
170	всем его	1	3
171	не дает	1	3
172	был бы	1	3
173	и должна	1	3
174	тем что	2	3
175	от того	1	3
176	в данный	1	3
177	что не	2	3
178	и пр	25	3
179	до конца	2	3
180	вступает в	2	3
181	поскольку он	1	3
182	сознания и	3	3
183	от него	2	3
184	лишь как	2	3
185	и ни	1	3
186	только с	2	3
187	но можно	1	3
188	в свою	6	3
189	или иного	2	3
190	в то	8	3
191	на своем	1	3
192	мы здесь	2	2
193	и то	3	2
194	это и	1	2
195	и принципиально	1	2
196	контекста в	1	2
197	а как	4	2
198	вопрос о	2	2
199	дан в	1	2
200	имеют место	2	2
201	с его	8	2
202	совсем не	1	2
203	в данном	5	2
204	к которой	1	2
205	или иное	1	2
206	как в	1	2
207	то или	1	2
208	и как	6	2
209	и неповторимым	1	2
210	от этого	2	2
211	истины и	1	2
212	под ним	1	2
213	ни одна	1	2
214	в этой	3	2
215	нами в	3	2
216	т.е не	2	2
217	как оно	1	2
218	в виде	2	2
219	лишь с	2	2
220	так и	10	2
221	то ни	5	2
222	не будет	3	2
223	смысла в	1	2
224	конечно в	3	2
225	в жизни	2	2
226	кажется что	1	2
227	из нее	1	2
228	соответствии с	1	2
229	с тем	1	2
230	место и	1	2
231	и того	5	2
232	тем не	1	2
233	войти в	1	2
234	по себе	3	2
235	тому что	4	2
236	входит как	1	2
237	что эта	1	2
238	мышления и	1	2
239	дело в	1	2
240	в процессе	18	2
241	сознания как	1	2
242	того чтобы	6	2
243	нет подхода	2	2
244	же время	8	2
245	к себе	1	2
246	и именно	2	2
247	его с	1	2
248	бы он	3	2
249	той или	4	2
250	оно не	1	2
251	где этот	1	2
252	на нем	1	2
253	чтобы быть	1	2
254	говорить о	1	2
255	и когда	1	2
256	чему не	1	2
257	акт как	2	2
258	могут стать	1	2
259	сводится к	2	2
260	его жизни	1	2
261	бы то	4	2
262	или как	2	2
263	ее от	2	2
264	его осуществления	2	2
265	в него	1	2
266	ориентация в	4	2
267	тот же	1	2
268	дело с	1	2
269	что он	4	2
270	вступить в	3	2
271	а с	2	2
272	именно на	1	2
273	со всеми	1	2
274	в качестве	3	2
275	мы получим	1	2
276	не из	1	2
277	и других	1	2
278	лишь постольку	1	2
279	его и	3	2
280	слова в	8	2
281	содержание и	1	2
282	не о	1	2
283	были бы	1	2
284	основе признания	1	2
285	себе а	1	2
286	или иной	5	2
287	ли это	2	2
288	будет ли	2	2
289	себя и	1	2
290	лишь моментом	2	2
291	прежде всего	7	2
292	в соответствии	1	2
293	только по	1	2
294	смысла и	1	2
295	он и	2	2
296	если не	1	2
297	бы оно	1	2
298	и потому	2	2
299	подхода к	3	2
300	его на	1	2
301	выход в	1	2
302	быть не	1	2
303	в это	1	2
304	этого слова	5	2
305	оценки и	3	2
306	при условии	1	2
307	все остальные	1	2
308	но для	2	2
309	которой он	1	2
310	отсюда следует	3	2
311	или иным	1	2
312	еще более	2	2
313	ни к	1	2
314	потому что	1	2
315	отношении к	5	2
316	его к	2	2
317	и эта	2	2
318	к этому	5	2
319	смысле слова	5	1
320	выражено в	1	1
321	также и	1	1
322	человека и	1	1
323	целого и	1	1
324	факт и	1	1
325	тем же	4	1
