N	2gram	Voloshinov_1	FransuaR
1	и в	38	56
2	то есть	4	24
3	в романе	1	21
4	в его	6	18
5	таким образом	7	17
6	все эти	2	15
7	в этом	10	14
8	в том	2	13
9	так и	6	13
10	в то	9	12
11	и его	7	12
12	то же	14	11
13	в этих	2	11
14	и т.п	21	11
15	как бы	28	11
16	и до	1	10
17	мы уже	10	10
18	еще не	3	10
19	же время	7	10
20	в самом	4	9
21	и не	14	9
22	только в	6	9
23	но и	13	9
24	в сущности	1	8
25	во всех	6	8
26	не только	27	8
27	в нем	4	8
28	и с	5	8
29	и их	5	8
30	и даже	3	8
31	до сих	1	8
32	по своему	3	8
33	сих пор	2	8
34	все это	4	8
35	том что	3	8
36	и на	6	7
37	в большинстве	1	7
38	уже говорили	1	7
39	как мы	9	7
40	у него	1	7
41	в частности	3	7
42	той же	5	6
43	в ее	3	6
44	в этой	6	6
45	мертвых душ	3	6
46	но в	5	6
47	на его	5	6
48	точки зрения	10	6
49	языка и	4	6
50	вовсе не	2	6
51	мы видим	3	6
52	связи с	3	6
53	большинстве случаев	1	6
54	связаны с	4	6
55	прежде всего	21	6
56	в той	5	6
57	все они	1	6
58	и все	4	6
59	потому что	5	6
60	одним из	1	5
61	с его	7	5
62	но не	2	5
63	он не	2	5
64	так сказать	4	5
65	роль в	3	5
66	мы видели	5	5
67	в отношении	2	5
68	в процессе	6	5
69	никогда не	7	5
70	в области	5	5
71	говорили что	1	5
72	один из	4	5
73	не было	2	5
74	как и	10	5
75	в результате	1	5
76	что в	1	5
77	и другие	1	5
78	например в	1	4
79	и потому	2	4
80	на меже	1	4
81	они были	1	4
82	в ней	8	4
83	не был	1	4
84	за пределы	1	4
85	и к	4	4
86	в которой	7	4
87	что это	4	4
88	в себе	9	4
89	при этом	9	4
90	их в	3	4
91	одна из	1	4
92	того чтобы	7	4
93	по своей	2	4
94	и несколько	2	4
95	форм и	1	4
96	того времени	4	4
97	вещи и	1	4
98	времени и	2	4
99	к языку	1	4
100	о том	4	4
101	язык в	6	4
102	в качестве	4	4
103	конечно не	3	4
104	так как	7	4
105	в особенности	1	4
106	в основе	2	4
107	в своих	2	4
108	в их	1	3
109	не просто	2	3
110	связи и	1	3
111	в своем	1	3
112	перед нами	3	3
113	кроме того	2	3
114	и наконец	5	3
115	главным образом	3	3
116	всех этих	1	3
117	первой части	1	3
118	характер в	1	3
119	слова и	5	3
120	ведь в	3	3
121	здесь нет	1	3
122	громадную роль	1	3
123	не мог	3	3
124	не в	6	3
125	в таких	1	3
126	в форме	6	3
127	другом месте	1	3
128	здесь мы	3	3
129	и о	1	3
130	характер и	1	3
131	мы наблюдаем	1	3
132	в другом	1	3
133	и здесь	3	3
134	и т.д	21	3
135	все его	1	3
136	между тем	3	3
137	слов и	7	3
138	в литературе	1	3
139	как например	2	3
140	видели что	3	3
141	одной из	2	3
142	так что	1	3
143	идеологии и	1	3
144	уже не	4	3
145	был бы	1	3
146	что и	3	3
147	может быть	13	3
148	языка еще	1	3
149	здесь в	1	3
150	к которому	1	3
151	еще и	2	3
152	что для	1	3
153	сказать что	3	3
154	там где	1	3
155	с помощью	6	3
156	связь с	2	3
157	на эту	1	3
158	в первой	2	3
