N	2gram	Losev_Vesc_1	Problemy
1	и в	21	46
2	и не	29	27
3	может быть	16	23
4	не может	17	19
5	как бы	12	19
6	в нем	2	17
7	в этом	4	16
8	не только	36	14
9	слова в	2	13
10	перед нами	2	12
11	как мы	4	12
12	но и	18	12
13	как и	8	12
14	точки зрения	5	11
15	в одном	2	11
16	а не	19	11
17	в пределах	1	10
18	не в	5	10
19	между ними	3	10
20	и к	1	9
21	в самом	9	9
22	с точки	3	9
23	и все	5	9
24	в его	2	9
25	в том	8	9
26	вовсе не	10	9
27	прежде всего	9	9
28	до сих	1	8
29	конечно не	1	8
30	сих пор	1	8
31	или в	2	8
32	в сущности	4	7
33	еще не	8	7
34	в себе	14	7
35	и с	8	7
36	слово и	4	7
37	по себе	13	7
38	как раз	9	7
39	слова и	5	7
40	то же	6	6
41	никогда не	2	6
42	и он	1	6
43	хотя и	4	6
44	но в	5	6
45	слово в	2	6
46	к одному	3	6
47	ни в	1	6
48	что я	24	6
49	но это	10	6
50	и его	2	6
51	о нем	1	6
52	в него	1	6
53	что он	1	6
54	только в	14	6
55	есть в	1	6
56	к себе	4	6
57	все это	5	6
58	к другому	1	5
59	в котором	3	5
60	ведь и	5	5
61	с его	1	5
62	во всех	2	5
63	при этом	1	5
64	это не	5	5
65	в жизни	3	5
66	в то	3	5
67	в самой	2	5
68	с самим	4	5
69	о том	6	5
70	к нему	1	5
71	если мы	8	5
72	мы находим	2	5
73	так как	7	5
74	у него	2	5
75	с другом	1	5
76	друг с	1	5
77	жизни и	2	5
78	самом деле	4	4
79	мы не	6	4
80	на себя	1	4
81	но не	5	4
82	словом в	1	4
83	все же	4	4
84	кроме того	4	4
85	все эти	3	4
86	таким образом	8	4
87	и наконец	1	4
88	он и	1	4
89	я ведь	1	4
90	том что	8	4
91	в этих	1	4
92	раз и	1	4
93	этих двух	2	4
94	во всем	1	4
95	потому что	16	4
96	типов и	1	4
97	в себя	13	4
98	приводит к	1	4
99	так и	3	4
100	в виду	2	4
101	и здесь	4	4
102	можно сказать	6	4
103	же и	1	4
104	уже не	9	4
105	уже в	1	4
106	мы можем	4	4
107	еще и	8	4
108	превращается в	1	4
109	да и	3	4
110	должно быть	6	4
111	и нет	1	4
112	а что	1	4
113	то что	27	4
114	совершенно не	5	4
115	что в	9	4
116	себя как	2	3
117	также и	6	3
118	человека и	1	3
119	сам по	3	3
120	и понимает	2	3
121	и это	14	3
122	возможны и	1	3
123	между двумя	1	3
124	мы уже	3	3
125	той же	2	3
126	мы имеем	7	3
127	ни у	1	3
128	и о	3	3
129	так чтобы	2	3
130	мы и	1	3
131	то это	3	3
132	конечно и	1	3
133	самим собою	2	3
134	отношение к	1	3
135	себе и	1	3
136	отличие от	1	3
137	в той	3	3
