N	3gram	Losev_Vlad_2	Problema
1	с точки зрения	3	11
2	тем не менее	6	10
3	содержит в себе	4	8
4	в том что	9	8
5	это значит что	1	7
6	по крайней мере	4	6
7	сам по себе	2	6
8	в данном случае	2	5
9	здесь перед нами	1	5
10	в какой мере	1	4
11	но даже и	1	4
12	можно было бы	2	4
13	не только в	2	4
14	во всяком случае	6	4
15	в этом смысле	1	3
16	точно так же	3	3
17	отчет в том	1	3
18	вместе с тем	1	3
19	и тем не	1	3
20	у нас выше	3	3
21	необходимо сказать что	4	3
22	в связи с	8	3
23	и во всяком	1	3
24	о том что	3	3
25	и ни в	1	3
26	и т д	1	3
27	хотя и не	2	2
28	не говоря уже	2	2
29	что иное как	1	2
30	или по крайней	2	2
31	только при помощи	1	2
32	только в результате	1	2
33	и в частности	1	2
34	то время как	1	2
35	в том чтобы	2	2
36	себе отчет в	1	2
37	а также и	1	2
38	нам представляется что	1	2
39	только в таком	1	2
40	для того чтобы	1	2
41	более или менее	3	2
42	не что иное	1	2
43	взятый сам по	1	2
44	заключается в том	2	2
45	в то время	6	2
46	ничего общего с	1	2
47	и прежде всего	1	2
48	а то что	2	2
49	в то же	3	2
50	и больше ничего	1	2
51	в сравнении с	1	2
52	здесь как и	1	2
53	к тому же	1	2
54	не о чем	1	1
55	а иной раз	1	1
56	значит что каждая	1	1
57	взятое само по	1	1
58	но все же	1	1
59	крайней мере в	1	1
60	можно и нужно	2	1
61	заключается не в	1	1
62	ни за что	1	1
63	дело в том	3	1
64	так же и	1	1
65	ни в каких	2	1
66	между прочим и	2	1
67	далеко не все	1	1
68	не содержит в	1	1
69	равно как и	1	1
70	как это мы	4	1
71	и в сознании	1	1
72	это нисколько не	2	1
73	никак не может	1	1
74	отдавать себе отчет	1	1
75	том что он	2	1
76	нам кажется что	2	1
77	то как нам	1	1
78	что же касается	5	1
79	как раз и	1	1
80	и не в	1	1
81	как мы сказали	2	1
82	и в то	1	1
83	не так просто	1	1
84	также и то	1	1
85	бы то ни	1	1
86	в первую очередь	1	1
87	только то что	1	1
88	не говорится но	1	1
89	за то что	1	1
90	ничего подобного не	1	1
91	почти никогда не	1	1
92	на первом плане	1	1
93	по себе в	1	1
94	говоря уже о	2	1
95	до сих пор	1	1
96	не то что	2	1
97	мы сказали выше	1	1
98	и то что	5	1
99	за что не	1	1
100	в ней не	1	1
101	сказать что в	2	1
102	можно сказать о	1	1
103	на эту тему	2	1
104	само собой разумеется	3	1
105	в подлинном смысле	1	1
106	почти можно сказать	1	1
107	все равно не	1	1
108	в конце концов	3	1
109	мы тут же	1	1
110	указать хотя бы	1	1
111	в том как	1	1
112	тоже было бы	1	1
113	и как бы	1	1
114	в последнее время	2	1
115	не в том	3	1
116	хотя бы на	1	1
117	никакой разницы между	1	1
118	в том числе	1	1
119	и едва ли	1	1
120	только в очень	1	1
121	иной раз даже	1	1
122	само по себе	2	1
123	и даже вообще	1	1
124	а в том	2	1
125	то что в	1	1
126	в самой общей	1	1
127	в этом же	1	1
128	было бы даже	1	1
129	уже потому что	1	1
130	и в связи	1	1
131	последнее время в	1	1
132	в свою очередь	2	1
133	к выводу что	1	1
134	с самого начала	1	1
135	приходит к выводу	1	1
136	несмотря на все	2	1
137	в настоящее время	2	1
138	а может быть	1	1
139	даже больше того	2	1
140	на то что	2	1
141	не говоря о	1	1
142	это тоже было	1	1
143	то что его	1	1
144	по этому поводу	1	1
145	конечно не в	1	1
146	если не прямо	1	1
147	в своем месте	2	1
148	его в будущем	1	1
149	это не только	1	1
150	сказать что это	1	1
151	в это время	4	1
152	достаточно указать хотя	1	1
153	он никак не	1	1
154	в этих стихах	1	1
155	самой общей форме	1	1
