N	2gram	Tiupa_Hudo_2	FransuaR
1	и в	28	65
2	то есть	1	45
3	как бы	5	22
4	и не	18	22
5	вовсе не	2	18
6	и т.п	1	17
7	в сущности	1	16
8	в том	15	16
9	в этом	13	15
10	но в	2	14
11	в нем	3	13
12	в условиях	1	13
13	мы уже	3	12
14	и на	3	11
15	прежде всего	3	11
16	все эти	1	10
17	не только	11	10
18	и его	5	10
19	так и	8	10
20	но и	9	10
21	и потому	1	10
22	том числе	1	10
23	во всех	1	9
24	в его	11	9
25	все это	3	9
26	за пределы	1	8
27	в своем	5	8
28	в основе	2	8
29	в духе	2	8
30	в дальнейшем	1	8
31	и даже	1	8
32	и другие	5	8
33	его в	2	7
34	точки зрения	2	7
35	в области	1	7
36	только в	4	7
37	числе и	1	7
38	жизни и	6	7
39	они были	2	6
40	в ней	3	6
41	еще не	3	6
42	все же	2	6
43	и у	2	6
44	при этом	11	6
45	том что	19	6
46	никогда не	5	6
47	как мы	2	6
48	времени и	1	6
49	в значительной	1	6
50	одно из	5	6
51	так как	1	6
52	может быть	8	6
53	не знает	1	6
54	сказать что	2	6
55	века в	1	5
56	с его	5	5
57	как в	5	5
58	в них	3	5
59	рядом с	5	5
60	как и	11	5
61	в своей	6	5
62	потому что	2	5
63	той или	1	5
64	между тем	8	5
65	и одновременно	1	5
66	на мир	1	5
67	для него	5	5
68	в одном	3	5
69	или иной	2	5
70	еще и	2	5
71	превращается в	4	5
72	в частности	7	5
73	в той	1	5
74	и все	7	5
75	еще более	1	5
76	в своих	1	5
77	жизни в	7	5
78	здесь и	1	4
79	в общем	1	4
80	и к	2	4
81	в самом	5	4
82	в этой	5	4
83	так сказать	1	4
84	и еще	1	4
85	во время	1	4
86	мысли и	2	4
87	не в	13	4
88	до сих	2	4
89	на всех	1	4
90	в жизни	8	4
91	из них	2	4
92	отношение к	2	4
93	сих пор	2	4
94	это уже	2	4
95	мира и	1	4
96	для нас	3	4
97	между ними	2	4
98	совершенно не	1	4
99	это в	1	4
