N	3gram	Tiupa_Hudo_1	Myshleni
1	по отношению к	8	12
2	в том что	6	11
3	с точки зрения	3	9
4	друг с другом	1	7
5	потому что он	1	5
6	в этом отношении	3	5
7	с самого начала	1	5
8	то же самое	1	4
9	к тому чтобы	1	4
10	с этой точки	1	4
11	этой точки зрения	1	4
12	о том что	9	4
13	друг от друга	1	4
14	такой же мере	2	3
15	состоит в том	1	3
16	вместо того чтобы	2	3
17	до сих пор	2	3
18	можно было бы	4	3
19	с одной стороны	1	3
20	в такой же	2	3
21	в свою очередь	1	3
22	не может быть	2	3
23	не только не	1	3
24	в тот момент	2	2
25	том что в	2	2
26	он не умеет	1	2
27	в самом деле	4	2
28	том что он	1	2
29	о том как	2	2
30	что он не	2	2
31	в отличие от	1	2
32	ответить на вопрос	1	2
33	то и другое	2	2
34	именно в этом	1	2
35	в высшей степени	1	2
36	но при этом	1	2
37	не до конца	1	2
38	в свое время	1	2
39	ничего общего с	1	2
40	но все же	1	2
41	тот момент когда	2	2
42	уже на пороге	1	2
43	по своей природе	2	1
44	не может не	1	1
45	то во второй	1	1
46	в другом отношении	1	1
47	не знает ни	1	1
48	более или менее	1	1
49	мы узнаем что	1	1
50	на самом деле	1	1
51	в этом смысле	1	1
52	отличаются друг от	1	1
53	одной стороны и	1	1
54	же как и	1	1
55	а тем более	1	1
56	только в том	2	1
57	в первую очередь	2	1
58	к жизни и	2	1
59	в равной мере	2	1
60	и что в	1	1
61	того что он	1	1
62	в первом случае	1	1
63	в этой связи	4	1
64	именно в этой	1	1
65	в себя и	1	1
66	потому что оно	1	1
67	тот и другой	1	1
68	по нашему мнению	1	1
69	и потому что	1	1
70	и по отношению	1	1
71	не только для	1	1
72	равной мере и	1	1
73	в связи с	3	1
74	и из нее	1	1
75	мы уже говорили	1	1
76	как нам представляется	1	1
77	во всяком случае	1	1
78	он не знает	1	1
79	так и в	1	1
80	с ним в	1	1
81	тем не менее	3	1
82	и это не	2	1
83	в еще большей	1	1
84	между этими двумя	1	1
85	он действует так	1	1
86	совсем иной чем	1	1
87	не только потому	1	1
88	того или иного	2	1
89	является для него	1	1
90	но в этом	1	1
91	в то же	8	1
92	к тому что	4	1
93	в том смысле	1	1
94	так и по	1	1
95	он мыслит в	1	1
