N	3gram	Bakhtin_Pr_1	OGranits
1	с точки зрения	15	5
2	не может быть	3	4
3	по отношению к	11	3
4	вполне понятно что	1	3
5	и наконец в	1	2
6	в самом деле	2	2
7	в зависимости от	3	2
8	в данном случае	2	2
9	не только его	1	2
10	с другой стороны	2	2
11	того или иного	1	2
12	с самого начала	2	2
13	в том что	7	2
14	тот же самый	1	1
15	во все уголки	1	1
16	не создает еще	1	1
17	только в категории	1	1
18	в каждом слове	1	1
19	этой точки зрения	1	1
20	как объективный факт	1	1
21	а вовсе не	1	1
22	равно как и	1	1
23	на самом деле	3	1
24	подобно тому как	3	1
25	выйти за пределы	1	1
26	мы должны перейти	1	1
27	то же самое	1	1
28	нам кажется что	2	1
29	и не может	2	1
30	можно говорить о	1	1
31	в отличие от	2	1
32	между тем как	4	1
33	только то что	2	1
34	в этом отношении	5	1
35	то что в	1	1
36	нужно сказать что	1	1
37	можно было бы	3	1
38	почти никогда не	1	1
39	может быть и	1	1
40	с этой точки	1	1
41	по себе а	1	1
42	себя как свой	1	1
43	в своей статье	1	1
44	ни один элемент	1	1
45	для того чтобы	2	1
46	так же как	1	1
47	не входит в	1	1
48	и как бы	1	1
49	а не как	3	1
50	само по себе	2	1
51	в пределах того	1	1
52	он и не	1	1
53	своей статье о	1	1
54	как в музыке	2	1
55	все то что	3	1
56	то же время	7	1
57	мы не можем	1	1
58	так же точно	1	1
59	может быть это	1	1
60	играет громадную роль	1	1
61	та или иная	1	1
62	здесь мы должны	1	1
63	и никогда не	1	1
64	и превращается в	1	1
65	но в то	2	1
66	за пределы только	1	1
67	выходит за пределы	2	1
68	в совершенно иных	1	1
69	в то же	7	1
70	в каждом отдельном	1	1
71	к тому что	1	1
72	в себя как	1	1
73	привела его к	1	1
74	тех или иных	1	1
75	является таким образом	1	1
76	же самое слово	1	1
