N	2gram	Berdyaev_O_1	Problema
1	и в	19	44
2	вовсе не	1	37
3	и не	13	35
4	не есть	2	35
5	может быть	11	28
6	по себе	2	25
7	потому что	9	25
8	то что	5	23
9	в том	5	21
10	а не	11	18
11	в этом	12	17
12	также и	1	16
13	даже и	2	16
14	сказать что	2	16
15	и то	2	14
16	не только	11	14
17	и даже	1	14
18	не в	11	13
19	но в	2	12
20	том что	2	12
21	так что	2	12
22	так и	2	10
23	как и	6	10
24	у нас	1	10
25	в виду	1	10
26	но и	13	10
27	не имеет	2	9
28	в нем	10	9
29	и с	2	9
30	это не	3	9
31	и это	1	9
32	в его	7	9
33	что и	2	9
34	что он	3	9
35	так как	2	9
36	как бы	3	9
37	и от	3	9
38	во всяком	1	9
39	смысле слова	1	8
40	в себе	3	8
41	он не	7	8
42	было бы	3	8
43	но это	1	8
44	только и	4	8
45	того что	3	8
46	а именно	1	8
47	что же	2	8
48	что в	4	8
49	мы не	1	7
50	на самом	1	7
51	все эти	4	7
52	указывает на	1	7
53	с ним	3	7
54	и что	1	7
55	уже не	1	7
56	не может	4	7
57	и потому	2	7
58	сам по	1	6
59	все же	2	6
60	и к	2	6
61	о том	3	6
62	никогда не	9	6
63	всяком случае	1	6
64	нет ничего	7	6
65	жизни и	1	6
66	и есть	3	5
67	есть не	1	5
68	еще не	3	5
69	что они	2	5
70	в своем	2	5
71	хотя и	2	5
72	с тем	2	5
73	и сам	1	5
74	в своей	2	5
75	и его	4	5
76	и о	2	5
77	в ней	1	5
78	и здесь	1	5
79	с той	1	5
80	в конце	1	5
81	не было	9	5
82	как в	1	5
83	да и	1	5
84	этого слова	1	5
85	все это	6	5
86	а в	5	5
87	состоит из	1	5
88	не имеют	1	4
89	он сам	4	4
90	заключается в	1	4
91	и без	1	4
92	нет никакого	1	4
93	можно ли	2	4
94	дело в	1	4
95	отличается от	1	4
96	в ее	2	4
97	можно было	1	4
98	же и	1	4
99	ни с	7	4
100	тем что	2	4
101	на этот	1	4
102	совершенно не	1	4
103	отношения к	1	3
104	то в	1	3
105	и больше	1	3
106	и ее	3	3
107	там и	1	3
108	но не	1	3
109	и как	1	3
110	в самом	5	3
111	что это	1	3
112	в этой	5	3
113	говорят о	1	3
114	на то	1	3
115	свой собственный	1	3
116	что у	2	3
117	его в	2	3
118	в чистом	1	3
119	и тогда	1	3
120	и очень	2	3
121	ничего не	2	3
122	как будто	1	3
123	для его	1	3
124	она не	1	3
125	если бы	1	3
126	не так	1	3
127	самом деле	1	3
128	уже в	2	3
129	а это	1	3
130	для него	5	3
131	само по	1	3
132	жизни а	1	3
133	что для	2	3
134	прежде всего	9	3
135	его как	1	3
136	но оно	1	3
137	это есть	1	3
138	это за	3	3
139	образ и	1	3
140	и все	10	3
141	и ни	2	3
142	ни к	1	3
143	хотя бы	3	3
144	будто бы	1	3
145	есть уже	1	3
146	а ведь	1	3
147	и до	1	2
148	его не	2	2
149	совсем не	2	2
150	то он	1	2
151	есть просто	1	2
152	и нет	2	2
153	когда он	3	2
154	тем же	1	2
155	не очень	2	2
156	в которой	2	2
157	толстого не	1	2
158	он в	2	2
159	с их	1	2
160	а вовсе	1	2
161	сравнению с	1	2
162	с чем	2	2
163	из него	1	2
164	что все	2	2
165	же не	1	2
166	в другом	2	2
167	чего бы	1	2
168	он и	1	2
169	нисколько не	1	2
170	в этих	3	2
171	в котором	1	2
172	по сравнению	1	2
173	и более	1	2
174	в отношении	1	2
175	с которой	2	2
176	в процессе	1	2
177	в самой	9	2
178	что их	1	2
179	и после	1	2
180	ничто не	2	2
181	свое собственное	1	2
182	могут быть	3	2
183	всегда есть	4	2
184	том как	1	2
185	не стоит	1	2
186	это было	3	2
187	доходит до	1	2
188	природы и	2	2
189	и можно	1	2
190	сразу же	2	2
191	который в	1	2
192	из них	1	2
193	никто не	3	2
194	от того	1	2
195	а с	1	2
196	о чем	1	2
197	в частности	1	2
198	как это	1	2
199	и там	2	2
200	о его	5	2
201	ничего кроме	2	2
202	и для	2	2
203	к одной	1	2
204	ее и	1	2
205	от него	7	2
206	бы в	1	2
207	своих героев	1	2
208	и состоит	1	2
209	это так	1	2
210	необходимо подчеркнуть	1	2
211	он более	1	1
212	л толстого	1	1
213	есть самая	1	1
214	не идет	1	1
215	чего не	1	1
216	от самого	2	1
217	должна быть	1	1
218	из всех	1	1
219	например в	1	1
220	характер его	1	1
221	не изображал	1	1
222	вопрос о	10	1
223	все новое	1	1
224	для раскрытия	1	1
