N	3gram	Bakhtin_Pr_3	Myslijsy
1	более или менее	3	8
2	во всяком случае	1	7
3	в том что	3	7
4	по крайней мере	1	5
5	тем не менее	2	5
6	а между тем	2	4
7	до сих пор	5	4
8	смысле этого слова	1	3
9	но тем не	1	3
10	и может быть	1	2
11	как и во	1	2
12	о которой мы	1	2
13	и во всех	3	2
14	после того как	1	2
15	с другой стороны	1	2
16	то же время	5	2
17	так и в	2	2
18	не может быть	1	2
19	с самого начала	3	2
20	в этом смысле	1	2
21	в то же	5	2
22	вбирает в себя	1	2
23	значение то есть	1	1
24	один и тот	1	1
25	состоит в том	1	1
26	в ней все	1	1
27	и той же	1	1
28	это было бы	1	1
29	большей или меньшей	3	1
30	что если б	1	1
31	может быть только	1	1
32	друг от друга	1	1
33	и во многих	1	1
34	в сознании и	1	1
35	мы говорим здесь	1	1
36	в отличие от	1	1
37	прежде чем перейти	1	1
38	в собственном смысле	2	1
39	во всех слоях	2	1
40	и не может	1	1
41	их отношение к	1	1
42	к мысли о	1	1
43	и здесь как	1	1
44	не то что	3	1
45	чем перейти к	1	1
46	пространство и время	1	1
47	как и в	3	1
48	могут быть названы	1	1
49	так как это	1	1
50	было бы очень	1	1
51	в применении к	1	1
52	по сравнению с	4	1
53	одна из причин	1	1
54	внимание на следующее	1	1
55	между человеком и	1	1
56	в большей или	2	1
57	многие и притом	1	1
58	в связи с	1	1
59	друг к другу	1	1
60	мы будем называть	1	1
61	что касается до	1	1
62	и тот же	1	1
63	что они не	1	1
64	говорим здесь не	1	1
65	то что я	1	1
66	о том что	2	1
67	мы можем сказать	1	1
68	то есть в	2	1
69	и тем самым	1	1
70	значение имеет и	1	1
71	здесь не о	1	1
72	и потому может	1	1
73	в большинстве случаев	4	1
74	одной и той	1	1
75	во всех случаях	1	1
76	со всеми остальными	1	1
77	и других в	2	1
78	здесь как и	1	1
79	мы видели что	2	1
