N	3gram	Tiupa_Narr_2	Dialekti
1	с точки зрения	2	12
2	в том что	8	7
3	то же время	3	4
4	можно было бы	1	4
5	в то же	3	4
6	более или менее	1	3
7	в этом смысле	1	3
8	иметь в виду	1	3
9	не может быть	2	3
10	можно сказать что	3	3
11	той или иной	3	3
12	то что я	1	2
13	на самом деле	2	2
14	в себе самом	2	2
15	одной стороны и	1	2
16	до сих пор	1	2
17	и в то	1	2
18	в этом отношении	3	2
19	и т п	2	2
20	или хотя бы	1	2
21	точно так же	2	2
22	с одной стороны	5	2
23	по сравнению с	1	2
24	никак не могу	1	2
25	во всяком случае	1	2
26	ни в чем	1	2
27	и стало быть	1	2
28	с той или	1	2
29	о том что	4	2
30	ни о чем	1	2
31	с этой стороны	1	2
32	к тому что	3	2
33	а между тем	1	1
34	и очевидный пример	1	1
35	в чем не	1	1
36	хотя и не	2	1
37	в той или	1	1
38	можно представить себе	1	1
39	я не могу	1	1
40	ничего не доказывает	1	1
41	в данный момент	1	1
42	в чем же	1	1
43	мы имеем дело	2	1
44	то время как	1	1
45	имеет место в	1	1
46	в самом деле	1	1
47	так или иначе	1	1
48	как раз и	1	1
49	самом деле не	1	1
50	именно то что	2	1
51	то что человек	1	1
52	есть все же	1	1
53	и быть может	1	1
54	и дело не	1	1
55	того и другого	1	1
56	но и к	1	1
57	а стало быть	1	1
58	так а не	1	1
59	что это за	1	1
60	от тех кто	1	1
61	далеко не всегда	1	1
62	в себе момент	1	1
63	в то время	1	1
64	стало быть и	1	1
65	а не иначе	1	1
66	не зависит от	2	1
67	по большей части	3	1
68	не в том	1	1
69	в связи с	1	1
70	то что он	1	1
71	а в том	2	1
72	есть не что	1	1
73	но в конце	1	1
74	так быстро что	1	1
75	а не только	1	1
76	и не должен	1	1
77	что иное как	1	1
78	не говорит об	1	1
79	в полной мере	1	1
80	никогда не бывает	1	1
81	не что иное	1	1
82	тем не менее	4	1
83	для того чтобы	1	1
84	том или ином	1	1
85	на первый взгляд	1	1
86	к тому же	4	1
87	то же самое	1	1
