N	2gram	Bakhtin_Pr_2	Literetu
1	и не	42	22
2	в мире	3	16
3	и в	45	16
4	х годов	2	15
5	при этом	2	15
6	в этом	20	14
7	не только	16	14
8	но и	15	14
9	в том	8	12
10	может быть	18	12
11	а не	10	12
12	то что	5	12
13	в частности	1	11
14	я и	3	10
15	не в	8	10
16	то же	5	9
17	так и	3	9
18	в то	5	9
19	того что	3	9
20	в этой	1	8
21	в жизни	3	8
22	том что	7	8
23	не может	24	8
24	как бы	15	8
25	в своей	6	7
26	тем самым	2	7
27	же время	3	7
28	только в	9	7
29	себя в	2	7
30	со стороны	4	7
31	точки зрения	19	7
32	еще не	9	6
33	с его	8	6
34	в себе	5	6
35	в другом	1	6
36	о том	3	6
37	и его	8	6
38	в его	22	6
39	и т.п	6	6
40	с другой	1	6
41	к тому	1	6
42	причастности к	1	6
43	в году	1	5
44	в отличие	1	5
45	отличие от	1	5
46	как в	4	5
47	в целом	5	5
48	тому же	1	5
49	то есть	50	5
50	лишь в	2	5
51	это не	3	5
52	как и	14	5
53	что я	1	5
54	в основе	2	5
55	этом отношении	2	5
56	в ее	3	5
57	что он	7	5
58	именно в	3	5
59	а именно	3	5
60	вместе с	1	5
61	а в	3	5
62	одним из	3	4
63	но не	6	4
64	по отношению	8	4
65	хотя и	2	4
66	и если	1	4
67	входит в	9	4
68	должно быть	4	4
69	место в	1	4
70	даже в	6	4
71	никогда не	17	4
72	данном случае	1	4
73	в жизнь	1	4
74	с одной	1	4
75	в начале	2	4
76	из них	9	4
77	одно из	1	4
78	в одном	6	4
79	как будто	1	4
80	как у	2	4
81	до конца	7	4
82	в данном	1	4
83	по существу	1	4
84	и для	2	4
85	жизни в	2	4
86	отношению к	8	4
87	отношения к	2	3
88	например в	2	3
89	самом деле	4	3
90	той же	1	3
91	с ее	3	3
92	но уже	2	3
93	в сторону	2	3
94	и как	2	3
95	и наконец	1	3
96	и к	2	3
97	но в	6	3
98	то в	1	3
99	бы и	3	3
100	на его	5	3
101	самим собой	1	3
102	в слове	1	3
103	с точки	9	3
104	только для	2	3
105	произведения в	1	3
106	потому что	8	3
107	в области	2	3
108	личности в	3	3
109	для его	1	3
110	все еще	1	3
111	еще в	1	3
112	в словах	2	3
113	прежде всего	11	3
114	все время	3	3
115	совершенно не	1	3
116	уже не	6	3
117	в самом	13	3
118	наконец в	1	3
119	более того	5	3
120	о чем	1	3
121	как это	2	3
122	тому как	2	3
123	там где	6	3
124	это как	2	3
125	в романе	3	3
126	жизни и	15	3
127	как на	2	3
128	а я	1	3
129	том числе	2	3
130	художественного произведения	1	2
131	того же	1	2
132	в первом	1	2
133	установка на	1	2
134	как мы	8	2
135	так чтобы	2	2
136	я не	6	2
137	из того	1	2
138	мы и	3	2
139	и на	7	2
140	не могу	1	2
141	во всех	4	2
142	с первой	1	2
143	отказ от	1	2
144	а и	1	2
145	отношение к	8	2
146	не согласиться	1	2
147	стороны и	1	2
148	все же	4	2
149	к идее	3	2
150	я к	1	2
151	еще на	1	2
152	не знает	4	2
153	жизнь как	1	2
154	он в	1	2
155	им в	4	2
156	на то	2	2
157	в случае	1	2
158	вследствие этого	1	2
159	действительную жизнь	1	2
160	все они	4	2
161	в нем	20	2
162	в первой	1	2
163	не как	6	2
164	и вот	2	2
165	подобно тому	2	2
166	человека в	5	2
167	и с	7	2
168	а по	1	2
169	его в	3	2
170	было бы	4	2
171	и даже	3	2
172	лишь на	2	2
173	здесь это	1	2
174	той или	3	2
175	она и	3	2
176	далеко не	4	2
177	со своими	6	2
178	не всегда	1	2
179	он и	4	2
180	несмотря на	1	2
181	еще раз	3	2
182	со всей	2	2
183	художественного творчества	1	2
184	и ее	7	2
185	к предмету	1	2
186	от себя	1	2
187	об отсутствии	1	2
188	одном из	1	2
189	в конце	4	2
190	по себе	8	2
191	автора и	2	2
192	между людьми	1	2
193	не менее	2	2
194	для меня	2	2
195	от жизни	1	2
196	свободы и	1	2
197	того чтобы	1	2
198	жизни не	1	2
199	как раз	6	2
200	другой стороны	1	2
201	а лишь	3	2
202	у нас	2	2
203	числе и	2	2
204	для такого	1	2
205	с образом	3	2
206	для себя	3	2
207	он ищет	1	2
208	то она	1	2
209	сознания с	1	2
210	и сам	3	2
211	что у	4	2
212	не с	1	2
213	ориентировано на	1	2
214	мира и	1	2
215	если бы	2	2
216	и перед	1	2
217	о нем	6	2
218	одного из	1	2
219	можно сказать	2	2
220	что и	5	2
221	во всей	1	2
222	и только	1	2
223	но с	3	2
224	и одновременно	2	2
225	здесь не	2	2
226	вне себя	1	2
227	с ними	4	2
228	лице как	1	2
229	связи с	1	2
230	как писал	1	2
231	за ним	1	2
232	к своим	1	2
233	ни с	2	2
234	для него	9	2
235	тем что	2	2
236	и героя	1	2
237	для того	1	2
238	или иной	3	2
239	бытия в	2	2
240	себя и	2	2
241	что не	5	2
242	а на	2	2
243	него не	3	2
244	если не	2	2
245	всю полноту	1	2
246	я говорю	1	2
247	в полном	1	2
248	так же	5	2
249	и потому	6	2
250	а так	1	2
251	xix века	1	2
252	быть только	2	2
253	если это	1	2
254	быть не	1	2
255	своей жизни	3	2
256	один из	2	2
257	на слово	1	2
258	сознания и	6	2
259	что в	6	2
260	в каждой	1	2
261	известные нам	1	2
262	же в	1	2
263	романа и	4	2
264	не я	1	2
265	а со	1	2
266	в свою	1	2
267	жизни а	1	2
268	я это	2	2
269	ее в	2	2
270	в своих	4	2
271	героя как	1	2
272	к этому	4	2
273	была бы	3	1
274	тень в	1	1
275	такова была	1	1
276	на самом	1	1
277	диалогически с	1	1
278	это и	1	1
279	идет о	2	1
280	и есть	1	1
281	в трактате	1	1
282	человеком в	1	1
283	и принципиально	1	1
284	о тебе	1	1
285	и до	4	1
286	из его	1	1
287	все те	2	1
288	с таким	1	1
289	внутренней личности	1	1
290	трудный путь	1	1
291	мы уже	3	1
292	который в	1	1
293	а некоторая	1	1
294	жизненной позицией	1	1
295	из своих	2	1
296	вне художественного	1	1
297	в свободном	1	1
298	на определенный	1	1
299	говорить о	1	1
300	принадлежит к	1	1
301	котором не	1	1
302	и со	2	1
303	не знают	2	1
304	этот как	1	1
305	и он	3	1
306	в ней	7	1
307	проявляется в	2	1
308	в xix	2	1
309	было стать	1	1
310	и массовых	1	1
311	он сам	6	1
312	творческого пути	2	1
313	мысли и	3	1
314	быть в	2	1
315	вырождается и	1	1
316	в чем	2	1
317	и себе	1	1
318	сознания а	2	1
319	человеческих отношений	2	1
320	герой не	2	1
321	с собою	1	1
322	он пишет	1	1
323	друг от	2	1
324	нет и	3	1
325	значение имеет	1	1
326	за пределы	5	1
327	этих словах	1	1
328	сама по	5	1
329	в истории	2	1
330	в центре	1	1
331	независимо от	1	1
332	с этим	1	1
333	в художественном	3	1
334	в своем	5	1
335	ней в	1	1
336	перед нами	4	1
337	показательна для	1	1
338	героев достоевского	4	1
339	что по	1	1
340	в плену	1	1
341	самом начале	3	1
342	более или	1	1
343	и человек	1	1
344	за собой	2	1
345	нет дела	1	1
346	никакого существенного	2	1
347	как организатор	1	1
348	романа это	1	1
349	в нашем	2	1
350	бы не	3	1
351	у каждого	1	1
352	не оставляет	3	1
353	ни одна	1	1
354	стар и	1	1
355	уже в	4	1
356	ее как	1	1
357	как он	4	1
358	так сказать	7	1
359	вообще не	1	1
360	в определенном	1	1
361	тем не	1	1
362	он не	9	1
363	при определенных	1	1
364	к героям	1	1
365	с глубокой	1	1
366	и еще	1	1
367	только но	1	1
368	творческой памяти	1	1
369	а всегда	1	1
370	людей и	2	1
371	последнее слово	1	1
372	бы они	1	1
373	здесь мы	1	1
374	слова и	1	1
375	двух основных	1	1
376	его не	1	1
377	высказывания и	1	1
378	ощущается как	1	1
379	с другими	7	1
380	все может	1	1
381	своего творческого	1	1
382	на миг	1	1
383	всю свою	1	1
384	кажется что	2	1
385	даже по	1	1
386	в них	4	1
387	соприкасается с	1	1
388	все равно	1	1
389	бы им	1	1
390	в самую	2	1
391	а прежде	1	1
392	быть художником	1	1
393	и вне	1	1
394	чем в	1	1
395	ведет к	2	1
396	на этот	1	1
397	контексте его	1	1
398	и того	1	1
399	же я	1	1
400	был бы	1	1
401	жизнь не	1	1
402	она сама	1	1
403	сознания но	2	1
404	в их	4	1
405	а там	1	1
406	жизни с	1	1
407	значение для	3	1
408	своей не	1	1
409	но это	2	1
410	но он	1	1
411	друг другу	1	1
412	что было	1	1
413	исторической поэтики	2	1
414	и эти	1	1
415	что сам	1	1
416	вне этого	1	1
417	в устах	1	1
418	бы быть	2	1
419	образ не	1	1
420	вовсе не	7	1
421	сам он	2	1
422	и герой	2	1
423	тому что	1	1
424	в отношении	1	1
425	а от	1	1
426	действительным и	1	1
427	она не	5	1
428	почти никогда	1	1
429	при всей	1	1
430	в русской	2	1
431	например не	1	1
