N	2gram	Losev_Prob_1	Komedia
1	и в	32	22
2	и не	31	21
3	т е	1	16
4	том что	12	13
5	таким образом	6	12
6	в том	9	12
7	так как	11	11
8	со стороны	1	11
9	в комедии	2	10
10	ни в	7	10
11	потому что	16	10
12	в самом	6	9
13	до сих	3	9
14	вместе с	2	9
15	сих пор	3	9
16	в этом	19	8
17	его в	6	8
18	в своем	5	8
19	к ней	1	8
20	о том	11	8
21	если бы	4	8
22	в его	6	8
23	что он	7	8
24	молодой человек	1	8
25	едва ли	2	7
26	то же	10	7
27	при этом	6	7
28	об этом	10	7
29	в конце	6	7
30	о чем	6	7
31	только что	2	7
32	а в	4	7
33	того же	3	6
34	самом деле	6	6
35	еще не	9	6
36	ничуть не	1	6
37	так что	6	6
38	тому же	1	6
39	в то	6	6
40	и его	3	6
41	к тому	3	6
42	того чтобы	9	6
43	ясно что	3	6
44	и что	9	6
45	для того	8	6
46	может быть	14	6
47	как раз	13	6
48	во время	1	6
49	к этому	1	6
50	не хочет	3	5
51	что его	3	5
52	но в	14	5
53	не только	17	5
54	а по	1	5
55	он не	3	5
56	в своей	8	5
57	в которых	3	5
58	то это	1	5
59	не менее	19	5
60	связи с	5	5
61	и сам	1	5
62	хотя и	6	5
63	с ним	3	5
64	к нему	3	5
65	что в	12	5
66	из них	3	5
67	тем что	7	5
68	прежде всего	10	5
69	как это	6	5
70	все это	7	5
71	и т	11	4
72	на себя	2	4
73	он был	1	4
74	с другой	3	4
75	тут же	1	4
76	нет и	2	4
77	меньше всего	2	4
78	отнюдь не	10	4
79	все же	1	4
80	то что	42	4
81	что к	2	4
82	в себе	15	4
83	что она	5	4
84	но все	3	4
85	и с	2	4
86	с тем	5	4
87	несмотря на	3	4
88	точки зрения	3	4
89	не в	4	4
90	однако в	2	4
91	в отношении	3	4
92	и здесь	6	4
93	друг друга	1	4
94	так и	12	4
95	здесь нет	2	4
96	и поэтому	1	4
97	сразу же	2	4
98	не дает	1	4
99	т п	1	4
100	вовсе не	35	4
101	само собой	2	4
102	но и	9	4
103	а не	15	4
104	в связи	4	4
105	не является	5	4
106	и для	4	4
107	тем более	5	4
108	хотя бы	3	4
109	речи о	1	4
110	так же	9	4
111	который в	1	3
112	говорить о	6	3
113	с его	2	3
114	в ее	3	3
115	с этим	3	3
116	и к	1	3
117	тем же	1	3
118	в которой	2	3
119	в этой	10	3
120	как он	4	3
121	на то	8	3
122	в нем	13	3
123	что ни	2	3
124	прежде чем	3	3
125	то ни	1	3
126	было бы	8	3
127	в них	7	3
128	все равно	5	3
129	далеко не	5	3
130	как и	3	3
131	и еще	3	3
132	но если	2	3
133	том как	2	3
134	с точки	3	3
135	тем не	18	3
136	их в	4	3
137	не имеет	2	3
138	никогда не	7	3
139	ничего не	10	3
140	же самое	9	3
141	одного из	1	3
142	не зная	1	3
143	по собственному	1	3
144	не о	2	3
145	нисколько не	3	3
146	в начале	1	3
147	что не	3	3
148	это обстоятельство	1	3
149	не так	1	3
150	всяком случае	3	3
151	мы можем	4	3
152	в других	5	3
153	и даже	11	3
154	даже не	1	3
155	на ее	1	3
156	ему не	1	3
157	на этот	3	3
158	один из	4	3
159	если не	4	3
160	не может	8	3
161	конечно не	1	3
162	по своему	9	3
163	в течение	1	3
164	совсем другой	1	3
165	как бы	14	3
166	с этой	1	3
167	из себя	1	3
168	бы он	1	3
169	не знает	1	3
170	во всяком	7	3
171	отношения к	1	2
172	о любви	2	2
173	даже если	4	2
174	здесь и	1	2
175	г в	1	2
176	мы не	2	2
177	в сущности	2	2
178	время как	1	2
179	х годов	1	2
180	представление о	1	2
181	и на	8	2
182	бы то	1	2
183	во всех	7	2
184	он говорит	1	2
185	за пределы	6	2
186	что они	3	2
187	и я	1	2
188	выясняется что	1	2
189	как в	4	2
190	в известной	1	2
191	в результате	2	2
192	не приходится	1	2
193	так или	2	2
194	бы не	1	2
195	раз в	1	2
196	если он	1	2
197	ни было	1	2
198	и если	6	2
199	на его	2	2
200	после этого	4	2
201	о которой	1	2
202	в силу	1	2
203	чтобы в	1	2
204	человека в	1	2
205	является конечно	1	2
206	из всех	1	2
207	не с	1	2
208	с другими	2	2
209	это не	6	2
210	еще одно	1	2
211	остается в	1	2
212	и без	1	2
213	в котором	5	2
214	в их	4	2
215	что эта	1	2
216	сам он	1	2
217	тому что	4	2
218	она не	2	2
219	вплоть до	1	2
220	что ему	1	2
221	дело не	1	2
222	что их	2	2
223	в основе	1	2
224	больше чем	2	2
225	в области	2	2
226	больше того	1	2
227	одним из	1	2
228	известной степени	2	2
229	все еще	1	2
230	отказаться от	1	2
231	если же	1	2
232	и это	9	2
233	как мы	7	2
234	и о	8	2
235	в виду	6	2
236	здесь не	7	2
237	без всякого	2	2
238	то время	1	2
239	можно было	3	2
240	наряду с	1	2
241	а также	4	2
242	в другом	1	2
243	и во	3	2
244	которой мы	1	2
245	между тем	2	2
246	все время	2	2
247	не как	2	2
248	тот же	1	2
249	должен быть	1	2
250	и ее	8	2
251	не мешает	2	2
252	в качестве	2	2
253	уже в	3	2
254	если мы	11	2
255	за ним	1	2
256	этот раз	2	2
257	мы знаем	1	2
258	понимает что	1	2
259	при всей	1	2
260	этом отношении	1	2
261	от того	1	2
262	хоть и	1	2
263	или иначе	2	2
264	собой разумеется	1	2
265	что для	2	2
266	к человеку	1	2
267	не было	4	2
268	что мы	13	2
269	под влиянием	1	2
270	ближе к	1	2
271	он и	8	2
272	и особенно	2	2
273	из которых	1	2
274	к своему	1	2
275	в пределах	1	2
276	не могут	2	2
277	для обозначения	4	2
278	по существу	2	2
279	для понимания	1	2
280	в уже	1	2
281	его от	3	2
282	этом случае	2	2
283	только для	3	2
284	о его	2	2
285	видно что	1	2
286	нет ничего	10	2
287	при всем	1	2
288	и все	7	2
289	конце концов	4	2
290	нет никаких	1	2
291	не будет	2	2
292	только как	1	2
293	другой стороны	3	2
294	совершенно не	6	2
295	к этой	1	2
296	это в	1	2
297	в таком	9	2
298	я и	2	1
299	же словом	1	1
300	не думает	1	1
301	например в	2	1
302	чтобы не	1	1
303	по адресу	1	1
304	возможны и	1	1
305	и какова	1	1
306	в первом	2	1
307	и до	2	1
308	и должен	1	1
309	а уж	1	1
310	мы имеем	2	1
311	и само	1	1
312	это совершенно	4	1
313	здесь история	1	1
314	общности в	1	1
315	на душе	1	1
316	вопрос о	1	1
317	именно к	1	1
318	этом не	1	1
319	начинается с	1	1
320	еще до	1	1
321	совсем иное	2	1
322	требует от	1	1
323	я не	1	1
324	не сводится	1	1
325	знак в	2	1
326	это время	1	1
327	было до	2	1
328	он сам	2	1
329	первый план	1	1
330	все эти	8	1
331	говоря уже	2	1
332	в чем	3	1
333	ли кто-нибудь	1	1
334	только после	2	1
335	нем только	2	1
336	но не	9	1
337	находит в	1	1
338	но как	6	1
339	заметим что	1	1
340	и всякий	1	1
341	если в	1	1
342	а уже	3	1
343	действительности а	7	1
344	попавший в	1	1
345	к сожалению	1	1
346	относится к	1	1
347	которые не	3	1
348	своем проступке	1	1
349	в истории	4	1
350	тем больше	1	1
351	в одной	1	1
352	общего с	8	1
353	по содержанию	1	1
354	перед нами	5	1
355	и как	6	1
356	ухода за	1	1
357	что по	1	1
358	самом начале	1	1
359	к числу	1	1
360	более или	3	1
361	в действительности	3	1
362	от этого	1	1
363	роль играет	1	1
364	для которого	3	1
365	говорят о	2	1
366	отношения между	1	1
367	отказывается от	1	1
368	чем больше	4	1
369	за это	1	1
370	из этих	2	1
371	выражение в	1	1
372	еще один	1	1
373	им в	1	1
374	почти целиком	1	1
375	и те	1	1
376	в случае	3	1
377	т д	10	1
378	по крайней	2	1
379	чтобы они	1	1
380	в первую	1	1
381	не являются	5	1
382	не к	1	1
383	пить и	1	1
384	том чтобы	1	1
385	чем она	1	1
386	прошлого века	1	1
387	на этом	1	1
388	его можно	1	1
389	также просто	1	1
390	в нее	1	1
391	с такими	2	1
392	в каждом	1	1
393	что все	3	1
394	конечно в	2	1
395	мало кто	2	1
396	той же	1	1
397	говорил что	1	1
398	них не	1	1
399	себя не	1	1
400	это было	2	1
401	отчет в	1	1
402	подходит к	1	1
403	известно что	1	1
404	и тем	13	1
405	ведь она	1	1
406	этом образе	1	1
407	в это	2	1
408	его и	1	1
409	для них	2	1
410	он является	1	1
411	нет в	1	1
412	для своего	2	1
413	дела и	1	1
414	со своими	1	1
415	сам не	1	1
416	случайно попавший	1	1
417	или из	3	1
418	а потом	2	1
419	зрения самого	1	1
420	это нечто	1	1
421	одно из	2	1
422	себя внимание	1	1
423	имеет ничего	2	1
424	мы конечно	1	1
425	я взял	1	1
426	прийти к	1	1
427	чем более	1	1
428	в мрачном	1	1
429	место в	1	1
430	усилия чтобы	1	1
431	знаем что	2	1
432	что я	1	1
433	признать что	1	1
434	образом и	2	1
435	которые в	2	1
436	но он	3	1
437	друг другу	2	1
438	иным как	1	1
439	всякий другой	1	1
440	том и	1	1
441	том же	1	1
442	не имеющего	1	1
443	и вся	1	1
444	некоторых случаях	1	1
445	нее можно	1	1
446	ее не	1	1
447	о причине	1	1
448	текста и	5	1
449	того как	3	1
450	и притом	4	1
451	за своего	1	1
452	на котором	1	1
453	большинства исследователей	1	1
454	считать только	1	1
455	находятся в	1	1
456	и весь	4	1
457	узнав что	1	1
458	те моменты	1	1
459	по своей	1	1
460	вот что	1	1
461	же он	1	1
462	в сознании	5	1
463	которое не	1	1
464	ему придется	1	1
465	единичного и	3	1
466	что на	1	1
467	представляется нам	1	1
468	если у	1	1
469	уже о	1	1
470	сражения и	1	1
471	его для	2	1
472	могут быть	2	1
473	сталкиваемся с	1	1
474	о таких	1	1
475	что наш	1	1
476	в тихом	1	1
477	указывает на	14	1
478	он оказывается	1	1
479	о них	1	1
480	в греческом	1	1
481	правда не	1	1
482	они стали	1	1
483	подобно тому	2	1
484	советского союза	1	1
485	эта последняя	1	1
486	то естественно	1	1
487	это опять	2	1
488	и от	1	1
489	быть вполне	1	1
490	важно только	2	1
491	еще два	1	1
492	нет никакой	2	1
493	и может	2	1
494	с собой	2	1
495	очень быстро	1	1
496	особенно в	2	1
497	есть также	3	1
498	мог бы	1	1
499	к его	2	1
500	но поскольку	1	1
501	над головой	1	1
502	ничего подобного	2	1
503	это только	2	1
504	в которые	1	1
505	мы в	3	1
506	них есть	1	1
507	и всякого	1	1
508	для этого	3	1
509	из одного	1	1
510	в настоящее	3	1
511	входящих в	1	1
512	сводится к	1	1
513	нечто совсем	1	1
514	действительно будет	1	1
515	того он	1	1
516	и та	1	1
517	настоящее время	3	1
518	никак не	4	1
519	его жизни	1	1
520	никакой необходимости	1	1
521	на что	2	1
522	мысль не	1	1
523	основе своей	1	1
524	нас в	2	1
525	за свое	1	1
