N	2gram	Propp_Isto_4	Stilisti
1	и в	26	42
2	не только	15	27
3	как бы	3	27
4	прежде всего	1	22
5	хотя бы	2	17
6	то же	8	15
7	но и	12	15
8	и не	9	14
9	не может	6	12
10	может быть	14	12
11	мы уже	5	11
12	как и	7	11
13	точки зрения	1	11
14	в этом	7	10
15	и как	5	10
16	как мы	5	10
17	мы должны	5	10
18	что мы	3	10
19	мы не	1	9
20	при этом	3	9
21	в то	1	9
22	то что	16	9
23	в ней	1	8
24	все же	9	8
25	в себе	2	8
26	таким образом	10	8
27	тем самым	1	8
28	и это	1	8
29	с тем	2	8
30	что же	1	8
31	в зависимости	1	7
32	зависимости от	1	7
33	и на	2	7
34	было бы	2	7
35	и тем	2	7
36	так как	9	7
37	никогда не	2	7
38	потому что	6	7
39	ничего не	5	7
40	только в	3	7
41	и его	10	7
42	мы можем	6	7
43	а не	6	7
44	во всех	1	6
45	мы будем	1	6
46	в этой	2	6
47	на его	3	6
48	в нем	2	6
49	не в	5	6
50	в области	2	6
51	когда мы	1	6
52	так и	10	6
53	другими словами	2	6
54	в форме	2	6
55	и так	1	6
56	той же	1	5
57	уже в	2	5
58	независимо от	1	5
59	и наконец	1	5
60	одно и	1	5
61	и с	5	5
62	мы видели	6	5
63	тому что	1	5
64	а в	8	5
65	же самое	2	5
66	те же	3	5
67	в его	5	5
68	и следовательно	1	5
69	и является	1	5
70	и их	2	5
71	с помощью	2	5
72	вместе с	6	5
73	как это	3	5
74	и то	6	4
75	себя в	2	4
76	что именно	1	4
77	и к	1	4
78	но в	5	4
79	что это	2	4
80	уже не	5	4
81	его в	9	4
82	на него	3	4
83	у нас	2	4
84	но все	5	4
85	так называемые	1	4
86	к тому	1	4
87	на это	2	4
88	если бы	2	4
89	о том	4	4
90	можно сказать	1	4
91	того что	2	4
92	один из	1	4
93	мы видим	6	4
94	с появлением	4	4
95	мы увидим	3	4
96	в качестве	7	4
97	если мы	1	4
98	речь и	1	4
99	не просто	4	4
100	а с	1	4
101	и пр	11	4
102	к своему	3	4
103	не что	3	4
104	все это	2	4
105	бы в	1	4
106	так же	18	4
107	долгое время	1	3
108	вряд ли	1	3
109	которое может	1	3
110	еще не	6	3
111	видели что	3	3
112	то он	1	3
113	или иное	1	3
114	перед нами	3	3
115	хотя и	2	3
116	та же	1	3
117	уже видели	1	3
118	не к	2	3
119	и вот	2	3
120	их в	7	3
121	здесь мы	2	3
122	об этом	7	3
123	связанных с	2	3
124	лишь в	2	3
125	это не	5	3
126	может стать	1	3
127	чаще всего	1	3
128	этом мы	1	3
129	не мог	3	3
130	том что	3	3
131	бы мы	2	3
132	что было	1	3
133	в какой-нибудь	1	3
134	связи с	3	3
135	до того	1	3
136	в виду	1	3
137	роль в	1	3
138	что у	3	3
139	во второй	1	3
140	короче говоря	1	3
141	и здесь	5	3
142	связь между	2	3
143	мы ни	1	3
144	то мы	2	3
145	жизни и	1	3
146	конечно не	2	3
147	только на	1	3
148	из них	2	3
149	его и	2	3
150	представить себе	1	3
151	в котором	1	3
152	в одном	5	3
153	от того	2	3
154	что и	9	3
155	и даже	4	3
156	социальной жизни	1	3
157	и уже	1	3
158	в тех	4	3
159	этого слова	2	3
160	этом случае	3	3
161	в целом	2	3
162	как предмет	1	3
163	как таковой	1	3
164	в начале	1	3
165	но для	2	3
166	для нас	3	3
167	и все	2	3
168	главным образом	2	3
169	между ними	3	3
170	не знает	1	3
171	сказать что	2	3
172	с кем	1	2
173	выражения как	1	2
174	что эти	1	2
175	мы имеем	7	2
176	вопрос о	4	2
177	ответить на	1	2
178	но даже	1	2
179	как не	1	2
180	и он	3	2
181	между собой	1	2
182	иное как	3	2
183	но не	5	2
184	и указывает	1	2
185	случай когда	2	2
186	только тогда	3	2
187	должны были	1	2
188	очевидно что	1	2
189	отношение к	2	2
190	себе и	1	2
191	как в	7	2
192	тех случаях	2	2
193	целый ряд	1	2
194	между двумя	12	2
195	к чему	1	2
196	представляет собой	2	2
197	все эти	3	2
198	и те	1	2
199	друг другу	1	2
200	к миру	1	2
201	человека в	1	2
202	связанные с	3	2
203	ясно что	1	2
204	есть не	1	2
205	бы нам	1	2
206	с этим	2	2
207	но мы	3	2
208	не всегда	6	2
209	при которых	1	2
210	в этих	7	2
211	и при	3	2
212	в своей	4	2
213	в которых	4	2
214	но эта	4	2
215	однако в	2	2
216	не должно	1	2
217	ее с	1	2
218	в основе	1	2
219	что иное	3	2
220	это слово	1	2
221	был и	1	2
222	эти три	1	2
223	или иных	1	2
224	и несколько	1	2
225	не есть	2	2
226	внешним выражением	1	2
227	с развитием	1	2
228	здесь не	4	2
229	в пределах	1	2
