N	3gram	Vygotskiy__2	Hudozhes
1	в том что	17	11
2	о том что	4	7
3	подобно тому как	2	4
4	то же время	2	4
5	в то же	2	4
6	к тому что	2	4
7	том что в	2	3
8	а между тем	1	3
9	в самом деле	11	3
10	но при этом	1	3
11	не может быть	8	3
12	как и в	2	3
13	в конечном счете	3	3
14	с одной стороны	1	3
15	для того чтобы	13	3
16	тем не менее	4	3
17	том что она	3	2
18	состоит в том	2	2
19	и об этом	1	2
20	о том как	1	2
21	с точки зрения	10	2
22	только в том	4	2
23	до сих пор	5	2
24	и т п	8	2
25	можно было бы	4	2
26	то что было	1	2
27	так же как	4	2
28	в данном случае	4	2
29	же самое что	2	2
30	то же самое	6	2
31	не более чем	1	2
32	как будто бы	1	2
33	в этом и	1	2
34	того или иного	2	2
35	они и в	1	2
36	не только не	1	2
37	ему казалось что	1	2
38	и т д	2	2
39	не в состоянии	1	1
40	то ни стало	1	1
41	это было бы	2	1
42	же как и	1	1
43	во что бы	1	1
44	и в других	1	1
45	при этом он	1	1
46	что он не	2	1
47	при этом что	1	1
48	в том случае	4	1
49	бы то ни	2	1
50	в этом отношении	5	1
51	было бы так	1	1
52	что не только	1	1
53	при переходе от	1	1
54	и не будет	1	1
55	с толстым в	1	1
56	а с другой	1	1
57	точно так же	3	1
58	прежде всего тем	1	1
59	едва ли может	1	1
60	то или иное	1	1
61	в таком случае	1	1
62	не то что	1	1
63	и то что	2	1
64	том случае если	4	1
65	что бы то	1	1
66	и что на	1	1
67	едва ли не	1	1
68	приводит к тому	1	1
69	мы знаем что	4	1
70	в противоречие с	1	1
71	то что она	3	1
72	и все его	1	1
73	всего тем что	1	1
74	в других людях	1	1
75	между тем в	1	1
76	с того момента	1	1
77	то время как	2	1
78	имеем дело с	1	1
79	а не как	1	1
80	все более и	2	1
81	все же не	1	1
82	к той же	1	1
83	с другой стороны	2	1
84	только о том	1	1
85	и в том	2	1
86	бы не было	1	1
87	полагает что все	1	1
88	заключается в том	10	1
89	в то время	3	1
90	в первом случае	1	1
91	в этом случае	1	1
92	он не нуждается	1	1
93	и в самом	4	1
94	с самого начала	1	1
95	с того что	1	1
96	более и более	2	1
97	том что у	2	1
98	ли может быть	1	1
99	именно потому что	1	1
100	можно сказать что	1	1
101	от сна и	1	1
102	лежит в основе	1	1
103	друг от друга	1	1
104	в жизни и	2	1
105	если бы не	1	1
106	после того как	1	1
107	при этом один	1	1
108	что было на	1	1
109	того факта что	1	1
110	что и в	3	1
111	на него с	1	1
112	и с ее	1	1
113	что на деле	1	1
