N	3gram	Bakhtin_Pr_1	Analitik
1	о том что	2	6
2	в том что	7	6
3	в данном случае	2	5
4	по отношению к	11	4
5	так и не	1	4
6	и в этом	3	4
7	подобно тому как	3	3
8	в этом отношении	5	3
9	по крайней мере	2	3
10	того или иного	1	3
11	в этом смысле	9	2
12	с точки зрения	15	2
13	в то же	7	2
14	можно было бы	3	2
15	и то что	1	2
16	то есть в	3	2
17	в значительной степени	1	2
18	не только в	1	2
19	в отличие от	2	2
20	по природе своей	1	2
21	с другой стороны	2	2
22	то же время	7	2
23	не только не	1	2
24	тех или иных	1	2
25	для него слов	1	1
26	можно сказать что	2	1
27	это слово в	1	1
28	могут нести в	1	1
29	и даже не	1	1
30	личности и т.п	1	1
31	как раз и	1	1
32	pro и contra	1	1
33	хотя бы и	2	1
34	сами по себе	3	1
35	для автора и	1	1
36	между тем как	4	1
37	во всех этих	1	1
38	на себе и	1	1
39	его как бы	1	1
40	что она не	2	1
41	с самим собою	1	1
42	на этот вопрос	1	1
43	в противном случае	1	1
44	с другом в	1	1
45	с этой точки	1	1
46	то и другое	1	1
47	в полной мере	1	1
48	до известной степени	1	1
49	и тогда когда	1	1
50	не совпадает с	1	1
51	не только его	1	1
52	всего романа в	1	1
53	и нисколько не	1	1
54	художественное значение в	1	1
55	ответ на вопрос	1	1
56	тот же самый	1	1
57	в известном смысле	1	1
58	это не так	1	1
59	как в этом	1	1
60	при всей их	1	1
61	чужих для него	1	1
62	этой точки зрения	1	1
63	наибольший интерес представляет	1	1
64	а в том	1	1
65	только то что	2	1
66	не может быть	3	1
67	и т.п поэтому	1	1
68	хотя он и	1	1
69	так же точно	1	1
70	заключается в том	2	1
71	точки зрения художественного	1	1
72	бы это было	1	1
73	ни одна из	1	1
74	в нас самих	1	1
75	в самом деле	2	1
76	но и не	2	1
77	из чужих для	1	1
78	в каждом отдельном	1	1
79	к тому что	1	1
80	мы уже отмечали	1	1
81	в отношении к	1	1
82	друг с другом	3	1
83	диалог в драме	1	1
84	точно так же	1	1
85	то же самое	1	1
