N	3gram	Losev_Dial_4	KulturaY
1	и т д	15	14
2	в том что	9	10
3	с точки зрения	9	8
4	для того чтобы	5	8
5	то обстоятельство что	1	7
6	с другой стороны	1	7
7	только потому что	1	6
8	по крайней мере	7	6
9	в этом смысле	4	5
10	само по себе	4	5
11	тем не менее	2	5
12	в зависимости от	1	4
13	и тем не	1	4
14	не только в	1	4
15	не может быть	6	4
16	уже не может	1	3
17	точки зрения в	1	3
18	в лучшем случае	1	3
19	точно так же	2	3
20	в конце концов	1	3
21	в связи с	1	3
22	то же время	6	3
23	в то же	6	3
24	и пр но	1	2
25	не говоря уже	3	2
26	в этом случае	1	2
27	говоря уже о	3	2
28	том случае если	1	2
29	хотя бы и	2	2
30	до некоторой степени	1	2
31	с этой точки	2	2
32	то или иное	3	2
33	и вовсе не	1	2
34	в том случае	1	2
35	может быть только	1	2
36	в силу той	1	2
37	в отличие от	1	2
38	т е на	1	2
39	по себе не	1	2
40	этой точки зрения	2	2
41	но также и	1	2
42	в свою очередь	2	2
43	но все же	1	2
44	можно сказать что	1	2
45	на то что	3	2
46	в особенности же	1	2
47	так или иначе	1	2
48	то тем самым	1	2
49	я думаю что	2	1
50	на этом примере	1	1
51	не говорят не	1	1
52	но что это	1	1
53	то что я	1	1
54	не более как	1	1
55	и о значении	1	1
56	говорю уже о	1	1
57	идея как принцип	1	1
58	иметь в виду	2	1
59	прежде всего в	1	1
60	дело в том	1	1
61	легко заметить что	1	1
62	что только после	1	1
63	самый факт этого	1	1
64	т е не	2	1
65	в частности и	1	1
66	может и не	1	1
67	и что же?	1	1
68	и не только	1	1
69	если так то	2	1
70	это не имеет	1	1
71	сам по себе	2	1
72	можно говорить о	1	1
73	также и то	1	1
74	не имеет никакого	2	1
75	не было бы	1	1
76	ясно что в	1	1
77	все те же	1	1
78	что это такое?	1	1
79	совершенно ясно что	1	1
80	но это не	1	1
81	качестве одного из	1	1
82	что если бы	1	1
83	самого по себе	1	1
84	и той же	3	1
85	и не в	1	1
86	и в области	1	1
87	только для того	1	1
88	и то что	1	1
89	и не предполагает	1	1
90	свой смысл и	1	1
91	и с этой	1	1
92	и в частности	2	1
93	уже о том	2	1
94	т е в	2	1
95	что эта необходимость	1	1
96	думаю что это	1	1
97	пр но для	1	1
98	факты и идеи	1	1
99	в данном случае	1	1
100	почему? потому что	1	1
101	не может уже	1	1
102	не говорят ни	1	1
103	мы не знаем	1	1
104	и все его	1	1
105	как идея как	1	1
106	не значит что	1	1
107	смысл и свое	1	1
108	по сравнению с	2	1
109	чтобы мы могли	1	1
110	по природе своей	1	1
111	не в том	4	1
112	сомневаться не приходится	1	1
113	в виду что	1	1
114	только потому и	1	1
115	но только в	1	1
116	в каком смысле	1	1
117	т е как	1	1
118	и вот почему	1	1
119	т д это	1	1
120	что же такое	1	1
121	есть не что	5	1
122	ни в каком	4	1
123	д и т	2	1
124	хотя бы на	1	1
125	то что мы	2	1
126	есть по существу	1	1
127	лишь в том	1	1
128	связи с этим	1	1
129	в качестве одного	1	1
130	о том что	1	1
131	ничего общего с	2	1
132	а не просто	1	1
133	и прежде всего	1	1
134	но так же	1	1
135	что иное как	8	1
136	речь идет о	1	1
137	вообще во всем	1	1
138	и возможно что	1	1
139	после того как	1	1
140	в каком отношении	1	1
141	одной и той	3	1
142	не что иное	8	1
143	тех или иных	1	1
144	т д и	3	1
145	не говорю уже	1	1
146	сама по себе	5	1
147	то же что	3	1
148	в данный момент	2	1
149	потому и возможно	1	1
150	мы имеем далее	1	1
151	ничего принципиально нового	1	1
152	т д в	1	1
153	только тогда когда	4	1
