N	2gram	Propp_Isto_2	Formalny
1	т е	29	32
2	и не	11	30
3	вовсе не	1	28
4	и в	15	27
5	может быть	17	25
6	не может	5	24
7	так и	5	21
8	и его	3	19
9	в этом	11	18
10	таким образом	7	18
11	а не	5	17
12	самом деле	2	16
13	то же	10	15
14	в нем	7	15
15	в процессе	1	15
16	и пр	7	15
17	на самом	2	14
18	как и	2	14
19	не в	7	12
20	и т	19	11
21	в самом	1	11
22	в жизни	2	11
23	не могут	1	10
24	но и	14	10
25	не только	18	9
26	так как	14	9
27	так же	13	9
28	отнюдь не	1	8
29	как бы	6	8
30	при этом	4	8
31	входит в	1	8
32	ни в	2	8
33	как мы	1	8
34	в пределах	1	8
35	только в	6	8
36	то что	12	8
37	что в	12	8
38	с тем	9	7
39	не менее	1	7
40	потому что	9	7
41	его в	10	7
42	в его	6	7
43	в том	6	7
44	для них	1	7
45	если мы	1	7
46	там где	1	7
47	все это	3	7
48	в то	1	7
49	еще не	9	6
50	но в	6	6
51	все эти	4	6
52	т д	18	6
53	в своей	1	6
54	и ее	2	6
55	было бы	5	6
56	что он	24	6
57	с другой	2	6
58	вместе с	7	6
59	все же	9	6
60	и для	2	6
61	хотя бы	2	6
62	в зависимости	1	5
63	зависимости от	1	5
64	но не	2	5
65	в истории	1	5
66	в одной	4	5
67	так сказать	2	5
68	войти в	1	5
69	того чтобы	2	5
70	сводится к	1	5
71	если же	1	5
72	в ней	4	5
73	что они	10	5
74	в дальнейшем	1	5
75	никогда не	15	5
76	говорит он	1	5
77	связи с	8	5
78	и их	2	5
79	друг друга	1	5
80	и между	1	5
81	тем что	4	5
82	и потому	1	5
83	тому как	3	5
84	что же	1	5
85	в результате	1	5
86	другой стороны	2	5
87	можно говорить	1	4
88	мы не	3	4
89	он был	3	4
90	как в	5	4
91	и как	1	4
92	в целом	1	4
93	подобно тому	3	4
94	мы знаем	11	4
95	том что	7	4
96	по себе	1	4
97	она не	5	4
98	мы можем	8	4
99	могут быть	2	4
100	к тому	5	4
101	роль в	3	4
102	о том	3	4
103	связь между	1	4
104	же и	3	4
105	уже в	2	4
106	только на	1	4
107	со стороны	1	4
108	прежде всего	5	4
109	материал в	2	4
110	до конца	1	4
111	в связи	5	4
112	мы видели	2	4
113	как это	3	4
114	да и	2	4
115	из этого	1	4
116	они не	4	4
117	к материалу	2	3
118	же как	5	3
119	мы уже	6	3
120	той же	2	3
121	в виду	2	3
122	и на	4	3
123	в которых	2	3
124	время в	1	3
125	во всех	2	3
126	то мы	2	3
127	что это	6	3
128	в себе	4	3
129	и с	4	3
130	это не	2	3
131	ее в	2	3
132	он и	3	3
133	в этих	11	3
134	от его	1	3
135	и более	2	3
136	по отношению	3	3
137	для нас	4	3
138	они и	1	3
139	совершается в	2	3
140	и что	6	3
141	их в	2	3
142	в них	1	3
143	и следовательно	1	3
144	в него	2	3
145	в какой	1	3
146	уже не	1	3
147	его и	4	3
148	нуждается в	1	3
149	у нас	1	3
150	в той	1	3
151	того что	3	3
152	отношению к	3	3
153	формы его	1	3
154	о нем	4	3
155	сказать что	2	3
156	героя в	1	3
157	и эта	1	3
158	а иногда	1	2
159	он может	1	2
160	это и	1	2
161	его со	1	2
162	нам кажется	1	2
163	в котором	5	2
164	высшей степени	1	2
165	из своих	1	2
166	в сущности	2	2
167	так чтобы	1	2
168	говорить о	1	2
169	и со	1	2
170	не знают	2	2
171	же что	1	2
172	всех сторон	4	2
173	с его	1	2
174	видели что	3	2
175	в сторону	1	2
176	отличие от	1	2
177	что формы	1	2
178	связи и	1	2
179	эта связь	3	2
180	вот как	1	2
181	приема в	1	2
182	увидим что	3	2
183	с душой	1	2
184	от этого	1	2
185	из этих	3	2
186	следующей главе	1	2
187	в этой	4	2
188	е с	1	2
189	говорят о	2	2
190	как он	3	2
191	жизнью и	1	2
192	что она	5	2
193	главным образом	2	2
194	всех этих	3	2
195	на земле	1	2
196	одной и	1	2
197	что ни	1	2
198	в основу	1	2
199	человека в	2	2
200	этим самым	1	2
201	это значит	1	2
202	уже знаем	3	2
203	из нее	1	2
204	он является	2	2
205	исходили из	1	2
206	в высшей	1	2
207	и вне	1	2
208	ни с	1	2
209	такой же	2	2
210	нисколько не	2	2
211	в эту	2	2
212	том как	1	2
213	в отличие	1	2
214	знаем что	12	2
215	в основном	2	2
216	но эта	1	2
217	что этот	3	2
218	даже в	1	2
219	и очень	1	2
220	виду что	1	2
221	как о	1	2
222	дело не	4	2
223	правда в	1	2
224	одна из	2	2
225	и именно	2	2
226	и снова	1	2
227	только не	1	2
228	тем не	1	2
229	нам важно	2	2
230	в каком	1	2
231	и это	3	2
232	здесь необходимо	1	2
233	с ее	2	2
234	здесь не	2	2
235	так в	3	2
236	был бы	2	2
237	это только	2	2
238	является в	1	2
239	ничего не	7	2
240	какой это	1	2
241	или на	4	2
242	ее и	1	2
