N	3gram	Bakhtin_Pr_3	DiskursI
1	в том что	3	13
2	по отношению к	1	9
3	о том что	2	5
4	в отличие от	1	4
5	то же время	5	4
6	но при этом	1	3
7	той или иной	1	3
8	не может быть	1	3
9	с другой стороны	1	3
10	в то же	5	3
11	по своей природе	1	2
12	мы имеем дело	1	2
13	а не в	1	2
14	в том числе	11	2
15	в соответствии с	2	2
16	то же самое	1	2
17	в одной из	1	2
18	том числе и	10	2
19	по крайней мере	1	2
20	большей или меньшей	3	2
21	состоит в том	1	2
22	хотя и в	1	2
23	более или менее	3	2
24	то есть в	2	2
25	можно сказать что	4	2
26	здесь как и	1	1
27	и может быть	1	1
28	и тому же	2	1
29	нет и не	1	1
30	и вообще в	2	1
31	и т.п так	1	1
32	по своей жанровой	1	1
33	прежде всего в	1	1
34	а потому и	1	1
35	в котором он	1	1
36	и даже не	1	1
37	также и в	1	1
38	в этом смысле	1	1
39	и на протяжении	1	1
40	с точки зрения	2	1
41	до сих пор	5	1
42	из них в	2	1
43	и не может	1	1
44	сказать что жанр	1	1
45	как и все	1	1
46	и в то	2	1
47	во всех произведениях	1	1
48	к мысли о	1	1
49	еще не знает	1	1
50	в целом и	1	1
51	желал бы быть	1	1
52	можно даже сказать	1	1
53	в этих жанрах	1	1
54	в литературу но	1	1
55	и на его	2	1
56	имеем дело с	1	1
57	в большей или	2	1
58	или меньшей степени	2	1
59	в xix веке	1	1
60	в связи с	1	1
61	века до н.э	2	1
62	с большей или	1	1
63	в жанровом отношении	4	1
64	тем или иным	1	1
65	так и от	1	1
66	в следующей главе	1	1
67	во всяком случае	1	1
68	для правильного понимания	2	1
69	в новое время	4	1
70	до наших дней	3	1
71	под углом зрения	3	1
72	в этом отношении	1	1
73	значение в истории	1	1
74	в нем нет	3	1
75	даже сказать что	1	1
76	то есть все	1	1
77	так и в	2	1
78	в истории литературы	1	1
79	времени и пространства	1	1
80	с самого начала	3	1
81	в первые века	1	1
82	и тем более	1	1
83	к одному и	2	1
84	и один из	1	1
85	или во всяком	1	1
86	и заключается в	1	1
87	и т.п и	1	1
88	и прежде всего	5	1
89	тех или иных	1	1
90	том что на	1	1
91	тем не менее	2	1
92	во всех его	1	1
93	в большинстве случаев	4	1
94	как и в	3	1
95	одному и тому	2	1
