N	3gram	Losev_Dial_4	Istorich
1	и т д	15	15
2	с другой стороны	1	7
3	в этом случае	1	5
4	в том что	9	5
5	тем не менее	2	5
6	мы видим что	2	4
7	что иное как	8	3
8	в данном случае	1	3
9	в связи с	1	3
10	не что иное	8	3
11	точно так же	2	2
12	и то что	1	2
13	но тем не	1	2
14	о том что	1	2
15	не только не	1	2
16	но все же	1	2
17	что в этом	1	1
18	о себе в	1	1
19	но прежде всего	1	1
20	в чем же	2	1
21	на самый факт	1	1
22	мы имеем дело	1	1
23	как это делается	1	1
24	и пр но	1	1
25	и той же	3	1
26	из этих трех	1	1
27	подобно тому как	4	1
28	отличаются друг от	1	1
29	т е не	2	1
30	если вы не	2	1
31	в силу того	1	1
32	что в данном	1	1
33	т е мы	1	1
34	с этой точки	2	1
35	с точки зрения	9	1
36	в своем исследовании	1	1
37	так как мы	1	1
38	сказать что отношения	1	1
39	на самом же	1	1
40	мы видим в	1	1
41	из того что	1	1
42	ничего не говорят	3	1
43	с тем что	1	1
44	нет ничего удивительного	1	1
45	вы не верите	1	1
46	солнца и луны	2	1
47	и на нем	1	1
48	если это так	1	1
49	то что было	1	1
50	не говорят о	1	1
51	не только в	1	1
52	это так то	1	1
53	на этом придется	1	1
54	в себя и	1	1
55	себе ничего не	1	1
56	так или иначе	1	1
57	по себе ничего	1	1
58	нет ничего специфически	1	1
59	и пр для	1	1
60	но если бы	1	1
61	этой точки зрения	2	1
62	есть не что	5	1
63	то обстоятельство что	1	1
64	и вместе с	1	1
65	в свою очередь	2	1
66	это и есть	4	1
67	и прежде всего	1	1
68	в этом мифе	1	1
69	ничего общего с	2	1
70	равно как и	2	1
71	не может быть	6	1
72	и даже не	1	1
73	можно сказать что	1	1
74	на то что	3	1
75	который уже не	1	1
76	друг от друга	1	1
77	после того как	1	1
78	одной и той	3	1
79	самом же деле	1	1
80	т д как	1	1
81	мы имеем далее	1	1
82	может быть в	1	1
83	пр но для	1	1
84	т д в	1	1
85	и не видно	1	1
86	в жизни и	1	1
87	это или нет	1	1
