N	3gram	Tiupa_Anal_1	Myslijsy
1	по отношению к	5	8
2	в том что	9	7
3	до тех пор	1	6
4	по крайней мере	1	5
5	не может быть	16	5
6	о том что	3	5
7	то же самое	2	4
8	до сих пор	1	4
9	и т п	3	4
10	сам по себе	1	4
11	только тогда когда	1	4
12	для того чтобы	3	4
13	с точки зрения	4	3
14	вместе с тем	1	3
15	в том случае	1	3
16	во всяком случае	1	3
17	и таким образом	1	3
18	то же время	6	3
19	в то же	8	3
20	не в состоянии	1	2
21	что иное как	5	2
22	тех пор пока	1	2
23	подобно тому как	3	2
24	в том и	2	2
25	в том же	1	2
26	только в том	1	2
27	в таком случае	3	2
28	сами по себе	2	2
29	между тем как	1	2
30	в данном случае	2	2
31	не могут быть	2	2
32	мы имеем дело	4	2
33	не в том	3	2
34	на вопрос почему	1	2
35	один и тот	1	2
36	не было и	1	2
37	и как бы	1	2
38	равно как и	1	2
39	тогда когда оно	1	2
40	не что иное	4	2
41	и тот же	1	2
42	ни прибавить ни	1	1
43	слова до тех	1	1
44	есть не более	1	1
45	что же касается	1	1
46	и к тому	2	1
47	и того же	2	1
48	бы ни был	1	1
49	а не в	3	1
50	и той же	1	1
51	в том виде	1	1
52	по меньшей мере	1	1
53	он может быть	1	1
54	и та и	1	1
55	в том числе	3	1
56	о том как	1	1
57	же при этом	1	1
58	существует независимо от	1	1
59	в разные времена	1	1
60	думать что это	1	1
61	форма в которой	1	1
62	том случае если	1	1
63	и в разных	1	1
64	того что мы	1	1
65	мы и сами	1	1
66	но и не	4	1
67	по отношению ко	1	1
68	и быть может	1	1
69	при этом мы	1	1
70	но и в	2	1
71	и та же	1	1
72	в этом отношении	2	1
73	того и другого	2	1
74	быть может не	1	1
75	та и другая	1	1
76	виде в каком	1	1
77	и не может	4	1
78	могли бы быть	2	1
79	и не в	4	1
80	случае мы имеем	1	1
81	нет и не	2	1
82	том и состоит	1	1
83	что то что	1	1
84	здесь мы имеем	1	1
85	в чем и	1	1
86	дело не с	1	1
87	как язык есть	1	1
88	с одной стороны	3	1
89	на первый взгляд	1	1
90	смысле этого слова	1	1
91	в связи с	1	1
92	одним из первых	1	1
93	уже не могут	1	1
94	имеем дело с	3	1
95	может иметь место	1	1
96	в свою очередь	1	1
97	лишь в том	3	1
98	одна и та	1	1
99	с другой стороны	2	1
100	на что не	1	1
101	прибавить ни убавить	1	1
102	в свое время	2	1
103	отношению ко всем	1	1
104	чем и состоит	1	1
105	всякое понимание есть	1	1
106	том виде в	1	1
107	в той же	1	1
108	не в его	1	1
109	есть не что	3	1
110	без которого не	1	1
111	в том чтобы	7	1
112	тем самым и	1	1
113	и вместе с	1	1
114	и в самом	1	1
115	заключенное в нем	1	1
116	он не есть	1	1
117	том числе и	1	1
118	отвечая на вопрос	1	1
119	одного и того	2	1
120	к тому что	1	1
121	одной и той	1	1
122	дело не в	1	1
123	оно и не	1	1
124	быть не может	3	1
125	в себе в	1	1
126	или лучше сказать	1	1
127	как нам представляется	1	1
128	в процессе его	1	1
129	как и в	1	1
130	при помощи языка	1	1
