N	3gram	Vygotskiy__1	Problema
1	и т п	15	13
2	не может быть	8	11
3	с точки зрения	2	6
4	материала в художественном	1	6
5	в отличие от	3	5
6	между тем как	1	5
7	в художественном произведении	3	4
8	с другой стороны	5	4
9	в конечном счете	3	4
10	на самом деле	2	3
11	в самом деле	7	3
12	в этом смысле	2	3
13	в основе своей	1	3
14	может быть только	1	3
15	в применении к	2	3
16	все то что	3	3
17	с одной стороны	5	3
18	в том что	9	3
19	тем не менее	2	3
20	можно сказать что	1	2
21	и художественного творчества	1	2
22	в какой мере	3	2
23	не следует что	1	2
24	то же самое	2	2
25	в том же	1	2
26	ни в коем	1	2
27	совершенно независимо от	1	2
28	и во всех	1	2
29	и в области	1	2
30	то или иное	2	2
31	основных понятий и	1	2
32	в коем случае	1	2
33	и в частности	1	2
34	не только в	1	2
35	приходится иметь дело	1	2
36	не могут быть	1	2
37	мы имеем дело	1	2
38	никогда не может	2	2
39	так и в	2	2
40	коем случае не	1	2
41	к нему и	1	2
42	во всех искусствах	1	2
43	для того чтобы	5	2
44	в этом отношении	2	2
45	формы и содержания	1	2
46	что иное как	1	1
47	относится к содержанию	1	1
48	художественное произведение как	1	1
49	хотя и не	2	1
50	всякой эстетической теории	1	1
51	в м жирмунский	1	1
52	точка зрения не	1	1
53	а вовсе не	1	1
54	в свою очередь	1	1
55	подобно тому как	5	1
56	в настоящее время	2	1
57	как отношение к	1	1
58	может быть признано	1	1
59	в том и	2	1
60	одной стороны и	1	1
61	который позволил бы	1	1
62	к этому присоединяется	1	1
63	если так то	1	1
64	языка то есть	1	1
65	а следовательно и	1	1
66	до сих пор	3	1
67	имеет место только	1	1
68	в области теории	1	1
69	именно то что	1	1
70	сами по себе	1	1
71	ясно что эта	1	1
72	бы ни было	1	1
73	и в область	1	1
74	которое может быть	1	1
75	со всеми другими	1	1
76	не было бы	2	1
77	полном согласии с	1	1
78	резко отличается от	1	1
79	ни в какой	3	1
80	война и мир	1	1
81	на то что	8	1
82	отношение и к	1	1
83	художественного произведения который	1	1
84	широком смысле слова	1	1
85	несмотря на то	2	1
86	в полном согласии	1	1
87	и тем не	1	1
88	отнюдь не является	1	1
89	можно найти в	1	1
90	бы и в	1	1
91	различаем в слове	1	1
92	нуждается в более	1	1
93	то время как	5	1
94	не что иное	1	1
95	если бы мы	1	1
96	все что есть	1	1
97	смысле этого слова	2	1
98	и в этом	1	1
99	по сравнению с	1	1
100	это имеет место	1	1
101	не в том	5	1
102	прежде всего и	1	1
103	в связи с	1	1
104	в нем не	1	1
105	в мире в	1	1
106	ни в одну	1	1
107	этой проблемы мы	1	1
108	тем или иным	2	1
109	у нас в	1	1
110	в том как	1	1
111	в готовом виде	1	1
112	искусства особенно в	1	1
113	и в том	1	1
114	по себе не	2	1
115	этому присоединяется еще	1	1
116	хотя бы только	1	1
117	а в том	2	1
118	точки зрения только	1	1
119	в связи со	1	1
120	художественного произведения не	1	1
121	то что в	1	1
122	должны быть определены	1	1
123	в то время	5	1
124	понятий и проблем	1	1
125	это и есть	1	1
126	формы то есть	1	1
127	художественного произведения но	1	1
128	та или иная	1	1
129	в совершенно разных	1	1
130	и т д	8	1
131	первом случае мы	1	1
132	то есть в	2	1
133	дело идет о	1	1
134	к выводу что	1	1
135	и в самом	2	1
136	каково бы ни	1	1
137	вопрос о том	1	1
138	выходит за пределы	1	1
139	не может стать	2	1
140	оно может быть	1	1
141	связи со всеми	2	1
142	от всех других	2	1
143	и для эстетики	2	1
144	для изобразительных искусств	1	1
145	как одна из	2	1
146	в первом случае	1	1
147	для всех искусств	1	1
148	может быть объяснено	1	1
149	можно определить как	1	1
150	как и в	4	1
151	дело в том	1	1
152	отметить что в	1	1
153	мы различаем в	1	1
154	то есть к	2	1
