N	3gram	Vygotskiy__3	DiskursI
1	в том что	17	13
2	по отношению к	2	9
3	с одной стороны	5	9
4	о том что	3	5
5	в отличие от	6	4
6	а с другой	3	3
7	той или иной	2	3
8	не может быть	2	3
9	и как бы	1	3
10	в свою очередь	2	3
11	с другой стороны	3	3
12	по своей природе	1	2
13	и того же	4	2
14	том что в	1	2
15	подобно тому как	1	2
16	в том числе	1	2
17	то же самое	1	2
18	тот или иной	1	2
19	сами по себе	3	2
20	том числе и	1	2
21	обратить внимание на	1	2
22	в значительной степени	1	2
23	в данном случае	1	2
24	в том чтобы	1	2
25	не только в	1	2
26	не сводится к	1	2
27	состоит в том	3	2
28	более или менее	1	2
29	только в том	2	2
30	одного и того	4	2
31	здесь как и	1	1
32	том что с	1	1
33	в этом случае	1	1
34	и тому же	1	1
35	как одного из	1	1
36	точки зрения на	2	1
37	собой как и	1	1
38	одним и тем	1	1
39	в этом смысле	2	1
40	о том как	1	1
41	с точки зрения	1	1
42	до сих пор	1	1
43	как и все	1	1
44	хотя бы и	1	1
45	сам по себе	1	1
46	имеем дело не	1	1
47	из того что	1	1
48	и речевой деятельности	1	1
49	том или ином	1	1
50	между собой и	1	1
51	вместе с тем	10	1
52	ту или иную	1	1
53	только потому что	2	1
54	которые лежат в	1	1
55	как мы видели	3	1
56	таким же образом	1	1
57	и тем же	1	1
58	и в том	1	1
59	именно в этой	1	1
60	предполагает в качестве	1	1
61	представляет собой не	1	1
62	в известном смысле	2	1
63	во всех этих	1	1
64	имеем дело с	1	1
65	в связи с	5	1
66	и не могло	1	1
67	к той же	1	1
68	во всяком случае	4	1
69	того или иного	2	1
70	в этом отношении	3	1
71	с той или	1	1
72	в этом же	1	1
73	одной стороны он	1	1
74	к тому или	1	1
75	так и в	2	1
76	не только потому	1	1
77	с самого начала	6	1
78	к одному и	1	1
79	заключается в том	7	1
80	тому или иному	2	1
81	в известной степени	1	1
82	на то что	3	1
83	по аналогии с	1	1
84	в результате этого	1	1
85	по мере развития	1	1
86	тем не менее	5	1
87	то что они	1	1
88	как и в	2	1
89	лежит не в	1	1
90	одному и тому	1	1
