N	2gram	Potebnia_M_2	FransuaR
1	и в	24	40
2	то есть	30	18
3	и его	2	17
4	прежде всего	7	16
5	в этом	8	15
6	мы уже	1	13
7	не только	15	13
8	в его	2	13
9	и не	19	13
10	вовсе не	9	12
11	что в	16	12
12	как и	7	11
13	но и	9	11
14	таким образом	11	10
15	как мы	1	10
16	он не	1	9
17	в них	5	9
18	может быть	23	9
19	и все	3	9
20	и до	1	8
21	той же	3	8
22	и на	8	8
23	отношение к	1	8
24	все эти	2	8
25	и с	1	8
26	во время	4	8
27	в том	18	8
28	у него	2	8
29	но в	4	8
30	то же	12	7
31	в ту	1	7
32	в одном	6	7
33	и др	1	7
34	этот образ	1	7
35	во всех	7	6
36	в самом	4	6
37	в этих	3	6
38	в то	6	6
39	же время	2	6
40	связи с	6	6
41	связь с	1	6
42	и других	2	6
43	в той	1	6
44	к этому	2	6
45	в нем	9	5
46	со всеми	1	5
47	к четвертой	1	5
48	так сказать	4	5
49	и для	3	5
50	в особенности	1	5
51	те же	3	5
52	начала и	1	5
53	связаны с	1	5
54	мы видим	2	5
55	для него	10	5
56	то что	20	5
57	не было	6	5
58	а не	18	5
59	в связи	2	5
60	в своих	1	5
61	жизни и	1	4
62	из всех	1	4
63	в ней	3	4
64	в истории	1	4
65	в нашем	2	4
66	мы слышим	1	4
67	было бы	13	4
68	ни в	1	4
69	том что	8	4
70	в эту	3	4
71	в их	1	4
72	страха и	1	4
73	того чтобы	2	4
74	у нас	2	4
75	о том	5	4
76	и о	1	4
77	так в	4	4
78	и здесь	2	4
79	и во	3	4
80	один из	2	4
81	только на	1	4
82	из них	5	4
83	так как	10	4
84	за этим	1	4
85	до сих	4	4
86	не видит	1	4
87	и потому	2	4
88	сих пор	4	4
89	все это	2	4
90	ни для	1	4
91	в заключение	1	4
92	самом деле	2	3
93	на самом	2	3
94	и есть	2	3
95	только для	5	3
96	с его	2	3
97	по отношению	2	3
98	отличие от	1	3
99	и как	6	3
100	и наконец	1	3
101	в себе	10	3
102	мы чувствуем	3	3
103	связанные с	2	3
104	при этом	13	3
105	большей или	1	3
106	всех этих	2	3
107	об этом	1	3
108	мы видели	1	3
109	в отличие	1	3
110	не понимает	1	3
111	их в	2	3
112	в таких	1	3
113	одна из	4	3
114	во всем	2	3
115	они были	1	3
116	начиная с	1	3
117	но все	2	3
