N	3gram	Medvedev_F_1	Istorich
1	и т д	8	24
2	так же как	1	12
3	до сих пор	6	5
4	же как и	1	4
5	с другой стороны	1	4
6	не может быть	5	4
7	но все же	1	4
8	т е в	1	3
9	в данном случае	1	3
10	по сравнению с	1	3
11	как мы видели	2	3
12	то же происходит	1	2
13	смысле этого слова	3	2
14	ложные представления о	1	2
15	т е к	1	2
16	так и в	4	2
17	с этой стороны	1	2
18	в связи с	2	2
19	тем не менее	1	2
20	мы увидим что	1	2
21	и сталкивается с	1	1
22	и может быть	1	1
23	вовсе не есть	1	1
24	и социальной жизни	1	1
25	между прочим и	1	1
26	не только с	1	1
27	что в данном	1	1
28	в том числе	1	1
29	в своей работе	2	1
30	что как бы	1	1
31	и не может	2	1
32	как и все	2	1
33	в зависимости от	2	1
34	но и в	1	1
35	как мы увидим	2	1
36	том отношении что	1	1
37	бы мы ни	1	1
38	так и с	1	1
39	может быть и	3	1
40	мы и здесь	1	1
41	может быть уже	1	1
42	не могло быть	1	1
43	мы здесь не	1	1
44	главным образом на	2	1
45	но вместе с	1	1
46	мы уже знаем	1	1
47	т е как	2	1
48	их функций в	1	1
49	вместе с тем	1	1
50	в широком смысле	1	1
51	мы не можем	2	1
52	но не для	1	1
53	ничего общего с	1	1
54	этих и подобных	1	1
55	в целом и	1	1
56	и тем самым	1	1
57	т е он	1	1
58	в том отношении	1	1
59	отношении что они	1	1
60	этого слова а	1	1
61	в большинстве случаев	2	1
62	к тому что	1	1
63	мы видим что	1	1
64	можно указать на	1	1
65	что и в	1	1
