N	3gram	Propp_Isto_2	StatiiOP
1	в том что	5	16
2	о том что	2	11
3	и т д	18	6
4	том что он	1	5
5	до сих пор	6	5
6	вместе с тем	5	5
7	что он не	4	4
8	после того как	2	4
9	иметь в виду	2	3
10	так же как	4	3
11	с другой стороны	2	3
12	с самого начала	2	3
13	к тому времени	1	2
14	в другом месте	2	2
15	том что в	1	2
16	говорит об этом	1	2
17	в одной из	1	2
18	в отличие от	1	2
19	в это время	1	2
20	то что он	1	2
21	не только не	1	2
22	но все же	4	2
23	с тем что	3	2
24	на то что	2	2
25	за то что	1	2
26	по этому поводу	1	2
27	тем не менее	1	2
28	к тому же	2	2
29	в обоих случаях	1	1
30	в виду что	1	1
31	на самом деле	2	1
32	не столько с	1	1
33	на своем пути	1	1
34	сам по себе	1	1
35	с которыми он	1	1
36	точно так же	6	1
37	ничего не говорится	1	1
38	не говорится о	1	1
39	и в другом	1	1
40	и пр в	1	1
41	в зависимости от	1	1
42	т е в	1	1
43	в высшей степени	1	1
44	и то же	1	1
45	и вместе с	2	1
46	так или иначе	1	1
47	в связи с	4	1
48	но вместе с	1	1
49	что у него	1	1
50	и в котором	1	1
51	тем что в	1	1
52	вместо того чтобы	2	1
53	потому что они	1	1
54	что действующие лица	1	1
55	на вопрос о	1	1
56	об этом можно	1	1
57	по отношению к	3	1
58	не то что	1	1
59	уже потому что	1	1
60	видим и здесь	1	1
61	сих пор в	1	1
62	в этом случае	5	1
63	но я не	1	1
64	по его мнению	1	1
65	этом можно судить	1	1
66	дело не в	2	1
67	надо иметь в	1	1
