N	2gram	Medvedev_F_1	Problemy
1	и в	24	34
2	и не	20	29
3	как бы	6	27
4	что он	3	23
5	в его	23	22
6	в нем	14	19
7	может быть	14	19
8	не может	16	19
9	и все	6	19
10	как и	11	18
11	о себе	1	18
12	в этом	15	16
13	но в	5	16
14	и его	10	16
15	все это	9	16
16	он не	3	15
17	и с	8	15
18	прежде всего	22	15
19	то же	10	14
20	к нему	1	14
21	самом деле	6	13
22	для него	3	13
23	и к	4	12
24	в то	9	12
25	же время	8	12
26	потому что	1	12
27	но и	7	12
28	т е	34	12
29	на самом	7	11
30	вовсе не	10	11
31	то что	8	11
32	не только	7	10
33	не в	8	9
34	в отношении	3	9
35	а не	10	9
36	и т	12	8
37	с самого	1	8
38	самого начала	1	8
39	никогда не	4	8
40	с ним	2	8
41	в другом	1	8
42	в самом	5	8
43	так же	4	8
44	что же	1	8
45	о мире	2	8
46	и для	1	8
47	точки зрения	16	8
48	на него	2	7
49	как мы	5	7
50	слова в	1	7
51	и даже	3	7
52	что не	1	7
53	там где	1	7
54	этого слова	3	7
55	все же	3	7
56	отношении к	2	7
57	что в	4	7
58	мы уже	1	6
59	и на	8	6
60	с его	4	6
61	отношение к	3	6
62	что они	1	6
63	в пределах	6	6
64	что у	1	6
65	так и	18	6
66	в себе	3	6
67	только в	2	6
68	т п	4	6
69	не знает	1	6
70	отношению к	4	6
71	в чем	1	5
72	по отношению	4	5
73	и наконец	3	5
74	в целом	6	5
75	и вот	2	5
76	но все	2	5
77	лишь в	8	5
78	с тем	2	5
79	в слове	1	5
80	он и	1	5
81	не мог	1	5
82	нему и	1	5
83	таким образом	13	5
84	к тому	3	5
85	и что	2	5
86	что и	2	5
87	это не	2	5
88	все время	2	5
89	того что	5	5
90	так что	1	5
91	из них	1	5
92	всяком случае	4	5
93	в одном	2	5
94	к своему	1	5
95	дело идет	3	5
96	и от	7	5
97	ни одного	2	5
98	хотя бы	5	5
99	а в	6	5
100	во всяком	4	5
101	пробиться к	1	4
102	из его	1	4
103	еще не	6	4
104	бы то	3	4
105	но не	3	4
106	как в	8	4
107	бы и	1	4
108	он в	2	4
109	все эти	6	4
110	на его	2	4
111	при этом	5	4
112	внутренней речи	1	4
113	на этом	1	4
114	последнее слово	1	4
115	то ни	3	4
116	в мире	4	4
117	его в	3	4
118	с другими	4	4
119	этом смысле	1	4
120	переходим к	1	4
121	ни в	2	4
122	с точки	13	4
123	но это	3	4
124	друг другу	1	4
125	ничего не	2	4
126	он хочет	1	4
127	как раз	2	4
128	его с	2	4
129	и это	2	4
130	если бы	4	4
131	только на	5	4
132	в виде	1	4
133	в общем	3	4
134	так как	1	4
135	не о	3	4
136	у него	1	4
137	даже и	2	4
138	с другой	5	4
139	вместе с	2	4
140	мы остановимся	1	4
141	как к	3	4
142	ни было	2	4
143	отношением к	1	4
144	а между	1	3
145	в такой	1	3
146	высшей степени	1	3
147	бы уже	1	3
148	говорить о	1	3
149	в ней	10	3
150	совсем не	1	3
151	для других	2	3
152	нет и	2	3
153	вот как	1	3
154	хотя и	1	3
155	и как	3	3
156	как он	1	3
157	к одному	1	3
158	не как	4	3
159	без исключения	1	3
160	в каждом	3	3
161	его и	2	3
162	в высшей	1	3
163	далеко не	1	3
164	этого не	1	3
165	мы видели	2	3
166	должно быть	11	3
167	такой же	1	3
168	раз и	2	3
169	в своей	11	3
170	в котором	1	3
171	не менее	11	3
172	но он	1	3
173	по себе	5	3
174	том что	1	3
175	которого он	1	3
176	его внутренний	1	3
177	во всем	2	3
178	есть только	1	3
179	с ее	7	3
180	в ее	8	3
181	характер и	1	3
182	еще в	2	3
183	для этого	4	3
184	сводится к	3	3
185	и во	1	3
186	между тем	2	3
187	говорит он	3	3
188	наконец в	3	3
189	в него	2	3
190	в том	6	3
191	большинстве случаев	2	3
192	как такового	2	3
193	а с	1	3
194	своего собственного	1	3
195	до конца	7	3
196	под влиянием	2	3
197	по своему	1	3
198	в реальном	1	3
199	но для	3	3
200	сознания и	1	3
201	бы в	3	3
202	только что	1	3
203	только с	1	3
204	другой стороны	1	3
205	жизни и	7	3
206	и стилей	2	2
207	от этой	1	2
208	например в	1	2
209	себя как	1	2
210	он может	1	2
211	это и	3	2
212	все те	1	2
213	и этот	1	2
214	той же	1	2
215	а как	2	2
216	и свой	1	2
217	та же	1	2
218	время от	1	2
219	во внутреннем	1	2
220	мы и	1	2
221	кто же	1	2
222	во всех	5	2
223	в сторону	1	2
224	эта особенность	1	2
225	отличие от	1	2
226	за пределы	2	2
227	сама по	2	2
228	к третьему	1	2
229	с этим	2	2
230	в своем	11	2
231	когда он	3	2
232	увидим что	1	2
233	в этот	1	2
234	в которой	4	2
235	еще далеко	1	2
236	в большинстве	3	2
237	так сказать	3	2
238	вообще не	1	2
239	т д	8	2
240	всех этих	3	2
241	а вовсе	2	2
242	он должен	3	2
243	пределах одного	1	2
244	и если	2	2
245	входит в	6	2
246	было в	1	2
247	было бы	6	2
248	лишь на	1	2
249	в жизни	3	2
250	мог бы	1	2
251	в них	3	2
252	глаза и	1	2
253	а прежде	1	2
254	был бы	1	2
255	что такое	2	2
256	в отличие	1	2
257	своего рода	1	2
258	оно должно	3	2
259	тем не	1	2
