N	3gram	Bakhtin_Fr_1	Istorich
1	с другой стороны	1	7
2	до сих пор	4	5
3	в том что	6	5
4	мы видим что	1	4
5	в связи с	1	3
6	по отношению к	1	2
7	и в других	2	2
8	и здесь мы	1	2
9	с одной стороны	2	2
10	во всяком случае	1	2
11	в одном из	1	2
12	но все же	2	2
13	мы имеем в	1	2
14	к тому же	1	2
15	но прежде всего	1	1
16	в чем же	1	1
17	все что в	1	1
18	и пр но	1	1
19	в том числе	10	1
20	не могла бы	1	1
21	с точки зрения	3	1
22	сами по себе	1	1
23	но и в	2	1
24	на самом же	3	1
25	это вовсе не	1	1
26	но этот же	1	1
27	мы встретимся с	1	1
28	что такие явления	1	1
29	это особого рода	1	1
30	то что было	1	1
31	уже говорили выше	1	1
32	не только в	1	1
33	в себя и	1	1
34	мы уже говорили	7	1
35	и в том	2	1
36	еще одну особенность	1	1
37	одной стороны он	1	1
38	это одно из	1	1
39	свою связь с	1	1
40	и прежде всего	3	1
41	на самом деле	2	1
42	не может быть	1	1
43	один из них	1	1
44	здесь мы найдем	1	1
45	можно сказать что	1	1
46	друг от друга	1	1
47	литература но и	1	1
48	в большинстве случаев	2	1
49	друг с другом	1	1
50	самом же деле	3	1
51	на этот вопрос	2	1
