N	2gram	Losev_Prob_5	Dialekti
1	и не	12	30
2	может быть	7	20
3	не только	18	19
4	и в	30	19
5	по себе	2	18
6	и т	1	17
7	а не	5	16
8	в себе	4	15
9	т д	1	15
10	что она	1	14
11	потому что	13	14
12	то что	18	14
13	в том	12	14
14	так как	6	14
15	и даже	14	14
16	как бы	6	14
17	вовсе не	8	13
18	то же	2	12
19	точки зрения	10	12
20	не просто	5	12
21	но и	13	12
22	и все	9	12
23	и как	6	10
24	что это	1	10
25	в нем	6	10
26	ни в	4	10
27	как и	7	10
28	том что	17	10
29	сказать что	9	10
30	так и	7	10
31	это не	2	10
32	по крайней	4	9
33	никогда не	7	9
34	времени и	1	9
35	крайней мере	4	9
36	же и	1	9
37	не может	5	9
38	мы уже	1	8
39	в этом	17	8
40	в своей	22	8
41	с точки	8	8
42	не в	7	8
43	она не	1	8
44	прежде всего	6	8
45	и то	5	7
46	время как	3	7
47	сама по	1	7
48	так что	11	7
49	и к	4	7
50	мифологии и	1	7
51	как это	1	7
52	и притом	5	7
53	в поэзии	1	7
54	только тогда	3	7
55	в душе	1	7
56	как будто	3	7
57	но это	1	7
58	что в	5	7
59	я не	2	6
60	в религии	1	6
61	но не	7	6
62	что они	3	6
63	отнюдь не	4	6
64	тогда когда	4	6
65	в то	4	6
66	и вообще	9	6
67	что он	7	6
68	конечно не	2	6
69	не потому	1	6
70	что не	2	6
71	того что	3	6
72	да и	2	6
73	личности и	1	6
74	жизни и	2	6
75	и потому	1	5
76	и это	1	5
77	в силу	5	5
78	жизнь и	3	5
79	иной раз	2	5
80	же время	1	5
81	и его	6	5
82	на свете	1	5
83	и с	5	5
84	в виду	3	5
85	о том	12	5
86	и что	6	5
87	можно сказать	6	5
88	не то	2	5
89	что и	6	5
90	с другой	6	5
91	а именно	12	5
92	и следовательно	1	5
93	в одно	1	5
94	в смысле	4	5
95	как раз	5	5
96	только что	1	5
97	в самом	5	5
98	только в	9	5
99	и есть	1	4
100	поэзии и	1	4
101	во мне	1	4
102	еще не	3	4
103	самом деле	2	4
104	тут же	6	4
105	или иное	1	4
106	в одной	2	4
107	в своем	11	4
108	все же	9	4
109	нет никакой	3	4
110	мифа и	1	4
111	и если	1	4
112	при этом	4	4
113	он не	3	4
114	сама личность	1	4
115	же это	1	4
116	и вот	1	4
117	содержит в	1	4
118	и по	1	4
119	таким образом	13	4
120	а потом	3	4
121	не больше	2	4
122	нисколько не	5	4
123	в одном	3	4
124	но он	5	4
125	все это	1	4
126	с ним	3	4
127	по своей	2	4
128	связи с	7	4
129	в таком	2	4
130	не могут	2	4
131	есть только	3	4
132	это конечно	2	4
133	что оно	1	4
134	той или	1	4
135	без всякого	2	4
136	в ее	3	4
137	то или	1	4
138	и когда	1	4
139	ясно что	4	4
140	в другом	3	4
141	все на	1	4
142	к нему	3	4
143	и только	2	4
144	во времени	1	4
145	уже в	2	4
146	одно из	1	4
147	то время	3	4
148	от того	1	4
149	в связи	7	4
150	могут быть	1	4
151	том смысле	1	4
152	хотя бы	2	4
153	а в	6	4
154	другой стороны	6	4
155	по одному	1	4
156	таком случае	2	3
157	сам по	1	3
158	это и	1	3
159	как мы	2	3
160	что если	1	3
161	и тут	2	3
162	вопрос о	1	3
163	что иное	3	3
164	это время	2	3
165	иное как	3	3
166	в чем	2	3
167	а только	1	3
168	в этой	10	3
169	с этим	1	3
170	кроме того	2	3
171	от этого	3	3
172	больше как	1	3
173	после этого	1	3
174	всех этих	1	3
175	же не	4	3
176	об этом	4	3
177	его в	6	3
178	было бы	4	3
179	мы имеем	2	3
180	между собою	1	3
181	и тогда	2	3
182	но я	1	3
183	что такое	1	3
184	и более	2	3
185	что этот	5	3
186	даже в	1	3
187	можно ли	1	3
188	не менее	5	3
189	ничего не	2	3
190	как только	1	3
191	тут не	1	3
192	по воздуху	1	3
193	но только	3	3
194	это только	1	3
195	уже не	6	3
196	нуждается в	1	3
197	все время	3	3
198	тех пор	1	3
199	же мы	1	3
200	будто бы	5	3
201	из них	2	3
202	мы находим	7	3
203	и из	1	3
204	о котором	3	3
205	и их	5	3
206	не было	1	3
207	о чем	1	3
208	в данном	2	3
209	когда мы	1	3
210	в это	2	3
211	и от	1	3
212	его с	1	3
213	или нет	1	3
214	в целях	2	3
215	только как	1	3
216	была бы	2	3
217	не что	3	3
218	они не	2	3
219	смысле что	1	3
220	я и	1	2
221	также и	12	2
222	человека и	4	2
223	на самом	1	2
224	только потому	1	2
225	тем же	3	2
226	его не	2	2
227	от своих	3	2
228	так чтобы	1	2
229	бы ни	1	2
230	в ней	3	2
231	говоря уже	1	2
232	что я	1	2
233	если в	1	2
234	которые не	1	2
235	мере в	2	2
236	если она	1	2
237	как в	2	2
238	и нет	2	2
239	перед нами	1	2
240	что по	1	2
241	в небе	1	2
242	но в	9	2
243	в противоположность	3	2
244	в которой	5	2
245	бы и	1	2
246	так или	1	2
247	все эти	2	2
248	с тех	1	2
249	раз в	2	2
250	на его	2	2
251	в античном	5	2
252	не как	1	2
253	но все	4	2
254	не будет	2	2
255	на всю	1	2
256	об этой	1	2
257	только одно	1	2
258	только лишь	1	2
259	с тем	5	2
260	несмотря на	6	2
261	и при	1	2
262	как сама	1	2
263	в их	1	2
264	далее в	1	2
265	миф о	5	2
266	жизни с	1	2
267	тем не	5	2
268	их в	1	2
269	тому что	1	2
270	нет никакого	3	2
271	не раз	1	2
272	самого начала	1	2
273	того как	5	2
274	в науке	2	2
275	и остается	1	2
276	на него	2	2
277	он мог	1	2
278	это мы	1	2
279	или прямо	1	2
280	только и	3	2
281	следует что	1	2
282	это уже	2	2
283	уже и	2	2
284	и делает	2	2
285	в области	2	2
286	к тому	2	2
287	вы не	1	2
288	в конце	8	2
289	с ее	1	2
290	данном случае	2	2
291	и человек	1	2
292	с самого	1	2
293	что у	5	2
294	же эти	1	2
295	том как	1	2
296	остается только	1	2
297	имеется в	1	2
298	и должно	1	2
299	то уже	1	2
300	или на	1	2
301	времени в	1	2
302	все в	3	2
303	собственно говоря	1	2
304	между тем	2	2
305	или иначе	1	2
306	и можно	1	2
307	всяком случае	2	2
308	что бы	1	2
309	нем и	1	2
310	этих последних	1	2
311	и она	1	2
312	мы должны	1	2
313	что здесь	2	2
314	как из	1	2
315	для мифа	1	2
316	с ними	1	2
317	в какой	2	2
318	с одной	3	2
319	есть в	2	2
320	если мы	1	2
321	и они	2	2
322	или в	4	2
323	но вот	1	2
324	тем что	2	2
325	смысла и	1	2
326	в очень	1	2
327	момент в	1	2
328	реальных вещей	1	2
329	до сих	2	2
330	именно в	3	2
331	будет ли	1	2
332	души и	1	2
333	человека но	2	2
334	не на	1	2
335	зависит от	1	2
336	человеческой жизни	2	2
337	жизнь в	3	2
338	ни о	1	2
339	уже о	1	2
340	в частности	4	2
341	на который	1	2
342	вместе с	7	2
343	так же	5	2
344	или по	1	2
345	быть только	3	2
346	в тех	1	2
347	сих пор	2	2
348	которые были	1	2
349	тех или	2	2
350	новое место	1	2
351	в результате	7	2
352	но о	1	2
353	же в	3	2
354	есть уже	1	2
355	это все	1	2
356	но всегда	1	2
357	не говоря	1	2
358	только о	1	2
359	в виде	10	2
360	а я	1	2
361	ее в	2	2
362	того или	1	2
363	в искусстве	1	2
364	в своих	1	2
365	во всяком	2	2
366	смысле слова	3	1
367	мы к	1	1
368	того же	4	1
369	людей на	1	1
370	тех же	1	1
371	очень много	1	1
372	и до	2	1
373	от всяких	2	1
374	уже по	1	1
375	по его	2	1
376	их и	1	1
377	которую мы	1	1
378	ему в	1	1
379	мы и	2	1
380	и самой	1	1
381	из глубины	1	1
382	не все	2	1
383	и он	4	1
384	в черном	1	1
385	проявляется в	2	1
386	говорил о	1	1
387	не от	1	1
388	и этого	1	1
389	он был	2	1
390	он сам	3	1
391	стороны не	1	1
392	бы то	2	1
393	не без	1	1
