N	2gram	Tiupa_Narr_1	Istorich
1	что он	6	24
2	в сказке	1	21
3	не только	32	18
4	может быть	25	17
5	мы имеем	2	15
6	и в	19	15
7	никогда не	3	15
8	но и	23	14
9	так же	2	13
10	что в	3	12
11	то что	11	12
12	а в	11	12
13	в этом	17	11
14	об этом	1	11
15	и не	20	11
16	то же	4	10
17	что они	3	10
18	его в	2	10
19	еще не	7	9
20	все же	7	9
21	в другом	1	9
22	и здесь	1	9
23	потому что	1	9
24	он не	3	8
25	связи с	4	8
26	один из	3	8
27	мы увидим	1	8
28	мы можем	1	8
29	в нем	4	7
30	таким образом	1	7
31	том что	14	7
32	не в	14	7
33	ничего не	2	7
34	смерти и	2	7
35	и пр	1	7
36	сих пор	1	7
37	но в	6	6
38	что это	3	6
39	в его	9	6
40	что и	1	6
41	мы уже	1	6
42	до сих	1	6
43	наряду с	2	6
44	как бы	4	6
45	в том	18	6
46	только в	4	6
47	точно так	2	6
48	же как	3	5
49	и есть	1	5
50	представляет собой	13	5
51	как в	7	5
52	и наконец	1	5
53	но все	4	5
54	было бы	4	5
55	в котором	1	5
56	в иной	2	5
57	в русской	1	5
58	на него	3	5
59	можно было	2	5
60	так и	9	5
61	она не	2	5
62	к нему	5	5
63	прежде всего	4	5
64	к которому	2	5
65	а не	12	5
66	в связи	2	5
67	не может	10	5
68	к тому	7	5
69	в ней	3	4
70	и на	3	4
71	в себе	8	4
72	все эти	2	4
73	в этой	5	4
74	при этом	9	4
75	и с	4	4
76	но он	1	4
77	дело не	1	4
78	для нас	1	4
79	очень часто	1	4
80	о нем	4	4
81	с одной	7	4
82	его и	1	4
83	у нее	2	4
84	у него	4	4
85	тем что	3	4
86	и др	2	4
87	связь с	1	4
88	но это	1	4
89	в область	2	4
90	не должен	1	4
91	одной из	4	4
92	они не	2	4
93	мы не	1	3
94	не происходит	1	3
95	когда он	3	3
96	из этих	3	3
97	подобно тому	2	3
98	здесь мы	1	3
99	должен был	1	3
100	он и	1	3
101	хотя в	2	3
102	не мог	4	3
103	в их	1	3
104	когда она	1	3
105	что этот	1	3
106	и его	5	3
107	как будто	3	3
108	встречается в	2	3
109	но по	1	3
110	в себя	6	3
111	роль в	2	3
112	мог бы	3	3
113	о том	6	3
114	а именно	3	3
115	если это	1	3
116	того что	1	3
117	герой в	1	3
118	в качестве	21	3
119	по отношению	7	3
120	в состоянии	1	3
121	представляют собой	2	3
122	одной стороны	7	3
123	что мы	2	3
124	как это	6	3
125	тому как	2	3
126	силу и	1	3
127	отношению к	6	3
128	в античности	1	3
129	например в	2	2
130	самом деле	2	2
131	на самом	1	2
132	и ничего	1	2
133	и для	2	2
134	в сущности	3	2
135	что иное	2	2
136	ни один	1	2
137	хотя бы	4	2
138	не знают	1	2
