N	2gram	Losev_Prob_3	FransuaR
1	и в	44	49
2	то есть	34	32
3	прежде всего	3	19
4	в его	9	18
5	и на	1	17
6	не только	14	17
7	и его	5	17
8	в этом	17	15
9	и не	35	15
10	в них	1	13
11	в эпоху	1	13
12	только в	19	13
13	но и	10	13
14	во время	1	12
15	как и	10	11
16	как бы	9	11
17	в этой	3	10
18	вовсе не	37	10
19	в нем	9	9
20	для него	3	9
21	все это	5	9
22	то же	13	7
23	все же	6	7
24	все эти	7	7
25	таким образом	9	7
26	как мы	8	7
27	не может	7	7
28	жизни и	6	7
29	мы уже	4	6
30	именно в	2	6
31	во всех	2	6
32	в истории	1	6
33	с их	2	6
34	так и	10	6
35	и с	9	6
36	точки зрения	5	6
37	но он	1	6
38	в то	9	6
39	в литературе	1	6
40	то что	23	6
41	здесь в	3	6
42	так как	9	6
43	сказать что	16	6
44	с точки	2	5
45	из этих	1	5
46	но не	3	5
47	в своем	5	5
48	при этом	4	5
49	в своей	5	5
50	никогда не	6	5
51	уже в	3	5
52	в начале	2	5
53	может быть	28	5
54	пародии на	1	5
55	относится к	1	5
56	и потому	7	5
57	отношения к	3	4
58	и до	2	4
59	и над	1	4
60	жить и	1	4
61	и к	6	4
62	но в	12	4
63	в себе	8	4
64	но все	3	4
65	лишь в	1	4
66	в жизни	1	4
67	в этих	2	4
68	и более	2	4
69	с ним	7	4
70	с другой	7	4
71	и во	2	4
72	в известной	2	4
73	мы находим	7	4
74	а в	5	4
75	тем что	4	4
76	до сих	2	4
77	не было	5	4
78	там где	1	4
79	благодаря этому	1	4
80	и о	5	4
81	сих пор	2	4
82	том что	12	4
83	в своих	1	4
84	значение в	3	4
85	как на	2	4
86	также и	16	3
87	в самом	3	3
88	на первом	1	3
89	почти все	1	3
90	не был	2	3
91	точка зрения	1	3
92	да и	5	3
93	но именно	2	3
94	всех этих	2	3
95	можно было	4	3
96	и других	1	3
97	было бы	8	3
98	из них	2	3
99	ни в	8	3
100	далеко не	1	3
101	несмотря на	1	3
102	мы видели	2	3
103	во всем	1	3
104	в одном	1	3
105	даже в	1	3
106	но они	1	3
107	лиц и	1	3
108	только с	4	3
109	и это	9	3
110	с ее	2	3
111	в ее	4	3
112	в собственном	1	3
113	и вообще	8	3
114	в виду	10	3
115	о том	6	3
116	другими словами	6	3
117	же в	3	3
118	образов и	3	3
119	что он	9	3
120	с одной	2	3
121	и особенно	2	3
122	связан с	1	3
123	что для	3	3
124	нужно сказать	1	3
125	о чем	2	3
126	одной стороны	1	3
127	например у	1	3
128	но эти	1	3
129	и все	3	3
130	в том	21	3
131	другой стороны	5	3
132	одним из	1	2
133	в эстетике	1	2
134	на самом	7	2
135	собственном смысле	1	2
136	и значение	3	2
137	его только	2	2
138	но даже	4	2
139	в ней	5	2
140	литературы и	2	2
141	еще не	5	2
142	себе и	1	2
143	это и	7	2
144	за пределы	5	2
145	что они	5	2
146	в произведениях	1	2
147	и вовсе	4	2
148	чем мы	1	2
149	дает нам	2	2
150	но несмотря	1	2
151	что слово	2	2
152	только то	2	2
153	к необходимости	1	2
154	в нашем	5	2
155	учение о	1	2
156	на то	3	2
157	на его	1	2
158	перестает быть	1	2
159	в понимании	1	2
160	содержит в	3	2
161	подобно тому	1	2
162	так например	1	2
163	и за	2	2
164	связанные с	1	2
165	зрения на	2	2
166	в художественном	3	2
167	автора и	1	2
168	по поводу	2	2
169	в отношении	2	2
170	наших дней	1	2
171	и без	4	2
172	в их	2	2
173	жизнь и	2	2
174	в условиях	3	2
175	точку зрения	1	2
