N	3gram	Kanaev_Sov_1	KulturaY
1	в том что	1	10
2	можно было бы	1	9
3	с точки зрения	5	8
4	в самом деле	1	7
5	по крайней мере	1	6
6	в этом смысле	1	5
7	во всяком случае	2	5
8	тем не менее	2	5
9	в зависимости от	4	4
10	в этой области	1	4
11	не может быть	4	4
12	в связи с	1	3
13	то же время	1	3
14	в то же	1	3
15	и пр но	1	2
16	на самом деле	1	2
17	в этом случае	1	2
18	на этот вопрос	1	2
19	в первый период	1	2
20	в том случае	1	2
21	может быть только	1	2
22	так же как	1	2
23	в отличие от	2	2
24	в свое время	1	2
25	в свою очередь	2	2
26	в конечном счете	1	2
27	но все же	1	2
28	мы знаем что	1	2
29	мы говорим о	1	2
30	зависимости от обстоятельств	2	1
31	не более как	1	1
32	дело в том	1	1
33	по его мнению	1	1
34	в настоящее время	2	1
35	влечет за собой	1	1
36	до сих пор	1	1
37	тот или иной	1	1
38	мы должны признать	1	1
39	смысле то конечно	1	1
40	бы то ни	1	1
41	сказать несколько слов	1	1
42	не было бы	1	1
43	то он уже	1	1
44	было бы так	1	1
45	какой бы то	1	1
46	и той же	1	1
47	может быть и	2	1
48	в данном случае	1	1
49	сами по себе	1	1
50	то ни было	1	1
51	мы не знаем	1	1
52	с одной стороны	1	1
53	в известном смысле	1	1
54	не могут быть	1	1
55	не в том	1	1
56	он уже не	1	1
57	все более и	1	1
58	те или иные	1	1
59	нам это не	1	1
60	что же это	3	1
61	есть не что	1	1
62	должен быть поставлен	1	1
63	с самого начала	3	1
64	более и более	1	1
65	и прежде всего	1	1
66	что иное как	1	1
67	само собою разумеется	2	1
68	одной и той	1	1
69	не что иное	1	1
