N	3gram	Bakhtin_Fr_1	Problema
1	с точки зрения	3	11
2	той или иной	5	11
3	в том что	6	8
4	в той или	5	7
5	с другой стороны	1	6
6	то есть в	4	6
7	в какой мере	1	4
8	не только в	1	4
9	во всяком случае	1	4
10	имеем в виду	1	3
11	на самом деле	2	3
12	тех или иных	1	3
13	в связи с	1	3
14	все подобного рода	1	3
15	потому что он	1	2
16	только в пределах	1	2
17	все эти и	1	2
18	и в других	2	2
19	сами по себе	1	2
20	в значительной мере	2	2
21	и в частности	2	2
22	это не просто	1	2
23	можно даже сказать	1	2
24	для того чтобы	1	2
25	самом же деле	3	2
26	на самом же	3	2
27	чем иным как	1	2
28	это и не	1	2
29	не чем иным	1	2
30	и прежде всего	3	2
31	в то же	1	2
32	вовсе не является	2	2
33	к тому же	1	2
34	и ни к	1	1
35	и может быть	1	1
36	но все же	2	1
37	еще далеко не	1	1
38	и всякого рода	1	1
39	дело в том	2	1
40	мы имеем в	1	1
41	как нам кажется	1	1
42	перестал бы быть	1	1
43	том что он	1	1
44	как раз и	2	1
45	и в искусстве	1	1
46	но все это	1	1
47	и не может	1	1
48	и вообще не	1	1
49	однако было бы	1	1
50	том числе и	7	1
51	является здесь не	1	1
52	в мировой литературе	1	1
53	и человеческой жизни	1	1
54	в литературе и	1	1
55	во всех областях	1	1
56	в основе своей	2	1
57	на первом плане	1	1
58	только в самом	1	1
59	до сих пор	4	1
60	сказать что в	1	1
61	эти и подобные	1	1
62	не подлежит никакому	1	1
63	в эпоху возрождения	3	1
64	отделяющих его от	1	1
65	подлежит никакому сомнению	1	1
66	ни к какому	2	1
67	с одной стороны	2	1
68	у данте в	1	1
69	и в условиях	2	1
70	в чем же	1	1
71	так и с	1	1
72	было бы нелепостью	1	1
73	всяком случае не	1	1
74	в последнее время	1	1
75	и подобные им	1	1
76	и в новое	1	1
77	в том числе	10	1
78	в новое время	3	1
79	теперь нам предстоит	1	1
80	бросается в глаза	1	1
81	то есть только	2	1
82	в известном смысле	1	1
83	характерно и для	1	1
84	так и в	2	1
85	очень далек от	2	1
86	начало и конец	1	1
87	жизни в этом	1	1
88	но зато его	1	1
89	в настоящее время	1	1
90	мы вовсе не	1	1
91	это в той	1	1
92	но в нашем	1	1
93	точки зрения тех	1	1
94	это вовсе не	1	1
95	был связан с	1	1
96	выходит за пределы	3	1
97	в это время	2	1
98	эти моменты в	1	1
99	и на этой	1	1
100	именно потому что	1	1
