N	2gram	Tiupa_Teor_1	Dialekti
1	и не	13	30
2	по себе	1	25
3	и в	18	18
4	точки зрения	9	17
5	может быть	17	17
6	в нем	4	16
7	ни в	2	15
8	так что	1	15
9	потому что	3	14
10	и –	3	14
11	а не	9	14
12	не только	16	13
13	и даже	2	13
14	то что	3	13
15	что в	9	13
16	в этом	8	12
17	было бы	1	12
18	с точки	3	12
19	если бы	3	12
20	и что	3	12
21	не может	4	12
22	что это	1	11
23	в себе	9	11
24	что он	1	11
25	так как	1	11
26	– не	4	11
27	как бы	5	11
28	все это	2	11
29	то же	7	10
30	прежде всего	2	10
31	сказать что	3	10
32	и то	2	9
33	отнюдь не	3	9
34	так и	10	9
35	это не	2	9
36	том что	9	9
37	никогда не	4	9
38	миф –	1	9
39	– это	18	9
40	в том	16	9
41	сама по	1	8
42	в каком	1	8
43	к нему	1	8
44	совершенно не	1	8
45	также и	1	7
46	и как	2	7
47	то в	2	7
48	что она	2	7
49	что не	1	7
50	той или	1	7
51	не существует	1	7
52	вовсе не	3	7
53	но и	9	7
54	в чем	1	6
55	но в	9	6
56	с другой	7	6
57	и вот	3	6
58	не в	7	6
59	она не	1	6
60	в то	6	6
61	– все	3	6
62	никак не	1	6
63	можно сказать	3	6
64	не было	1	6
65	говорить о	3	5
66	я не	2	5
67	отношение к	5	5
68	в своем	4	5
69	в противоположность	2	5
70	на то	1	5
71	внутреннее и	1	5
72	в этих	3	5
73	в отношении	3	5
74	в виду	5	5
75	можно было	1	5
76	не с	3	5
77	в особенности	1	5
78	говорит о	1	5
79	а в	13	5
80	– как	2	5
81	но –	2	4
82	мы говорим	1	4
83	то я	1	4
84	одно и	1	4
85	об этом	2	4
86	по крайней	1	4
87	и более	1	4
88	и притом	2	4
89	только и	1	4
90	же время	5	4
91	к тому	2	4
92	как мы	1	4
93	только то	1	4
94	быть может	1	4
95	о том	1	4
96	крайней мере	1	4
97	быть и	2	4
98	мы видим	1	4
99	но не	9	4
100	и жизни	1	4
101	в конце	2	4
102	для меня	2	4
103	не говорит	1	4
104	как раз	2	4
105	– в	15	4
106	как это	8	4
107	хотя и	3	4
108	собственно говоря	1	4
109	так же	2	4
110	другой стороны	5	4
111	отношения к	2	3
112	действительности и	1	3
113	есть не	1	3
114	но она	2	3
115	как смысл	1	3
116	а только	3	3
117	если в	2	3
118	или иное	1	3
119	что они	1	3
120	если она	1	3
121	то или	1	3
122	реальности но	1	3
123	говорит что	2	3
124	более или	2	3
125	но эта	1	3
126	в самом	4	3
127	он не	3	3
128	содержит в	1	3
129	этом смысле	2	3
130	обе стороны	1	3
131	в них	2	3
132	должно быть	1	3
133	или менее	2	3
134	в их	2	3
135	друг другу	1	3
136	даже в	3	3
137	тому что	2	3
138	на себе	1	3
139	в основе	3	3
140	случае не	2	3
141	иметь в	1	3
142	та или	1	3
143	или иная	1	3
144	ничто не	1	3
145	могут быть	4	3
146	его с	1	3
147	указывает на	1	3
148	и о	4	3
149	стороны не	1	3
150	жизнь и	1	3
151	нуждается в	1	3
152	что и	2	3
153	один из	2	3
154	но с	1	3
155	только в	6	3
156	даже если	1	3
157	только на	1	3
158	и внешнее	1	3
159	оно –	1	3
160	или иной	4	3
161	точек зрения	1	3
162	еще и	1	3
163	что для	1	3
164	– тогда	1	3
165	и потому	2	3
166	в данном	8	3
167	в его	6	3
168	тех или	3	3
169	не является	4	3
170	– и	2	3
171	бы в	1	3
172	отношении к	2	3
173	была бы	3	3
174	о чем-то	1	3
175	кто его	1	2
176	можно говорить	1	2
177	говоря о	3	2
178	же как	1	2
179	чтобы не	1	2
180	и больше	2	2
181	и состоит	1	2
182	вопрос о	1	2
183	в полной	1	2
184	есть для	1	2
185	как один	1	2
186	я никогда	1	2
187	из этих	3	2
188	но как	1	2
189	на деле	2	2
190	образом и	1	2
191	все эти	2	2
192	говорят о	1	2
193	на земле	1	2
194	на этом	1	2
195	является не	1	2
196	в каждом	1	2
197	могла бы	2	2
198	в мире	19	2
199	– то	1	2
200	это было	2	2
201	с другими	5	2
202	чаще всего	1	2
203	мы имеем	7	2
204	как и	4	2
205	аллегории и	1	2
206	в своей	6	2
207	и от	1	2
208	ни было	1	2
209	не знает	3	2
210	не менее	4	2
211	дело не	2	2
212	к ним	1	2
213	себе самом	1	2
214	и является	2	2
215	из того	1	2
216	которое в	1	2
217	отличается от	2	2
218	всегда так	1	2
219	и это	2	2
220	в другом	3	2
221	мог бы	3	2
222	для этого	1	2
223	это какое-то	1	2
224	тех кто	1	2
225	е о	2	2
226	каждом из	1	2
227	это может	1	2
228	– во	1	2
229	том или	1	2
230	эти два	1	2
231	для того	1	2
232	вслед за	2	2
233	о своих	1	2
234	из видов	1	2
235	того что	4	2
236	д и	1	2
237	с ними	1	2
238	может оказаться	2	2
239	образа в	1	2
240	или его	1	2
241	с одной	2	2
242	в качестве	24	2
243	уже не	4	2
244	если мы	2	2
245	как более	1	2
246	из них	1	2
247	для него	2	2
248	и их	1	2
249	никто не	2	2
250	ее на	1	2
251	со стороны	2	2
252	как у	1	2
253	тот кто	2	2
254	именно в	3	2
255	с той	1	2
256	а с	3	2
257	с ней	1	2
258	о чем	1	2
259	стороны в	1	2
260	в частности	16	2
261	объекта и	1	2
262	как в	5	2
263	смысл не	1	2
264	одной стороны	2	2
265	реальность и	1	2
266	еще не	4	2
267	и для	2	2
268	объективно и	1	2
269	хома брут	1	2
270	тем более	1	2
271	не будучи	1	2
272	ни к	3	2
273	я в	16	2
274	а о	1	2
275	о своем	2	2
276	что даже	1	2
277	точно так	1	2
278	и наиболее	1	1
279	я и	2	1
280	а между	1	1
281	неотделима от	1	1
282	лишь ее	1	1
283	например в	1	1
284	не становится	1	1
285	и без	1	1
286	при чтении	2	1
287	бы для	1	1
288	мере в	1	1
289	перед лицом	2	1
290	тем же	1	1
291	к другому	1	1
292	и до	1	1
293	которая при	1	1
294	той же	1	1
295	специально для	1	1
296	из этого	1	1
297	и абсолютная	1	1
298	из жизни	1	1
299	сложности и	1	1
300	что иное	1	1
301	себе этот	1	1
302	на себя	2	1
303	и позитивно	1	1
304	как я	1	1
305	людьми для	1	1
306	думаю что	1	1
307	иное как	1	1
308	на их	1	1
309	столь же	2	1
310	от себя	3	1
311	говорит и	2	1
312	во всех	1	1
313	такого что	1	1
314	во внешнем	1	1
315	в ее	5	1
316	совсем не	1	1
317	коем случае	2	1
318	в сторону	1	1
319	искусство в	1	1
320	друг от	1	1
321	покоя как	1	1
322	себя за	1	1
323	первый взгляд	1	1
324	и соответствующих	1	1
325	в той	2	1
326	не входят	1	1
327	каждая из	1	1
328	данный момент	2	1
329	если на	1	1
330	в связи	1	1
331	сознания в	1	1
332	могли бы	2	1
333	души поэта	1	1
334	это тоже	2	1
335	ином отношении	1	1
336	а со	1	1
337	и к	3	1
338	и свою	1	1
339	не более	1	1
340	к чему	2	1
341	еще на	1	1
342	в груди	1	1
343	в которой	2	1
344	так или	4	1
345	он состоит	1	1
346	большей части	1	1
347	одной общей	1	1
348	так в	4	1
349	по преимуществу	4	1
350	это тот	1	1
351	с их	2	1
352	говорит не	1	1
353	если он	1	1
354	в наших	1	1
355	не могла	1	1
356	они пользуются	1	1
357	с чем	1	1
358	при этом	12	1
359	на одну	1	1
360	свою собственную	1	1
361	к одному	1	1
362	в силу	1	1
363	полной мере	1	1
364	остается лишь	1	1
365	и по	2	1
366	или иных	3	1
367	таким образом	3	1
368	бы они	1	1
369	здесь мы	1	1
370	однако все	2	1
371	не будет	2	1
372	что все	1	1
373	тем в	1	1
374	часто называют	1	1
375	– внутреннего	1	1
376	сознание не	1	1
377	то есть	12	1
378	его в	2	1
379	дома и	2	1
380	быть настоящим	1	1
381	с жизнью	1	1
382	весь мир	1	1
383	и тем	3	1
384	на сцене	1	1
385	в жизни	2	1
386	нет в	1	1
387	она и	1	1
388	далеко не	2	1
389	в этой	3	1
390	всю жизнь	1	1
391	этим и	1	1
392	жизни но	2	1
393	и становится	1	1
394	но я	1	1
395	имеет место	2	1
396	к окружающему	1	1
397	в такой	1	1
398	место в	5	1
399	на свою	1	1
400	большей степени	1	1
401	говорил о	1	1
402	– при	1	1
403	– один	1	1
404	– только	1	1
405	которые в	1	1
406	но он	3	1
407	тем не	3	1
408	не могли	1	1
409	зрения и	2	1
410	это особенно	1	1
411	и вся	1	1
412	этом не	1	1
413	нас самих	1	1
414	случае в	1	1
415	стоит в	1	1
416	тем самым	4	1
417	до известной	2	1
418	что говорится	1	1
419	виду что	1	1
420	дело в	2	1
421	подлинная жизнь	1	1
422	ясность и	1	1
423	того чтобы	1	1
424	вытекает из	1	1
425	очевидный пример	1	1
426	своего объекта	1	1
427	на меня	3	1
428	на язык	1	1
429	в коем	2	1
430	и вещи	1	1
431	жизни не	1	1
432	внутрь себя	1	1
433	имеем дело	2	1
434	этих двух	2	1
435	по своей	3	1
436	его смысл	1	1
437	смысле –	1	1
438	мире и	2	1
439	и его	8	1
440	связи с	1	1
441	– так	1	1
442	не ее	1	1
443	как будто	2	1
444	бы несколько	1	1
445	однако это	1	1
446	не бывает	1	1
447	хомы брута	1	1
448	места для	1	1
449	но напротив	2	1
450	не могут	2	1
451	те и	1	1
452	сравнении с	1	1
453	сама жизнь	1	1
454	заметил что	1	1
455	же самое	1	1
456	всего что	1	1
457	она же	1	1
458	оно не	1	1
459	на это	1	1
460	должен быть	1	1
461	для иного	1	1
462	вещами и	1	1
463	значения и	2	1
464	но по	1	1
465	от друга	1	1
466	понимаем что	1	1
467	здесь не	1	1
468	существа в	2	1
469	есть внутреннее	1	1
470	также является	1	1
471	зрения не	1	1
472	то время	1	1
473	однако эта	2	1
474	и сам	1	1
475	на нее	1	1
476	времени и	2	1
477	здесь как	1	1
478	нам уже	1	1
479	в результате	1	1
480	и весьма	1	1
481	я –	3	1
482	бывает в	1	1
483	и смыслов	1	1
484	незаметно для	1	1
485	вечных мук	1	1
486	это происходит	1	1
487	при котором	1	1
488	того или	3	1
489	заключается в	2	1
490	между тем	5	1
491	говорить об	1	1
492	ним и	1	1
493	брут не	1	1
494	и только	1	1
495	и заключается	1	1
496	отчет в	1	1
497	а именно	2	1
498	на почве	4	1
499	своему собственному	1	1
500	ее к	1	1
501	речь о	1	1
502	природой и	1	1
503	вступить в	1	1
504	в какой	2	1
505	бы ни	1	1
506	все они	1	1
507	форма может	1	1
508	себя в	6	1
509	из которого	3	1
510	это ни	1	1
511	есть в	2	1
512	второй и	2	1
513	в поэзии	2	1
514	то чему	1	1
515	в душе	8	1
516	относится не	1	1
517	с этими	1	1
518	ее не	1	1
519	у него	1	1
520	ею как	1	1
521	в систему	1	1
522	человек как	1	1
523	в случаях	1	1
524	или ином	1	1
525	живыми вещами	1	1
526	имеет значение	1	1
527	своем значении	1	1
528	в данный	2	1
529	на примере	1	1
530	или иначе	5	1
531	из других	1	1
532	по большей	1	1
533	и др	1	1
534	нового времени	3	1
535	который от	1	1
536	больше и	1	1
537	бы никакого	1	1
538	превращается в	2	1
539	смысла и	1	1
540	не сама	1	1
541	а на	3	1
542	себе никаких	1	1
543	одну из	1	1
544	и я	1	1
545	от мира	1	1
546	не об	1	1
547	жизнь в	1	1
548	и ему	1	1
549	если не	1	1
550	вместе с	2	1
551	представить себе	1	1
552	вы как	1	1
553	не сами	1	1
554	к своему	1	1
555	перед нами	2	1
556	происходит в	1	1
557	с которым	1	1
558	по существу	1	1
559	для понимания	2	1
560	своего развития	1	1
561	я с	5	1
562	в малом	1	1
563	того и	1	1
564	действительность в	1	1
565	в теорию	1	1
566	о мире	1	1
567	– всегда	1	1
568	во мне	2	1
569	это уже	1	1
570	только мы	1	1
571	известной степени	3	1
572	этих случаях	1	1
573	– его	5	1
574	для автора	1	1
575	не прямо	1	1
576	как система	2	1
577	глазом и	1	1
578	– уже	1	1
579	мира и	1	1
580	о котором	1	1
581	на первый	1	1
582	но именно	1	1
583	за него	1	1
584	субъектом и	1	1
585	а также	6	1
586	– весьма	1	1
587	жизни в	2	1
588	между ними	4	1
589	от своего	2	1
590	к его	2	1
591	жизни а	1	1
592	в сравнении	1	1
593	не что	1	1
594	только о	1	1
595	страшно и	1	1
596	иное логическое	1	1
597	о себе	2	1
598	в искусстве	6	1
599	и другие	2	1
600	они не	1	1
601	все что	1	1
