N	3gram	Losev_Prob_5	Problemy
1	то же время	1	12
2	в то же	1	12
3	на самом деле	1	10
4	с самого начала	1	8
5	не может быть	2	6
6	по отношению к	2	5
7	во всяком случае	2	5
8	в этом смысле	3	4
9	с точки зрения	8	4
10	бы то ни	2	4
11	то ни было	1	4
12	как и у	2	3
13	в самом деле	1	3
14	по крайней мере	4	3
15	и не в	2	3
16	но в то	1	3
17	в конце концов	6	3
18	с другой стороны	5	3
19	в чем не	1	2
20	то что я	1	2
21	а вовсе не	1	2
22	как раз и	1	2
23	вместе с тем	3	2
24	сама по себе	1	2
25	не входит в	1	2
26	друг на друга	1	2
27	к другому и	1	2
28	и в этом	1	2
29	в такой же	1	2
30	о том что	9	2
31	ни в чем	1	2
32	так и в	1	2
33	не в силах	1	2
34	той или иной	1	2
35	тем не менее	5	2
36	в большинстве случаев	1	2
37	к тому же	1	2
38	и т д	1	2
39	как и его	1	1
40	а я на	1	1
41	и в которой	1	1
42	хотя и не	1	1
43	то есть это	1	1
44	себя самого и	1	1
45	но даже и	2	1
46	да и то	1	1
47	как бы с	1	1
48	потому что не	1	1
49	в нем и	1	1
50	не было и	1	1
51	до сих пор	2	1
52	что он должен	1	1
53	потому что у	1	1
54	мы могли бы	1	1
55	а так как	1	1
56	в этом отношении	1	1
57	в этом произведении	1	1
58	говорит о себе	1	1
59	уже не в	1	1
60	никак не мог	2	1
61	не под силу	1	1
62	и нуждается в	1	1
63	на первом плане	3	1
64	несмотря на то	1	1
65	у него нет	1	1
66	и то что	3	1
67	в данном случае	2	1
68	и тут же	1	1
69	хотя и с	1	1
70	как будто бы	3	1
71	и как бы	1	1
72	в нем не	1	1
73	и к своему	1	1
74	и в том	1	1
75	потому что они	2	1
76	чем иным как	2	1
77	но тем не	1	1
78	не кто иной	2	1
79	вовсе не для	1	1
80	перед тем как	1	1
81	он и делает	1	1
82	и вместе с	1	1
83	в этом диалоге	1	1
84	тогда когда все	1	1
85	не чем иным	2	1
86	ни о каком	1	1
87	по его мнению	1	1
88	но все же	2	1
89	можно сказать что	3	1
90	которая может быть	1	1
91	на то что	2	1
92	вопрос о том	1	1
93	на друга что	1	1
94	для того чтобы	2	1
95	в том что	8	1
96	он не видит	1	1
97	никогда и не	1	1
98	и как будто	1	1
99	кто иной как	2	1
