N	2gram	Trubetskoy_1	StatiiOP
1	и в	26	44
2	в том	11	36
3	что в	9	30
4	том что	7	29
5	в этом	15	21
6	не только	10	18
7	то что	7	18
8	было бы	1	17
9	о том	6	17
10	а в	4	17
11	а не	5	16
12	и не	8	16
13	может быть	10	15
14	в области	9	14
15	в данном	1	14
16	как в	1	13
17	не в	2	12
18	самом деле	1	11
19	в этой	4	11
20	того чтобы	5	11
21	у нас	1	11
22	точки зрения	13	11
23	но в	7	10
24	ясно что	3	10
25	для того	5	10
26	что он	4	10
27	только в	4	10
28	но и	9	10
29	как и	1	9
30	в отношении	6	9
31	в то	4	9
32	так и	6	9
33	если бы	3	9
34	того что	3	9
35	в его	5	9
36	с другой	8	9
37	во всех	2	8
38	все же	6	8
39	это не	1	8
40	из них	7	8
41	с точки	6	8
42	и его	1	8
43	не может	4	8
44	что они	1	7
45	в самом	4	7
46	так например	2	7
47	таким образом	22	7
48	другой стороны	1	7
49	и об	1	7
50	этом отношении	2	7
51	до сих	5	7
52	прежде всего	2	7
53	сих пор	5	7
54	сказать что	2	7
55	из этих	10	6
56	в своей	1	6
57	потому что	7	6
58	данном случае	1	6
59	что и	6	6
60	всяком случае	6	6
61	так что	3	6
62	для него	3	6
63	именно в	2	6
64	в той	1	6
65	но это	1	6
66	хотя бы	3	6
67	во всяком	6	6
68	вряд ли	1	5
69	то же	4	5
70	той же	1	5
71	все эти	6	5
72	в нем	4	5
73	и по	4	5
74	в слове	1	5
75	такой же	1	5
76	в котором	4	5
77	в которых	4	5
78	этой области	1	5
79	не менее	3	5
80	вплоть до	2	5
81	никогда не	5	5
82	могут быть	1	5
83	так как	9	5
84	тем что	1	5
85	и даже	3	5
86	там где	1	5
87	что мы	2	5
88	все это	6	5
89	совершенно не	1	5
90	жизни и	2	5
91	так же	5	5
92	речь идет	1	4
93	это и	1	4
94	в которой	3	4
95	в новом	2	4
96	бы и	1	4
97	что это	3	4
98	на то	2	4
99	что она	1	4
100	в россии	2	4
101	но все	7	4
102	но если	2	4
103	том как	1	4
104	и сейчас	2	4
105	случае в	1	4
106	представление о	6	4
107	дело не	1	4
108	не имеет	5	4
109	же время	2	4
110	это слово	1	4
111	в ее	1	4
112	и что	4	4
113	заключается в	1	4
114	во втором	1	4
115	этот вопрос	1	4
116	в качестве	3	4
117	никто не	1	4
118	как раз	1	4
119	не было	2	4
120	к которому	2	4
121	на эту	1	4
122	должна была	2	4
123	как бы	12	4
124	тем более	1	4
125	же как	3	3
126	того же	6	3
127	тем же	1	3
128	и за	1	3
129	в ней	1	3
130	еще не	2	3
131	в чем	1	3
132	из двух	1	3
133	но не	8	3
134	по отношению	1	3
135	или иное	2	3
136	к сожалению	3	3
137	общего с	2	3
138	с этим	1	3
139	так называемая	1	3
140	как к	1	3
141	что касается	1	3
142	то в	1	3
143	что так	1	3
144	задний план	1	3
145	связанные с	7	3
146	и с	10	3
147	лишь в	5	3
148	даже в	1	3
149	ни в	1	3
150	чем в	1	3
151	во время	4	3
152	что о	2	3
153	в конце	6	3
154	не по	1	3
155	стремление к	1	3
156	очень мало	4	3
157	в каком	1	3
158	должны быть	1	3
159	что оно	4	3
160	для себя	1	3
161	то или	2	3
162	тем или	1	3
163	между тем	2	3
164	указывает в	1	3
165	и только	4	3
166	но с	3	3
167	и так	1	3
168	в уста	1	3
