N	2gram	Propp_Isto_3	Stilisti
1	и в	22	42
2	не только	14	27
3	как бы	1	27
4	прежде всего	3	22
5	хотя бы	1	17
6	то же	6	15
7	но и	12	15
8	и не	12	14
9	не может	4	12
10	может быть	11	12
11	мы уже	6	11
12	как и	3	11
13	точки зрения	2	11
14	отнюдь не	1	10
15	в этом	17	10
16	и как	3	10
17	как мы	8	10
18	мы должны	7	10
19	что мы	1	10
20	мы не	1	9
21	при этом	2	9
22	в то	2	9
23	то что	7	9
24	в ней	2	8
25	все же	5	8
26	таким образом	10	8
27	и это	2	8
28	с тем	2	8
29	что же	1	8
30	и на	4	7
31	было бы	3	7
32	и тем	1	7
33	так как	7	7
34	никогда не	3	7
35	потому что	3	7
36	ничего не	6	7
37	только в	4	7
38	и его	4	7
39	мы можем	6	7
40	а не	6	7
41	и от	3	7
42	мы будем	1	6
43	в этой	5	6
44	на его	3	6
45	в нем	9	6
46	не в	4	6
47	так и	2	6
48	другими словами	1	6
49	и так	2	6
50	речи и	1	6
51	в свою	4	6
52	той же	2	5
53	уже в	1	5
54	независимо от	2	5
55	и с	4	5
56	же мы	1	5
57	мы видели	13	5
58	с точки	1	5
59	и той	1	5
60	а в	6	5
61	в его	3	5
62	и их	1	5
63	вместе с	9	5
64	как это	4	5
65	своей жизни	1	5
66	и то	2	4
67	самом деле	1	4
68	и к	3	4
69	но в	10	4
70	что это	1	4
71	уже не	7	4
72	можно было	1	4
73	его в	3	4
74	художественного творчества	1	4
75	самого начала	1	4
76	у нас	4	4
77	но все	2	4
78	к тому	3	4
79	на это	2	4
80	свою очередь	1	4
81	с самого	1	4
82	если бы	6	4
83	о том	3	4
84	можно сказать	2	4
85	которой мы	1	4
86	все время	2	4
87	того что	5	4
88	один из	5	4
89	мы видим	8	4
90	с появлением	4	4
91	мы увидим	3	4
92	словесное выражение	1	4
93	в качестве	2	4
94	были бы	1	4
95	связаны с	1	4
96	не просто	1	4
97	и пр	11	4
98	к своему	1	4
99	не что	3	4
100	все это	1	4
101	не существует	1	4
102	так же	3	4
103	долгое время	1	3
104	на самом	2	3
105	еще не	10	3
106	видели что	4	3
107	ответ на	1	3
108	нет и	1	3
109	перед нами	1	3
110	хотя и	2	3
111	какую роль	1	3
112	если он	2	3
113	уже видели	3	3
114	и вот	2	3
115	их в	3	3
116	будем говорить	1	3
117	здесь мы	5	3
118	не будет	1	3
119	об этом	1	3
120	связанных с	2	3
121	это не	6	3
122	этом мы	1	3
123	не мог	2	3
124	том что	8	3
125	что такое	1	3
126	что было	2	3
127	и тому	1	3
128	в разных	1	3
129	связь и	2	3
130	связи с	6	3
131	до того	1	3
132	да и	2	3
133	в ее	1	3
134	роль в	2	3
135	что у	3	3
136	во второй	1	3
137	и здесь	7	3
138	и поэтому	1	3
139	должно было	2	3
140	то мы	2	3
141	жизни и	2	3
142	конечно не	1	3
143	только на	2	3
144	из них	7	3
145	его и	4	3
146	в котором	2	3
147	в одном	2	3
148	от того	1	3
149	что и	9	3
150	и даже	2	3
151	и эта	1	3
152	мы легко	1	3
153	и уже	2	3
154	если не	2	3
155	в тех	2	3
156	этого слова	1	3
157	как только	2	3
158	этом случае	5	3
159	в целом	3	3
160	как таковой	2	3
161	в начале	1	3
162	но для	1	3
163	и для	2	3
164	для нас	4	3
165	и все	3	3
166	главным образом	1	3
167	не знает	1	3
168	сказать что	3	3
169	также и	1	2
170	человека и	1	2
171	показаться что	1	2
172	и этот	1	2
173	его не	3	2
174	со всех	1	2
175	к нашей	2	2
176	мы имеем	19	2
177	вопрос о	2	2
178	на эти	1	2
179	как не	1	2
180	и он	2	2
181	между собой	1	2
182	иное как	3	2
183	итак мы	1	2
184	но не	7	2
185	случай когда	1	2
186	должны были	3	2
187	отношение к	4	2
188	себе и	2	2
189	как в	2	2
190	тех случаях	1	2
191	целый ряд	3	2
192	ни один	2	2
193	представляет собой	3	2
194	все эти	4	2
195	бы не	1	2
196	и те	1	2
197	тому же	2	2
198	друг другу	2	2
199	человек не	1	2
200	этот процесс	1	2
201	и сам	1	2
202	по своему	1	2
203	одной и	1	2
204	человек с	1	2
205	человека в	1	2
206	ясно что	1	2
207	есть не	1	2
208	с этим	8	2
209	в жизни	2	2
210	не всегда	4	2
211	он сказал	1	2
212	в этих	11	2
213	в своей	1	2
214	что вся	1	2
215	в которых	2	2
216	в мире	1	2
217	которые в	1	2
218	однако в	1	2
219	ее с	1	2
220	о них	1	2
221	что иное	3	2
222	в каком	1	2
223	перед ним	1	2
224	без языка	1	2
225	между типом	1	2
226	не есть	1	2
227	здесь не	3	2
228	в пределах	4	2
229	в дальнейшем	4	2
230	с собой	2	2
231	не с	2	2
232	с ним	1	2
233	почему же	1	2
234	как нет	1	2
235	к нему	5	2
236	в него	2	2
237	видим что	4	2
238	этой ситуации	1	2
239	в том	9	2
240	тот же	1	2
241	одной из	1	2
242	что он	9	2
243	как нечто	1	2
244	сознания человека	1	2
245	или даже	1	2
246	себе в	2	2
247	для них	3	2
248	заметить что	1	2
249	тем что	4	2
250	перейти к	2	2
251	а на	1	2
252	связано с	4	2
253	не было	2	2
254	будет иметь	1	2
255	в связи	3	2
256	равно как	3	2
257	связь с	6	2
258	нет ничего	2	2
259	и потому	2	2
260	теперь к	2	2
261	смысле этого	1	2
262	эти вопросы	1	2
263	вторая группа	1	2
264	сих пор	5	2
265	но это	3	2
266	только одна	1	2
267	мы найдем	2	2
268	случаях когда	1	2
269	тем и	1	2
270	войти в	1	2
271	или в	11	2
272	или несколько	2	2
273	этот вопрос	2	2
274	с ней	6	2
275	в частности	5	2
276	они еще	1	2
277	к этому	7	2
278	видели есть	1	1
279	к людям	1	1
280	ту же	2	1
281	также что	1	1
282	одним из	4	1
283	над природой	1	1
284	же как	2	1
285	увидим ниже	3	1
286	народов у	1	1
287	идеологическим отражением	1	1
288	и до	1	1
289	не имеют	2	1
290	от которых	2	1
291	и данный	1	1
292	из всех	1	1
293	например в	2	1
294	поводом для	1	1
295	если я	3	1
296	бы что	1	1
297	доступ в	1	1
298	это всегда	1	1
299	принадлежит к	1	1
300	достаточно чтобы	2	1
301	я не	3	1
302	пребывание в	4	1
303	той роли	1	1
304	и земледелию	1	1
305	не смеется	1	1
306	быть в	1	1
307	в чем	3	1
308	из сторон	1	1
309	но как	1	1
310	и другие	4	1
311	это слишком	1	1
312	не то	1	1
313	к которой	1	1
314	в сторону	2	1
315	тесно связанные	1	1
316	в новом	1	1
317	иногда и	1	1
318	мы сейчас	2	1
319	друга и	1	1
320	вышел из	1	1
321	к сожалению	1	1
322	относится к	2	1
323	там где	7	1
324	как говорит	1	1
325	более чем	1	1
326	быта и	1	1
327	в одной	3	1
328	если она	1	1
329	для создания	1	1
330	в своем	2	1
331	кроме того	1	1
332	и есть	2	1
333	из сознания	1	1
334	и каждое	1	1
335	ясно и	1	1
336	так на	2	1
337	происходило с	1	1
338	со своей	1	1
339	однако мы	1	1
340	возможно что	6	1
341	он в	1	1
342	из этих	3	1
343	что так	1	1
344	остановиться на	1	1
345	бы только	1	1
346	имеем в	4	1
347	в наших	2	1
348	не могла	2	1
349	все они	1	1
350	вообще не	1	1
351	с ростом	1	1
352	тем не	5	1
353	был только	1	1
354	он не	5	1
355	носят название	1	1
356	одному из	1	1
357	эту задачу	1	1
358	всех этих	2	1
359	становится таким	1	1
360	не как	1	1
361	в силу	2	1
362	он так	1	1
363	но вместе	1	1
364	смысле как	1	1
365	на этом	4	1
366	так например	1	1
367	возникновение и	1	1
368	на то	1	1
369	могла бы	1	1
370	в другом	2	1
371	на все	2	1
372	ничего удивительного	1	1
373	который уже	1	1
374	дома и	3	1
375	уже знаем	2	1
376	должен был	3	1
377	и находит	1	1
378	за ним	3	1
379	но уже	1	1
380	разных по	1	1
381	с этой	1	1
382	о связи	4	1
383	и вне	1	1
384	с полной	1	1
385	перестает быть	1	1
386	он уходит	3	1
387	нее и	2	1
388	к тем	1	1
389	племени и	1	1
390	в предметах	1	1
391	в следующем	1	1
392	на месте	2	1
393	свое существование	1	1
394	мы теперь	1	1
395	нельзя было	1	1
396	мальчика который	1	1
397	превратиться в	1	1
398	и эти	3	1
399	откуда я	1	1
400	через несколько	1	1
401	что этот	1	1
402	вместе со	1	1
403	по себе	1	1
404	даже в	2	1
405	этих трех	1	1
406	ему как	2	1
407	с миром	2	1
408	не менее	5	1
409	ней вполне	1	1
410	но они	2	1
411	в таких	1	1
412	убедительно показывает	1	1
413	как можно	1	1
414	она не	4	1
415	одну особенность	1	1
416	в русской	3	1
417	эта форма	1	1
418	того как	1	1
419	одна из	2	1
420	о той	1	1
421	только не	2	1
422	это мы	1	1
423	коллектива в	1	1
424	именно с	1	1
425	находятся в	1	1
426	с одним	2	1
427	должны поставить	1	1
428	итоги мы	1	1
429	тела и	1	1
430	один шаг	1	1
431	к таким	1	1
432	если его	1	1
433	но там	1	1
434	и другой	1	1
435	это конечно	1	1
436	связь не	1	1
437	было уже	1	1
438	все еще	6	1
439	что при	1	1
440	утверждать что	2	1
441	в работах	1	1
442	если же	1	1
443	вся группа	1	1
444	приходит к	1	1
445	не совсем	3	1
446	и о	2	1
447	а затем	3	1
448	всегда или	1	1
449	имеют общую	1	1
450	собственности и	1	1
451	это еще	2	1
452	за пределами	1	1
453	что всякая	1	1
454	уже с	3	1
455	часто встречающиеся	1	1
456	сколько бы	1	1
457	оно также	1	1
458	и ту	1	1
459	не отражает	2	1
460	в себя	1	1
461	человека при	1	1
462	это даже	1	1
463	является в	1	1
464	этой жизни	1	1
465	но иногда	1	1
466	он к	3	1
467	для этого	1	1
468	нечто цельное	1	1
469	по мере	1	1
470	даже не	2	1
471	образом в	2	1
472	предмет или	1	1
473	это происходит	1	1
474	столь же	1	1
475	и та	1	1
476	никак не	1	1
477	и что	2	1
478	становится уже	1	1
479	или их	1	1
480	что его	1	1
481	превращался в	1	1
482	образом мы	2	1
483	между тем	2	1
484	и стала	1	1
485	появлением собственности	1	1
486	всего эта	1	1
487	что бы	1	1
488	представления о	2	1
489	народов и	1	1
490	дома в	8	1
491	в каких	1	1
492	наконец и	1	1
493	и дает	1	1
494	с ними	3	1
495	дело с	2	1
496	говорили выше	1	1
497	за столом	1	1
498	с возникновением	1	1
499	и действительно	2	1
500	ему и	1	1
501	на несколько	1	1
502	нам возможность	1	1
503	эту связь	1	1
504	где они	2	1
505	могут образоваться	1	1
506	с какой	1	1
507	так что	5	1
508	не можем	1	1
509	в большинстве	1	1
510	был очень	1	1
511	чтобы он	1	1
512	в нашей	1	1
513	в виде	2	1
514	действия которые	1	1
515	следует за	2	1
516	каким образом	1	1
517	большинстве случаев	2	1
518	при помощи	3	1
519	не стал	1	1
520	по отношению	2	1
521	роль и	1	1
522	искать в	1	1
523	руки и	1	1
524	ни в	2	1
525	могло бы	1	1
526	вовсе не	2	1
527	остановимся только	1	1
528	носит характер	1	1
529	друг друга	6	1
530	у него	3	1
531	должны будем	1	1
532	уже только	2	1
533	превращается в	3	1
534	не противоречит	5	1
535	из приведенных	3	1
536	в особенности	2	1
537	в другой	4	1
538	связан с	2	1
539	уже говорили	1	1
540	в исторической	1	1
541	со стороны	3	1
542	мы это	1	1
543	до сих	5	1
544	с другой	7	1
545	что человек	1	1
546	в знак	2	1
547	здесь в	1	1
548	все равно	3	1
549	а впоследствии	1	1
550	такое же	1	1
551	последний случай	1	1
552	хотел было	1	1
553	к более	2	1
554	ничем не	1	1
555	чтобы убедиться	1	1
556	на этот	1	1
557	она является	1	1
558	именно так	2	1
559	языка не	1	1
560	мужа и	1	1
561	этот мотив	5	1
562	о чем	1	1
563	всего мы	1	1
564	на эту	1	1
565	со своими	2	1
566	которого она	1	1
567	не свидетельствуют	1	1
568	роли которую	1	1
569	предположить что	7	1
570	в течение	6	1
571	тому как	1	1
572	которые по	1	1
573	отношения не	2	1
574	возможно мы	1	1
575	с изучением	2	1
576	с едва	1	1
577	только то	1	1
578	комнаты и	1	1
579	в основном	1	1
580	не будем	3	1
581	понимания этого	1	1
582	она должна	1	1
583	это уже	1	1
584	что собственно	1	1
585	указать на	2	1
586	всего с	1	1
587	который нельзя	1	1
588	этот материал	1	1
589	что в	15	1
590	к одной	1	1
591	это так	1	1
592	увидим дальше	1	1
593	еще более	2	1
594	них были	1	1
595	с другими	1	1
596	ее в	3	1
597	по ходу	1	1
598	или не	2	1
599	они находятся	1	1
600	но если	1	1
601	другой стороны	7	1
602	их нельзя	1	1
603	состоит из	1	1
604	была бы	1	1
605	от всех	1	1
606	совершенно не	2	1
607	совсем так	2	1
608	в иной	1	1
609	является и	1	1
610	нет но	1	1
611	отношению к	2	1
612	можно привести	1	1
613	это и	1	1
614	на лице	1	1
615	но еще	1	1
616	на ту	1	1
617	он у	2	1
618	только одного	1	1
619	в таком	1	1
620	все что	3	1
621	и вновь	2	1
