N	3gram	Losev_Prob_5	TeoriaLi
1	по отношению к	2	8
2	в том что	8	6
3	то же время	1	6
4	в то же	1	6
5	в данном случае	2	5
6	состоит в том	1	4
7	с другой стороны	5	3
8	тем не менее	5	3
9	можно сказать что	3	3
10	той или иной	1	3
11	в этом смысле	3	3
12	так и его	1	2
13	с точки зрения	8	2
14	с одной стороны	3	2
15	а с другой	3	2
16	так или иначе	1	2
17	в русской литературе	3	2
18	тех или иных	2	2
19	сама по себе	1	2
20	не может быть	2	2
21	это уже не	2	1
22	в самой себе	1	1
23	и потому что	1	1
24	в виду не	1	1
25	этой точки зрения	1	1
26	дело в том	2	1
27	он стоит и	1	1
28	в настоящее время	3	1
29	в другом стихотворении	1	1
30	в том числе	2	1
31	никак не может	2	1
32	в одной из	1	1
33	не было и	1	1
34	другой стороны не	1	1
35	что он должен	1	1
36	в таком случае	2	1
37	во времени и	1	1
38	в нем по	1	1
39	не входит в	1	1
40	бы то ни	2	1
41	виду не только	1	1
42	том числе и	1	1
43	второй половины xviii	1	1
44	точно так же	3	1
45	одной из своих	1	1
46	по крайней мере	4	1
47	то или иное	1	1
48	даже если она	1	1
49	как раз в	1	1
50	едва ли не	1	1
51	содержит в себе	1	1
52	то ни было	1	1
53	он состоит в	1	1
54	в области художественного	1	1
55	с тем же	1	1
56	и как бы	1	1
57	нового времени в	1	1
58	таким же образом	1	1
59	в связи с	7	1
60	еще и потому	1	1
61	перед тем как	1	1
62	только о том	1	1
63	в то время	3	1
64	с этой точки	1	1
65	может быть это	1	1
66	имея в виду	1	1
67	это и есть	1	1
68	о том что	9	1
69	в себе самом	1	1
70	но в то	1	1
71	ту или иную	1	1
72	не в роли	1	1
73	мере в какой	1	1
74	в большинстве случаев	1	1
75	в сравнении с	3	1
76	по поводу этой	1	1
77	для того чтобы	2	1
78	том что он	2	1
79	указывает на его	1	1
80	к тому же	1	1
81	по себе а	1	1
82	в том в	1	1
