N	2gram	Voloshinov_2	KulturaY
1	и в	19	23
2	точки зрения	17	23
3	в том	7	22
4	не только	13	17
5	в этом	15	16
6	было бы	4	16
7	с точки	13	16
8	самом деле	9	14
9	может быть	28	14
10	в самом	6	13
11	что в	2	13
12	не менее	1	12
13	потому что	1	12
14	для того	6	12
15	вопрос о	2	11
16	том что	10	11
17	того чтобы	6	11
18	в его	5	11
19	того что	4	11
20	а не	9	11
21	можно говорить	1	10
22	у нас	3	10
23	и не	19	10
24	еще не	3	9
25	таким образом	14	9
26	тем не	1	9
27	хотя бы	6	9
28	так как	3	9
29	прежде всего	7	9
30	лишь в	14	8
31	зависимости от	2	8
32	если бы	11	8
33	уже не	1	8
34	до сих	3	8
35	сих пор	3	8
36	как на	2	8
37	как это	1	7
38	в зависимости	2	7
39	все эти	3	7
40	в нашем	2	7
41	должно быть	3	7
42	речи в	10	7
43	если мы	6	7
44	и что	1	7
45	с другой	3	7
46	в языке	7	7
47	или иной	5	7
48	на фоне	1	7
49	в данном	5	7
50	слова и	6	7
51	сказать что	4	7
52	то же	16	6
53	говорить о	1	6
54	с помощью	6	6
55	в силу	1	6
56	только в	8	6
57	так и	10	6
58	при этом	9	6
59	и тем	4	6
60	с тем	1	6
61	в их	5	6
62	о языке	1	6
63	ничего не	4	6
64	связи с	13	6
65	не может	18	6
66	языка в	3	6
67	могут быть	3	6
68	по себе	3	6
69	о том	3	6
70	что и	3	6
71	тот же	1	6
72	что он	4	6
73	также и	1	5
74	как мы	15	5
75	о слове	4	5
76	независимо от	2	5
77	все же	5	5
78	хотя и	1	5
79	из этих	1	5
80	как бы	19	5
81	что она	1	5
82	как и	9	5
83	не значит	1	5
84	не в	10	5
85	вовсе не	11	5
86	во внимание	1	5
87	от того	1	5
88	не могут	1	5
89	но также	1	5
90	той или	4	5
91	слов и	3	5
92	всякого рода	1	5
93	тем что	2	5
94	далеко не	2	5
95	на которых	1	5
96	в связи	7	5
97	что же	1	5
98	тем более	5	5
99	но это	1	5
100	а в	3	5
101	совершенно не	5	5
102	того же	5	4
103	в сущности	14	4
104	для нашей	1	4
105	столь же	3	4
106	точка зрения	1	4
107	как в	1	4
108	в своем	2	4
109	только тогда	1	4
110	в целом	1	4
111	языка как	9	4
112	лишь с	2	4
113	ясно что	1	4
114	этого слова	5	4
115	в своей	3	4
116	что такое	1	4
117	не столько	1	4
118	же мы	1	4
119	тому что	4	4
120	тогда когда	1	4
121	как раз	4	4
122	и о	2	4
123	в ее	3	4
124	были бы	1	4
125	к языку	1	4
126	заключается в	1	4
127	между тем	6	4
128	язык есть	1	4
129	с одной	3	4
130	в нашей	1	4
131	что не	2	4
132	слова в	8	4
133	не было	3	4
134	одной стороны	3	4
135	мы говорим	1	4
136	в той	5	4
137	этом случае	1	4
138	то что	4	4
139	в таком	7	4
140	в слове	4	4
141	речь идет	1	3
142	на самом	7	3
143	это и	1	3
144	то в	1	3
145	той же	3	3
146	мы не	2	3
147	сам по	1	3
148	в ней	3	3
149	время в	1	3
150	то мы	2	3
151	но не	2	3
152	то он	1	3
153	но как	2	3
154	по отношению	8	3
155	речи но	1	3
156	отнюдь не	8	3
157	что именно	1	3
158	что слово	1	3
159	что это	2	3
160	бы не	2	3
161	тому же	2	3
162	он не	3	3
163	в первую	1	3
164	и вот	1	3
165	русском языке	4	3
166	и с	2	3
167	литературного языка	1	3
168	мы видели	4	3
169	не так	2	3
170	установка на	2	3
171	не понимает	1	3
172	и более	7	3
173	в отношении	4	3
174	в то	8	3
175	как о	2	3
176	не имеет	3	3
177	в процессе	18	3
178	и именно	2	3
179	в структуре	1	3
180	должна быть	4	3
181	которые и	1	3
182	был бы	1	3
183	в каком	3	3
184	не есть	3	3
185	всего этого	1	3
186	этого языка	1	3
187	но и	10	3
188	этих слов	1	3
189	это не	4	3
190	и только	1	3
191	речи которые	2	3
192	в какой	3	3
193	как же	1	3
194	и действительно	1	3
195	а лишь	1	3
196	уже в	2	3
197	вопроса о	1	3
198	смысл слова	1	3
199	в данной	4	3
200	ни в	6	3
201	могло бы	1	3
202	то это	1	3
203	именно в	2	3
204	а именно	1	3
205	а с	2	3
206	и пр	25	3
207	первую очередь	1	3
208	xix века	2	3
209	когда мы	1	3
210	там где	2	3
211	наше научное	1	3
212	того или	2	3
213	но для	2	3
214	говорить что	1	3
215	этого рода	1	3
216	к тому	6	3
217	формы и	2	3
218	мы должны	1	3
219	слово в	3	3
220	другой стороны	1	3
221	или иного	2	3
222	речи как	1	3
223	по поводу	1	3
224	они не	2	3
225	смысле слова	5	2
226	также что	1	2
227	таком случае	3	2
228	тем же	4	2
229	к другому	5	2
230	отношению к	8	2
231	что эти	1	2
232	собственном смысле	2	2
233	одним и	2	2
234	на материале	3	2
235	до крайности	1	2
236	ответить на	1	2
237	на себя	1	2
238	подчеркнуть что	1	2
239	систему языка	4	2
240	французском языке	3	2
241	здесь не	1	2
242	в различных	3	2
243	для обозначения	1	2
244	случай когда	1	2
245	не все	1	2
246	отличие от	3	2
247	или иное	1	2
248	за пределы	3	2
249	что они	2	2
250	относится к	3	2
251	всю эту	1	2
252	языка и	15	2
253	и я	1	2
254	дает нам	1	2
255	смысле этого	4	2
256	когда он	1	2
257	и как	6	2
258	более или	2	2
259	увидим что	1	2
260	но в	7	2
261	для которого	1	2
262	есть вещь	1	2
263	учение о	3	2
264	как он	1	2
265	так сказать	14	2
266	и самый	1	2
267	если же	2	2
268	и если	1	2
269	в корне	3	2
270	быть с	1	2
271	но все	1	2
272	что все	1	2
273	значение в	4	2
274	этих форм	2	2
275	с целью	1	2
276	его в	7	2
277	на протяжении	2	2
278	с другими	3	2
279	приходит в	1	2
280	двух направлениях	2	2
281	в статье	1	2
282	мере не	1	2
283	и того	5	2
284	остается в	1	2
285	одного и	4	2
286	или менее	2	2
287	в этих	3	2
288	русского литературного	1	2
289	из того	1	2
