N	2gram	Potebnia_M_3	DiskursI
1	в себе	16	19
2	при этом	3	17
3	в этом	10	16
4	как и	10	16
5	и в	30	16
6	может быть	28	16
7	и не	15	15
8	а не	15	14
9	отличие от	1	12
10	то есть	34	12
11	и т.п	1	12
12	тогда как	2	11
13	но в	1	11
14	в мире	1	11
15	но и	19	11
16	со стороны	3	10
17	не только	21	10
18	том что	18	10
19	так и	11	9
20	не может	6	9
21	как в	10	8
22	в том	32	8
23	но не	7	7
24	в данном	1	7
25	в нем	9	7
26	ни в	2	7
27	не менее	5	7
28	при всей	1	7
29	прежде всего	3	7
30	то же	23	6
31	еще не	5	6
32	с его	1	6
33	данном случае	1	6
34	себя в	1	6
35	все же	2	6
36	в своей	2	6
37	тем самым	7	6
38	и на	3	5
39	в своем	5	5
40	в то	10	5
41	с другой	7	5
42	же время	5	5
43	что в	17	5
44	для него	9	5
45	то что	18	5
46	а с	2	5
47	я в	1	5
48	я и	3	4
49	и то	8	4
50	по отношению	5	4
51	в этой	2	4
52	потому что	46	4
53	этом отношении	2	4
54	о том	2	4
55	одного из	1	4
56	известного рода	1	4
57	с одной	7	4
58	одно из	5	4
59	в одном	2	4
60	одной стороны	3	4
61	как бы	3	4
62	не является	1	4
63	точки зрения	2	4
64	к этому	3	4
65	отношению к	5	4
66	можно назвать	1	4
67	например в	6	3
68	чего не	1	3
69	в строгом	1	3
70	и ее	1	3
71	принадлежит к	1	3
72	не знают	1	3
73	столь же	4	3
74	перед нами	2	3
75	и как	5	3
76	и наконец	2	3
77	все эти	1	3
78	из этих	9	3
79	он не	4	3
80	из виду	2	3
81	не следует	5	3
82	и может	3	3
83	его в	3	3
84	это не	1	3
85	в этих	1	3
86	в котором	4	3
87	не столько	2	3
88	не в	15	3
89	могут быть	3	3
90	мысль о	5	3
91	в его	4	3
92	но она	1	3
93	только в	21	3
94	и его	4	3
95	уже не	6	3
96	из них	6	3
97	в них	5	3
98	из двух	3	3
99	не было	4	3
100	не знает	3	3
101	было в	1	3
102	можно сказать	3	3
103	но это	6	3
104	и все	3	3
105	жизни в	1	3
106	жизни и	2	3
107	как на	5	3
108	того же	1	2
109	о любви	2	2
110	и это	4	2
111	по преимуществу	1	2
112	той же	2	2
113	я как	5	2
114	место в	3	2
115	говорить о	3	2
116	в ней	8	2
117	к своему	2	2
118	в сочетании	1	2
119	время в	3	2
120	общих чертах	1	2
121	всякий раз	1	2
122	большей части	2	2
123	значении этого	1	2
124	легко может	1	2
125	отношение к	2	2
126	тут же	2	2
127	первый взгляд	1	2
128	стороны и	1	2
129	что как	2	2
130	отношения между	1	2
131	в целом	3	2
132	должна быть	1	2
133	не к	4	2
134	с таким	2	2
135	свое время	1	2
136	подобно тому	2	2
137	что ни	2	2
138	и возможность	1	2
139	заключает в	5	2
140	одно и	5	2
141	и с	2	2
142	входит в	2	2
143	должно быть	5	2
144	все это	4	2
145	действие и	1	2
146	на первый	1	2
147	как все	1	2
148	с точки	1	2
149	речи в	1	2
150	их в	2	2
151	чем не	1	2
152	того и	1	2
153	жизни не	3	2
154	и другого	1	2
155	при котором	1	2
156	сводится к	1	2
157	что на	1	2
158	в области	2	2
159	для себя	3	2
160	ни одно	1	2
161	здесь не	1	2
162	времени и	1	2
163	не с	1	2
164	в результате	1	2
165	но здесь	1	2
166	там же	6	2
167	между тем	9	2
168	в языке	7	2
169	что и	13	2
170	другого в	1	2
171	романа и	1	2
172	которая в	1	2
173	есть в	3	2
174	слова не	2	2
175	не подлежит	2	2
176	как субъект	2	2
177	именно в	3	2
178	далеко не	4	2
179	что будет	1	2
180	стремится к	1	2
181	не на	1	2
182	человеческой жизни	3	2
183	вместе с	12	2
184	или по	1	2
185	тому как	5	2
186	что же	2	2
187	а потом	1	2
188	в ряду	3	2
189	я с	1	2
190	в свое	2	2
191	а к	3	2
192	на языке	1	2
193	а в	12	2
194	может и	1	2
195	другой стороны	4	2
196	что он	6	2
197	значение не	3	2
198	это в	2	2
199	как нечто	1	1
200	одним из	1	1
201	чтобы не	1	1
202	художественного произведения	5	1
203	переходит к	1	1
204	а между	2	1
205	самом деле	2	1
206	тех же	1	1
207	это и	2	1
208	на деле	5	1
209	с ясно	1	1
210	и есть	3	1
211	в первом	3	1
212	но если	1	1
213	слово же	1	1
214	к чему	1	1
215	есть не	7	1
216	мы не	9	1
217	это знание	1	1
218	вопрос о	1	1
219	он как	2	1
220	в сущности	1	1
221	вроде тех	1	1
222	ему в	2	1
223	в некотором	2	1
224	и со	1	1
225	жизни это	1	1
226	не иметь	1	1
227	он был	1	1
228	он сам	1	1
229	как субъекта	1	1
230	упускать из	2	1
231	бы то	1	1
232	в чем	3	1
233	во всех	1	1
234	в ее	2	1
235	это бывает	1	1
236	я оно	1	1
237	отдельного человека	1	1
238	не то	3	1
239	всего он	1	1
240	если в	1	1
241	эта особенность	1	1
242	ответ на	3	1
243	есть по	1	1
244	которая не	2	1
245	а через	1	1
246	друг от	1	1
247	человека с	1	1
248	за пределы	2	1
249	в истории	1	1
250	вследствие чего	1	1
251	в одной	1	1
252	от содержания	1	1
253	некоторое время	1	1
254	хотя и	1	1
255	может получить	1	1
256	себе не	4	1
257	то в	1	1
258	со своей	2	1
259	в самом	8	1
260	только то	1	1
261	в которой	3	1
262	другого как	1	1
263	бы не	4	1
264	так в	2	1
265	само становится	1	1
266	право на	1	1
267	но без	2	1
268	и отношения	1	1
269	человеке и	2	1
270	но на	1	1
271	как у	1	1
272	человек не	2	1
273	мысль человека	1	1
274	к миру	1	1
275	но именно	1	1
276	так сказать	2	1
277	и именно	1	1
278	случаях к	1	1
279	за действительный	1	1
280	на мысль	4	1
281	первобытного человека	1	1
282	он должен	1	1
283	к одному	5	1
284	не как	2	1
285	в силу	3	1
286	не исчерпывают	2	1
287	которое может	1	1
288	одной и	4	1
289	образа и	3	1
290	с этой	2	1
291	таким образом	14	1
292	мы его	1	1
293	мысль об	2	1
294	сознание и	1	1
295	об этом	2	1
296	лишь в	1	1
297	ее нельзя	1	1
298	время и	2	1
299	как при	2	1
300	форму и	1	1
301	напротив в	1	1
302	в объеме	1	1
303	сам этот	1	1
304	в жизни	1	1
305	творческую способность	1	1
306	где теперь	1	1
307	она и	1	1
308	жизни то	1	1
309	этого не	3	1
310	и вне	1	1
311	несмотря на	2	1
312	и было	1	1
313	в такой	1	1
314	теперь а	1	1
315	на каждом	1	1
316	в которых	2	1
317	бы мы	2	1
318	жизни с	1	1
319	в памяти	1	1
320	стало быть	1	1
321	и той	2	1
322	другом и	1	1
323	при слове	4	1
324	тем не	3	1
325	по крайней	5	1
326	и более	1	1
327	и наоборот	4	1
328	не должно	1	1
329	том же	2	1
330	что этот	1	1
331	нас самих	1	1
332	с миром	1	1
333	вообще но	1	1
334	в таких	1	1
335	она не	2	1
336	виду что	1	1
337	как о	2	1
338	или другие	1	1
339	на него	3	1
340	в процессе	1	1
341	личности к	1	1
342	которого он	1	1
343	однако она	1	1
344	себе самом	1	1
345	например не	2	1
346	не имели	1	1
347	на отношения	1	1
348	в общих	1	1
349	на язык	1	1
350	ничего не	1	1
351	в разных	2	1
352	не вполне	1	1
353	того как	4	1
354	к ней	5	1
355	своей природе	1	1
356	и до	2	1
357	такая же	2	1
358	во всем	1	1
359	не принадлежит	1	1
360	ему не	2	1
361	настоящего времени	1	1
362	или не	1	1
363	ни о	3	1
364	только от	3	1
365	уже о	1	1
366	начиная с	1	1
367	лично для	1	1
368	не могут	5	1
369	но все	2	1
370	не знаем	3	1
371	отличается от	1	1
372	к божественному	1	1
373	на читателя	1	1
374	к тому	7	1
375	его с	2	1
376	указывает на	6	1
377	не есть	17	1
378	оно не	4	1
379	ср с	1	1
380	слово стремится	1	1
381	должен быть	1	1
382	приходит к	1	1
383	от друга	1	1
384	говоря уже	1	1
385	не умер	1	1
386	языка и	2	1
387	в собственном	2	1
388	не сознается	1	1
389	с самого	1	1
390	говорится что	1	1
391	в мысль	1	1
392	а слово	2	1
393	в образе	3	1
394	только через	1	1
395	здесь как	3	1
396	и каждый	1	1
397	не всякий	1	1
398	можно только	2	1
399	для этого	1	1
400	и даже	2	1
401	остановимся на	1	1
402	с ним	6	1
403	не дай	1	1
404	каждый из	1	1
405	состоять в	1	1
406	другому в	1	1
407	и здесь	1	1
408	и т.д	1	1
409	с действием	1	1
410	не перед	1	1
411	выше может	1	1
412	никак не	3	1
413	и что	10	1
414	нас в	1	1
415	не заключает	2	1
416	должно было	2	1
417	по слову	1	1
418	восприятии и	1	1
419	на одном	1	1
420	в глазах	1	1
421	словесного выражения	1	1
422	в форме	2	1
423	крайней мере	5	1
424	мне представляется	1	1
425	ее содержание	1	1
426	внешнее и	1	1
427	сколько от	2	1
428	и следовательно	3	1
429	который бы	1	1
430	следует однако	2	1
431	как объект	1	1
432	которое было	2	1
433	получает возможность	2	1
434	в обстоятельствах	1	1
435	духовная и	1	1
436	не само	1	1
437	и быть	1	1
438	к субъекту	2	1
439	каждом шагу	1	1
440	не идет	1	1
441	сторону от	1	1
