N	3gram	Propp_Isto_2	Myshleni
1	в том что	5	21
2	с одной стороны	3	7
3	в высшей степени	1	7
4	в зависимости от	1	6
5	что мы знаем	1	6
6	в связи с	4	6
7	не может быть	2	6
8	на то что	2	6
9	по отношению к	3	5
10	можно было бы	3	5
11	мы знаем об	1	4
12	о том что	2	4
13	в отличие от	1	3
14	смысле этого слова	1	3
15	мы видели что	1	3
16	мы не можем	1	3
17	по этому поводу	1	3
18	может рассматриваться как	1	3
19	том что в	1	2
20	мы видим в	1	2
21	в другом месте	2	2
22	на самом деле	2	2
23	подобно тому как	3	2
24	потому что он	2	2
25	что он не	4	2
26	то что он	1	2
27	уже видели что	2	2
28	на вопрос о	1	2
29	мы уже видели	3	2
30	казалось бы что	1	2
31	вовсе не в	1	2
32	друг от друга	1	2
33	друг с другом	1	2
34	мы увидим что	3	2
35	не происходит а	1	1
36	всякий раз когда	1	1
37	что она не	1	1
38	что под этим	1	1
39	мере того как	2	1
40	иметь в виду	2	1
41	знаем об этом	1	1
42	но так как	1	1
43	ниже при рассмотрении	1	1
44	по мере того	2	1
45	о том как	1	1
46	несмотря на то	1	1
47	если верно что	1	1
48	до сих пор	6	1
49	мы не будем	2	1
50	сам по себе	1	1
51	что в одном	1	1
52	можно спросить себя	1	1
53	мы можем установить	1	1
54	вместо того чтобы	2	1
55	а в связи	1	1
56	с тем что	3	1
57	мы должны здесь	1	1
58	точно так же	6	1
59	но никогда не	1	1
60	еще на один	1	1
61	он делает это	1	1
62	бы показать что	1	1
63	в таких случаях	2	1
64	для выяснения этого	1	1
65	в сущности это	1	1
66	и не могут	1	1
67	если мы не	1	1
68	дело не в	2	1
69	но вместе с	1	1
70	не в количестве	1	1
71	с другой стороны	2	1
72	так же как	4	1
73	связи с этим	1	1
74	связи с ее	1	1
75	с самого начала	2	1
76	не только не	1	1
77	по его мнению	1	1
78	мы имеем в	5	1
79	за то что	1	1
80	мы обратимся к	1	1
81	после того как	2	1
82	как одна из	1	1
83	из этих двух	1	1
84	наряду с этим	2	1
85	том что он	1	1
86	к тому же	2	1
87	он прежде всего	1	1
