N	2gram	Berdyaev_M_1	Dialekti
1	т е	2	46
2	не есть	9	40
3	и не	11	30
4	это –	16	25
5	или от	2	22
6	и есть	14	19
7	а не	25	18
8	и т	1	17
9	ничего не	3	17
10	может быть	30	17
11	то что	5	16
12	стало быть	1	15
13	и в	28	15
14	как бы	2	14
15	точки зрения	4	14
16	не имеет	3	14
17	так как	3	14
18	это есть	3	13
19	того что	7	13
20	это не	5	12
21	в этом	20	11
22	и вот	3	11
23	в том	6	11
24	прежде всего	10	11
25	не может	28	11
26	и все	10	11
27	том что	3	10
28	в основе	2	10
29	потому что	16	10
30	личности и	1	10
31	она есть	1	10
32	это и	4	9
33	мы не	1	9
34	было бы	10	9
35	в виду	2	9
36	и что	2	9
37	уже не	4	9
38	значит что	4	9
39	все это	6	9
40	что иное	1	8
41	не в	16	8
42	в себе	7	8
43	не только	29	8
44	и это	12	8
45	и о	1	8
46	и ее	1	8
47	иное как	1	8
48	это значит	3	8
49	не что	1	8
50	должна быть	6	7
51	и мы	2	7
52	как и	5	7
53	и его	9	7
54	только в	6	7
55	что мы	1	7
56	что он	10	7
57	что в	10	7
58	если бы	2	6
59	в то	2	6
60	что и	4	6
61	так что	1	6
62	вовсе не	1	6
63	и даже	1	6
64	а именно	1	6
65	нет ничего	7	6
66	тем более	1	6
67	сказать что	2	6
68	если вы	1	5
69	мы имеем	1	5
70	и на	6	5
71	с его	3	5
72	в своем	10	5
73	учение о	3	5
74	что она	1	5
75	в нем	13	5
76	в вечности	1	5
77	есть не	4	5
78	в жизни	3	5
79	выйти за	1	5
80	что такое	1	5
81	что я	1	5
82	в ней	15	5
83	того чтобы	2	5
84	я не	1	5
85	в каком	2	5
86	о том	2	5
87	так и	1	5
88	и можно	1	5
89	в свете	3	5
90	для того	2	5
91	личности в	2	5
92	– не	5	5
93	– это	1	5
94	в смысле	1	5
95	и для	2	5
96	но если	3	5
97	есть то	1	5
98	– как	1	5
99	также и	2	4
100	есть религия	2	4
101	оно есть	1	4
102	хотя бы	3	4
103	что они	1	4
104	в этой	6	4
105	в течение	1	4
106	и как	2	4
107	с их	2	4
108	к религии	1	4
109	не как	4	4
110	в силу	1	4
111	и с	3	4
112	с тем	9	4
113	мир и	1	4
114	она не	4	4
115	еще не	1	4
116	она всегда	1	4
117	в его	9	4
118	оказывается что	2	4
119	мы видим	2	4
120	ни с	4	4
121	в одном	1	4
122	так же	1	4
123	но это	1	4
124	один из	4	4
125	бы в	2	4
126	жизни и	2	4
127	но и	25	4
128	себя как	1	3
129	отношения к	4	3
130	и то	1	3
131	и тут	1	3
132	то мы	1	3
133	в истории	2	3
134	как в	2	3
135	с этим	3	3
136	и нет	2	3
137	когда он	3	3
138	и наконец	1	3
139	но в	7	3
140	от этого	2	3
141	та же	1	3
142	бы и	3	3
143	все эти	2	3
144	личности но	2	3
145	на этом	3	3
146	от нее	5	3
147	об этом	1	3
148	мы уже	1	3
149	всегда и	1	3
150	смысл и	1	3
151	в своей	15	3
152	в их	4	3
153	она в	1	3
154	– только	1	3
155	есть всегда	1	3
156	только для	1	3
157	и истории	1	3
158	есть прежде	1	3
159	свободы и	10	3
160	или об	1	3
161	нет ни	1	3
162	есть только	2	3
163	могут быть	2	3
164	лежит в	1	3
165	к жизни	1	3
166	и необходимости	1	3
167	сознания и	1	3
168	и та	1	3
169	этот момент	1	3
170	быть и	1	3
171	бытия но	2	3
172	уже нет	2	3
173	даже и	2	3
174	в области	1	3
175	за пределы	4	3
176	себя и	3	3
177	что не	1	3
178	говорит о	1	3
179	у нас	5	3
180	когда она	1	3
181	и потому	10	3
182	же есть	1	3
183	от него	4	3
184	или нет	1	3
185	– все	3	3
186	с ним	2	3
187	личность и	2	3
188	в свою	2	3
189	есть и	3	3
190	будет ли	1	3
191	к этому	2	3
192	можно назвать	1	3
193	нем нет	1	2
194	человека и	14	2
195	и без	1	2
196	тех же	1	2
197	мы говорим	1	2
198	и ничего	1	2
199	мир не	2	2
200	вопрос о	2	2
201	бы ни	1	2
202	себе что	1	2
203	на нем	1	2
204	во всех	1	2
205	бы не	2	2
206	природы и	1	2
207	себе и	2	2
208	нет и	5	2
209	все же	2	2
210	в этот	2	2
211	в самом	11	2
212	в которой	6	2
213	с этой	4	2
214	об этой	1	2
215	в глубине	8	2
216	на все	1	2
217	лишь в	6	2
218	это было	1	2
219	заключается в	1	2
220	от одного	1	2
221	истории и	2	2
222	есть также	2	2
223	весь мир	1	2
224	в них	4	2
225	если так	1	2
226	должно быть	3	2
227	нисколько не	1	2
228	в котором	8	2
229	по сравнению	2	2
230	если есть	1	2
231	что есть	5	2
232	в отношении	1	2
233	не менее	1	2
234	не раз	1	2
235	и именно	1	2
236	– идея	3	2
237	никогда не	14	2
238	и по	4	2
239	во всем	1	2
240	ничто не	1	2
241	как будто	2	2
242	это-то и	1	2
243	не могут	5	2
244	а что	1	2
245	можно и	1	2
246	в ее	3	2
247	своей истории	1	2
248	и когда	2	2
249	не значит	2	2
250	слово о	1	2
251	мог бы	4	2
252	жизнь и	1	2
253	в разных	1	2
254	находится в	1	2
255	о нем	2	2
256	в символическом	1	2
257	и во	2	2
258	по типу	1	2
259	говорить об	1	2
260	во всей	1	2
261	и только	1	2
262	одной из	1	2
263	образа в	1	2
264	себя в	3	2
265	же и	1	2
266	конечно не	3	2
267	то и	1	2
268	в нашей	1	2
269	был бы	10	2
270	и их	3	2
271	никто не	2	2
272	отличие от	1	2
273	тем что	4	2
274	от того	1	2
275	ее истории	1	2
276	не было	18	2
277	и из	1	2
278	что человек	3	2
279	с той	1	2
280	же о	1	2
281	есть подлинная	1	2
282	его как	2	2
283	– значит	2	2
284	в частности	1	2
285	вместе с	6	2
286	в человеке	8	2
287	сравнению с	1	2
288	что же	1	2
289	да и	1	2
290	мы еще	2	2
291	диалектика есть	1	2
292	быть не	2	2
293	под собой	1	2
294	не мог	3	2
295	за его	1	2
296	и часто	1	2
297	прежде чем	2	2
298	у достоевского	42	2
299	а как	2	2
300	отношении к	2	2
301	еще ничего	1	2
302	это все	1	2
303	возможно лишь	1	2
304	оно не	1	2
305	в противоположность	1	2
306	которая не	1	2
307	во всяком	1	2
308	все что	2	2
309	смысле слова	4	1
310	чтобы не	2	1
311	и через	1	1
312	по отдельным	1	1
313	на самом	1	1
314	сил и	1	1
315	переход от	1	1
316	к другому	1	1
317	грех и	1	1
318	и рассудок	1	1
319	в зависимости	1	1
320	которое может	1	1
321	и этот	4	1
322	сказать с	1	1
323	его не	3	1
324	бы уже	1	1
325	которое именуется	1	1
326	а где	1	1
327	имеет свою	1	1
328	своем отношении	1	1
329	но она	1	1
330	то это	1	1
331	не одно	1	1
332	и он	12	1
333	собой в	1	1
334	может не	2	1
335	он сам	6	1
336	философии не	1	1
337	что люди	1	1
338	человеке –	3	1
339	в юности	1	1
340	на высоте	1	1
341	механизм и	1	1
342	из сторон	1	1
343	и всякий	1	1
344	к богу	3	1
345	отношение к	4	1
346	и я	5	1
347	как говорит	1	1
348	в одной	1	1
349	как к	1	1
350	совершенно другой	1	1
351	еще большую	1	1
352	целый ряд	1	1
353	все стало	1	1
354	два и	1	1
355	истины и	1	1
356	говорят о	1	1
357	с какой	1	1
358	быть выражена	1	1
359	существует лишь	1	1
360	за это	1	1
361	жизни так	1	1
362	из души	1	1
363	когда будет	1	1
364	достоевского в	9	1
365	роль в	1	1
366	только один	2	1
367	чувств и	1	1
368	в противоречиях	1	1
369	имеем в	1	1
370	в философии	1	1
371	но ведь	1	1
372	если он	5	1
373	может уже	1	1
374	как совершенно	1	1
375	вообще не	2	1
376	как он	2	1
377	с чем	1	1
378	видит и	1	1
379	к миру	2	1
380	человек не	10	1
381	он не	24	1
382	всех этих	1	1
383	и еще	3	1
384	нее и	1	1
385	этого вопроса	1	1
386	так раскрывается	1	1
387	человек –	3	1
388	и более	1	1
389	только те	1	1
390	его от	1	1
391	людей и	2	1
392	и заключается	1	1
393	думал что	1	1
394	через все	2	1
395	же не	1	1
396	если нет	5	1
397	что мир	1	1
398	они должны	1	1
399	ничего выше	2	1
400	том случае	1	1
401	это я	1	1
402	и чтобы	1	1
403	нельзя мыслить	1	1
404	его в	3	1
405	входит в	2	1
406	но та	1	1
407	только одно	3	1
408	уже быть	1	1
409	церковь и	2	1
410	хаос но	1	1
411	какой-то новой	1	1
412	всю жизнь	4	1
413	одна и	1	1
414	есть явление	1	1
415	ведет к	6	1
416	потому и	1	1
417	же я	1	1
418	можно найти	1	1
419	он должен	3	1
420	знает и	1	1
421	место в	2	1
422	себе а	1	1
423	в отличие	1	1
424	в которых	4	1
425	до последнего	1	1
426	не от	1	1
427	– один	3	1
428	и границ	1	1
429	сам же	1	1
430	все –	2	1
431	но он	9	1
432	найти себе	1	1
433	что сам	1	1
434	тому чтобы	2	1
435	свобода и	6	1
436	жизни а	1	1
437	зрения и	1	1
438	в землю	1	1
439	с последней	1	1
440	сам он	1	1
441	и вся	1	1
442	к мировому	1	1
443	как будет	1	1
444	для познания	1	1
445	вплоть до	1	1
446	с которой	2	1
447	в обоих	1	1
448	говорит великий	1	1
449	то чего	1	1
450	в иное	2	1
451	и сама	2	1
452	он еще	1	1
453	для творчества	1	1
454	самой жизни	1	1
455	явление совершенно	1	1
456	задача –	1	1
457	природы в	3	1
458	для философии	3	1
459	такая же	1	1
460	мира таково	1	1
461	не знали	1	1
462	которая всегда	1	1
463	у меня	1	1
464	а в	4	1
465	бытия как	1	1
466	необходимость не	1	1
467	бог и	7	1
468	в диалектическом	1	1
469	к себе	1	1
470	в духе	1	1
471	нет кроме	1	1
472	когда мы	2	1
473	– самая	1	1
474	человека в	13	1
475	зависимости от	1	1
476	всего в	2	1
477	– с	1	1
478	всего что	2	1
479	есть настоящее	2	1
480	и явление	1	1
481	она целиком	1	1
482	с выполнением	1	1
483	как они	1	1
484	приходит к	1	1
485	из всего	1	1
486	чем не	1	1
487	вечности и	1	1
488	не могу	1	1
489	можно сделать	1	1
490	в пределах	1	1
491	личности все	1	1
492	верит в	1	1
493	на том	3	1
494	природе своей	1	1
495	во тьме	3	1
496	исключительно с	1	1
497	можно было	1	1
498	было в	1	1
499	по природе	1	1
500	бога как	1	1
501	к тем	1	1
502	и трудно	1	1
503	настолько же	1	1
504	быть может	7	1
505	говорил что	1	1
506	состояния и	1	1
507	и историческое	2	1
508	и нужно	2	1
509	имеет с	1	1
510	от чуда	1	1
511	все его	3	1
512	кроме человека	1	1
513	но когда	1	1
514	в греческой	1	1
515	со слезами	1	1
516	к нему	7	1
517	всей нашей	1	1
518	доходит до	1	1
519	не могло	1	1
520	и всю	1	1
521	нем не	2	1
522	от них	1	1
523	не подходит	1	1
524	жизни –	1	1
525	в другой	1	1
526	все в	6	1
527	тьме и	1	1
528	все время	1	1
529	отлично от	1	1
530	и всякое	1	1
531	человека как	2	1
532	и она	2	1
533	антихрист его	1	1
534	в него	3	1
535	одного из	1	1
536	почти все	1	1
537	что только	1	1
538	этот вопрос	1	1
539	– к	3	1
540	пришел к	1	1
541	жизнь из	2	1
542	бы из	1	1
543	будто бы	3	1
544	судьба не	1	1
545	с какой-то	1	1
546	отрешенный от	1	1
547	с нею	1	1
548	и у	2	1
549	уже в	4	1
550	ничего нельзя	1	1
551	образ но	1	1
552	и всякая	1	1
553	оно всегда	1	1
554	в душе	1	1
555	его и	1	1
556	хочет быть	1	1
557	одно из	3	1
558	не так	3	1
559	земли и	1	1
560	себе в	1	1
561	есть та	1	1
562	цели и	1	1
563	наука о	1	1
564	в конце	7	1
565	человек так	1	1
566	себя от	1	1
567	ее не	1	1
568	как его	1	1
569	быть так	1	1
570	от всякого	1	1
571	которой нет	1	1
572	и вместе	4	1
573	и всему	1	1
574	не были	1	1
575	и человека	5	1
576	всего своего	1	1
577	бесконечное и	1	1
578	поверхности земли	3	1
579	пределы и	2	1
580	пребывает в	3	1
581	души и	1	1
582	к ее	1	1
583	к человеку	9	1
584	нужно сказать	1	1
585	на этот	2	1
586	до конца	14	1
587	и самый	2	1
588	жизнь в	1	1
589	как ни	1	1
590	и оно	1	1
591	только от	1	1
592	него не	2	1
593	мира в	1	1
594	всемирной истории	2	1
595	я хочу	3	1
596	нет никаких	2	1
597	но оно	1	1
598	отличается от	2	1
599	человек в	9	1
600	из мира	1	1
601	ко всем	3	1
602	веру и	1	1
603	бы это	1	1
604	человека к	2	1
605	с идеалом	1	1
606	ничего нет	1	1
607	все внимание	1	1
608	он будет	1	1
609	знать что	1	1
