N	2gram	Vygotskiy__5	Stilisti
1	и в	16	42
2	не только	16	27
3	как бы	5	27
4	и т.п	1	24
5	прежде всего	3	22
6	и т.д	4	20
7	внутренней речи	7	18
8	хотя бы	5	17
9	но и	6	15
10	то же	8	15
11	и не	12	14
12	не может	18	12
13	может быть	9	12
14	как и	8	11
15	мы уже	1	11
16	точки зрения	18	11
17	и как	3	10
18	как мы	10	10
19	в этом	25	10
20	мы должны	8	10
21	что мы	4	10
22	при этом	4	9
23	мы не	3	9
24	то что	26	9
25	в то	5	9
26	для того	14	9
27	в себе	1	8
28	все же	3	8
29	таким образом	19	8
30	тем самым	8	8
31	с тем	3	8
32	что же	1	8
33	в ней	2	8
34	и это	1	8
35	в которой	5	7
36	того чтобы	17	7
37	потому что	21	7
38	а не	10	7
39	и от	2	7
40	и его	3	7
41	слов и	2	7
42	зависимости от	2	7
43	ничего не	5	7
44	никогда не	5	7
45	только в	10	7
46	и тем	3	7
47	в зависимости	2	7
48	и на	6	7
49	мы можем	6	7
50	с его	1	7
51	было бы	10	7
52	так как	16	7
53	на его	2	6
54	в форме	1	6
55	так и	7	6
56	язык в	1	6
57	в нем	7	6
58	не в	6	6
59	в конце	1	6
60	во всех	2	6
61	речи и	6	6
62	точку зрения	1	6
63	в этой	6	6
64	в процессе	13	6
65	мы будем	2	6
66	язык и	2	6
67	в области	12	6
68	или иной	1	6
69	в свою	4	6
70	точек зрения	4	5
71	же мы	2	5
72	и с	3	5
73	и наконец	1	5
74	одно и	1	5
75	и является	3	5
76	и их	4	5
77	обратное влияние	3	5
78	в сознании	1	5
79	с помощью	10	5
80	т.д и	2	5
81	как это	8	5
82	того или	1	5
83	те же	2	5
84	в нашем	1	5
85	независимо от	1	5
86	вместе с	4	5
87	в той	6	5
88	мы видели	3	5
89	и той	1	5
90	что язык	1	5
91	той же	4	5
92	в его	11	5
93	тому что	5	5
94	мы никогда	1	5
95	а в	3	5
96	с точки	9	5
97	или иного	1	5
98	не является	5	5
99	уже в	1	5
100	и следовательно	6	5
101	же самое	4	5
102	языка и	6	4
103	мы показали	1	4
104	бы в	4	4
105	можно сказать	5	4
106	так же	15	4
107	что это	1	4
108	речь и	4	4
109	слово не	1	4
110	так сказать	1	4
111	влияние на	1	4
112	его в	2	4
113	были бы	1	4
114	внутренняя речь	7	4
115	того что	16	4
116	но все	2	4
117	и к	2	4
118	все время	1	4
119	в качестве	4	4
120	у нас	2	4
121	к тому	6	4
122	связаны с	1	4
123	свою очередь	3	4
124	мы увидим	1	4
125	один из	1	4
126	а с	2	4
127	в слове	1	4
128	вопроса о	3	4
129	в каждом	1	4
130	не существует	1	4
131	что именно	1	4
132	в самом	4	4
133	не что	1	4
134	с самого	5	4
135	мы видим	4	4
136	но в	6	4
137	само собой	1	4
138	о том	8	4
139	все это	2	4
140	себя в	1	4
141	самом деле	3	4
142	тем же	1	4
143	и то	4	4
144	точка зрения	8	4
145	если мы	7	4
146	можно было	5	4
147	если бы	8	4
148	во внутренней	1	4
149	самого начала	5	4
150	той или	1	4
151	то мы	1	3
152	нуждается в	1	3
153	и здесь	2	3
154	не знает	5	3
155	еще не	4	3
156	зависимость между	2	3
157	жизни и	2	3
158	как таковой	1	3
159	и для	1	3
160	главным образом	1	3
161	и развития	12	3
162	связи с	3	3
163	но при	2	3
164	языком и	1	3
165	и все	1	3
166	до того	2	3
167	т.п и	1	3
168	внутренней и	1	3
169	внешняя речь	1	3
170	что у	2	3
171	его и	3	3
172	в тех	1	3
173	от того	3	3
174	лишь в	1	3
175	об этом	1	3
176	если он	2	3
177	если не	1	3
178	между ними	1	3
179	что было	2	3
180	для нас	1	3
181	в виду	2	3
182	в начале	1	3
183	деятельности и	1	3
184	теперь в	1	3
185	в ее	1	3
186	здесь мы	1	3
187	отношения к	2	3
188	связанных с	1	3
189	не так	1	3
190	на самом	1	3
191	это не	4	3
192	и даже	2	3
193	тех или	1	3
194	этом случае	3	3
195	во второй	2	3
196	и поэтому	2	3
197	в целом	4	3
198	что оно	6	3
199	да и	1	3
200	сказать что	13	3
