N	3gram	Bakhtin_Pr_5	Otkroven
1	записок из подполья	3	5
2	от него и	1	4
3	из подполья и	1	3
4	в записках из	1	3
5	в нем нет	1	3
6	в романах достоевского	4	3
7	для того чтобы	1	3
8	записках из подполья	1	3
9	что же это	1	2
10	и в этом	2	2
11	а не в	1	2
12	не может быть	3	2
13	как и все	2	2
14	я уверен что	2	1
15	смысле этого слова	2	1
16	в обычном смысле	2	1
17	и к чему	1	1
18	как будто бы	1	1
19	в строгом смысле	1	1
20	потому что в	1	1
21	а вовсе не	1	1
22	прежде всего в	1	1
23	это потому что	1	1
24	друг к другу	3	1
25	что и это	1	1
26	самое главное и	1	1
27	почему же не	2	1
28	в самом деле	1	1
29	все это было	2	1
30	как бы в	1	1
31	и в том	1	1
32	строгом смысле этого	1	1
33	и все эти	1	1
34	о том как	1	1
35	так и не	1	1
36	к чему бы	1	1
37	да и то	1	1
38	записки из подполья	1	1
39	между этими двумя	1	1
40	всех героев достоевского	1	1
41	у достоевского нет	2	1
42	и не может	2	1
43	во всяком случае	4	1
44	сам по себе	2	1
45	действующих лиц в	1	1
46	не в силах	2	1
47	он и не	2	1
48	о том что	1	1
49	в этом отношении	1	1
50	то что в	1	1
51	и все это	2	1
52	и в самом	3	1
53	да ведь это	1	1
54	заключает в себе	1	1
55	смирись гордый человек	1	1
56	и прежде всего	4	1
57	в том что	2	1
58	он ни был	1	1
59	бы он ни	1	1
60	и не в	2	1
61	в других романах	1	1
62	и то что	1	1
63	вы скажете что	2	1
64	из подполья но	1	1
65	друг с другом	4	1
66	в братьях карамазовых	3	1
67	мышкиным и рогожиным	1	1
68	у достоевского есть	1	1
69	с его собственным	1	1
70	как и в	1	1
71	в противоречии с	1	1
72	что в центре	1	1
73	но к этому	1	1
74	может быть что	1	1
75	героя из подполья	3	1
