N	2gram	Bakhtin_Fr_5	Vladivir
1	и в	45	30
2	в году	3	24
3	в этом	14	20
4	то что	2	20
5	у него	4	19
6	и не	15	18
7	в том	10	18
8	и с	10	14
9	что он	6	13
10	в конце	7	13
11	не только	14	12
12	том что	7	12
13	что в	12	12
14	как мы	8	11
15	в его	13	11
16	а в	4	11
17	сказать что	4	11
18	и вообще	2	10
19	а также	4	10
20	не было	3	10
21	и даже	4	10
22	все же	2	9
23	кроме того	4	9
24	было бы	2	9
25	не в	7	9
26	в то	11	9
27	не может	5	9
28	для него	3	9
29	потому что	7	9
30	в своем	11	8
31	но в	14	8
32	не мог	4	8
33	связи с	6	8
34	но и	10	8
35	в связи	5	8
36	вместе с	3	8
37	до конца	1	7
38	то есть	25	7
39	ни в	3	7
40	точки зрения	4	7
41	никогда не	1	7
42	не менее	3	7
43	в эти	2	7
44	может быть	2	7
45	а не	4	7
46	как это	4	7
47	и все	7	7
48	также и	7	6
49	он был	7	6
50	хотя и	5	6
51	и к	5	6
52	в себе	1	6
53	об этом	4	6
54	тем не	1	6
55	и его	13	6
56	у нас	1	6
57	то время	3	6
58	всякого рода	2	6
59	только в	4	6
60	а именно	2	6
61	еще и	3	6
62	прежде всего	10	6
63	о чем	3	6
64	к этому	2	6
65	жизни и	8	6
66	во всяком	1	6
67	того же	3	5
68	с этим	4	5
69	то в	1	5
70	все эти	5	5
71	при этом	2	5
72	необходимо сказать	1	5
73	как и	10	5
74	в своей	3	5
75	в котором	1	5
76	так как	6	5
77	к концу	1	5
78	в дальнейшем	1	5
79	так и	6	5
80	с ним	5	5
81	другими словами	1	5
82	и что	2	5
83	того что	3	5
84	тот же	1	5
85	в течение	3	5
86	как бы	12	5
87	о его	1	5
88	все это	7	5
89	из этого	1	5
90	то же	11	4
91	той же	4	4
92	то это	1	4
93	и он	3	4
94	в ней	8	4
95	и на	5	4
96	время в	1	4
97	с его	7	4
98	что это	2	4
99	в целом	2	4
100	в этой	6	4
101	и если	2	4
102	на его	1	4
103	в нем	10	4
104	он не	6	4
105	его в	5	4
106	это было	4	4
107	и мы	1	4
108	несмотря на	2	4
109	мы знаем	1	4
110	и о	4	4
111	здесь не	6	4
112	эти последние	2	4
113	можно сказать	2	4
114	о том	4	4
115	конечно не	2	4
116	вовсе не	8	4
117	для меня	1	4
118	именно в	3	4
119	так же	8	4
120	в это	1	4
121	но это	5	4
122	в начале	2	4
123	и наконец	2	4
124	на этот	3	4
125	ко всему	2	4
126	по поводу	4	4
127	это время	2	4
128	можно говорить	2	3
129	и больше	2	3
130	и вот	3	3
131	этого времени	1	3
132	во всех	13	3
133	но не	4	3
134	отличие от	2	3
135	его на	1	3
136	как в	3	3
137	и как	5	3
138	из этих	3	3
139	им в	2	3
140	всех этих	6	3
141	таким образом	8	3
142	те же	1	3
143	должен был	1	3
144	в них	6	3
145	в отношении	2	3
146	с точки	2	3
147	не столько	2	3
148	в отличие	2	3
149	что я	1	3
150	но он	3	3
151	не могли	1	3
152	том же	2	3
153	вплоть до	2	3
154	же время	9	3
155	к ней	2	3
156	в области	1	3
157	он и	3	3
158	где он	1	3
159	и это	4	3
160	никак не	1	3
161	что и	7	3
162	вообще в	1	3
163	в виде	1	3
164	на этих	1	3
165	никакого отношения	1	3
166	дело в	3	3
167	наконец в	1	3
168	под влиянием	1	3
169	из трех	1	3
170	в данном	2	3
171	да и	1	3
172	по существу	3	3
173	своей жизни	2	3
174	под названием	2	3
175	и для	3	3
176	еще более	1	3
177	тем более	1	3
178	хотя бы	2	3
179	но вот	1	3
180	в свою	1	3
181	в таком	1	3
182	это в	2	3
183	также что	1	2
184	и есть	2	2
185	и до	2	2
186	из его	2	2
187	мы уже	4	2
188	его не	4	2
189	г в	1	2
190	от всякой	1	2
191	единство и	3	2
192	который был	1	2
