N	2gram	Tiupa_Anal_3	Narrotol
1	не только	22	31
2	но и	13	27
3	и не	12	23
4	при этом	11	19
5	может быть	9	15
6	в качестве	12	14
7	в частности	12	14
8	как и	14	13
9	в тексте	9	13
10	а не	9	13
11	а в	10	13
12	в этом	14	12
13	только в	2	12
14	и в	18	11
15	в данном	4	11
16	тогда как	20	10
17	состоит в	4	10
18	своего рода	8	10
19	и его	13	10
20	такого рода	5	10
21	то есть	10	9
22	то что	2	9
23	то же	3	8
24	представляет собой	5	8
25	иначе говоря	2	8
26	не может	2	8
27	данном случае	3	8
28	в том	9	8
29	уже не	5	8
30	со стороны	9	8
31	и т.п	5	8
32	но в	2	7
33	том что	12	7
34	если бы	1	7
35	у него	1	7
36	и он	2	6
37	в самом	5	6
38	не в	6	6
39	в этой	6	6
40	в себе	2	6
41	тому же	3	6
42	об этом	2	6
43	не мог	2	6
44	к тому	6	6
45	и т.д	2	6
46	одного из	1	6
47	во втором	4	6
48	в его	7	6
49	как бы	10	6
50	один из	2	6
51	как раз	7	6
52	а также	2	6
53	жизни и	1	6
54	и на	4	5
55	той или	3	5
56	как правило	5	5
57	перед нами	4	5
58	так и	14	5
59	точки зрения	3	5
60	в своей	1	5
61	тем самым	4	5
62	потому что	1	5
63	можно сказать	4	5
64	в соответствии	2	5
65	столь же	4	5
66	то в	2	4
67	в первом	2	4
68	на себя	2	4
69	еще не	6	4
70	истории в	1	4
71	с его	8	4
72	но не	7	4
73	как в	3	4
74	все же	4	4
75	хотя и	2	4
76	из этих	3	4
77	в нем	2	4
78	в принципе	2	4
79	в мире	5	4
80	по себе	4	4
81	в одном	4	4
82	вплоть до	2	4
83	в то	3	4
84	одна из	2	4
85	того чтобы	1	4
86	никогда не	5	4
87	что на	1	4
88	к себе	1	4
89	в ней	2	4
90	так в	3	4
91	что у	1	4
92	о том	6	4
93	внимание на	4	4
94	же время	3	4
95	в литературе	1	4
96	того что	1	4
97	являет собой	3	4
98	для него	6	4
99	слова в	1	4
100	или иной	5	4
101	прежде всего	5	4
102	из наиболее	1	4
103	о чем	4	4
104	этом и	1	4
105	однако и	3	4
106	как известно	1	3
107	речь идет	1	3
108	самом деле	2	3
109	идет о	1	3
110	жизни героя	1	3
111	едва ли	3	3
112	всего лишь	8	3
113	мы имеем	5	3
114	мы не	3	3
115	а для	2	3
116	он сам	1	3
117	но как	3	3
118	в противовес	2	3
119	в своем	4	3
120	и как	4	3
121	к чему	1	3
122	в целом	3	3
123	он не	6	3
124	для того	1	3
125	подобно тому	3	3
126	вольфа шмида	1	3
127	в глазах	2	3
128	это не	2	3
129	художественного письма	1	3
130	по мысли	1	3
131	в жизни	2	3
132	в слове	5	3
133	не всегда	3	3
134	в ходе	1	3
135	и ее	2	3
136	тем не	2	3
137	однако в	5	3
138	не менее	4	3
139	но они	2	3
140	в русской	7	3
141	картины мира	4	3
142	присутствия в	1	3
143	как будто	1	3
144	этом отношении	3	3
145	за ними	1	3
146	у нас	1	3
147	истории не	2	3
148	золотого сечения	1	3
149	и о	1	3
150	различного рода	1	3
151	о ней	1	3
152	сводится к	2	3
153	обращается к	1	3
154	лишь в	5	3
155	в конечном	2	3
156	между тем	5	3
157	или напротив	1	3
158	что он	4	3
159	в состав	1	3
160	по отношению	7	3
161	могло бы	1	3
162	не говорит	1	3
163	в финале	3	3
164	именно в	3	3
165	при всей	1	3
166	не было	3	3
167	как это	3	3
168	текста в	6	3
169	тому как	2	3
170	главного героя	1	3
171	в начале	6	3
172	это уже	1	3
173	не является	5	3
174	и все	2	3
175	в поле	1	3
176	первом случае	1	3
177	отношению к	7	3
178	героя в	1	3
179	нарративного высказывания	1	3
180	что в	9	3
181	а о	1	2
182	своего и	1	2
183	обращено к	1	2
184	тем же	1	2
185	в зависимости	1	2
186	событие это	1	2
187	и для	2	2
188	высказывания в	1	2
189	в сущности	5	2
190	ему в	1	2
191	зависимости от	1	2
192	и самого	6	2
193	между собой	1	2
194	как если	1	2
195	если в	3	2
196	отличие от	2	2
197	во сне	3	2
198	один и	1	2
199	отнюдь не	4	2
200	в той	2	2
201	из уст	1	2
202	кто говорит	2	2
203	что касается	3	2
204	дистанция между	2	2
