N	3gram	Vygotskiy__4	EvropaiE
1	с точки зрения	11	16
2	с одной стороны	9	8
3	одной стороны и	2	6
4	в том что	31	6
5	с этой точки	4	5
6	так же как	5	5
7	этой точки зрения	4	5
8	для того чтобы	5	5
9	бы то ни	1	4
10	не только в	1	4
11	то ни было	1	4
12	само по себе	1	4
13	в этом смысле	8	3
14	же как и	4	3
15	в этом отношении	7	3
16	можно было бы	5	3
17	друг с другом	7	3
18	во всяком случае	3	3
19	можно сказать что	1	3
20	заключает в себе	1	3
21	прежде всего в	1	2
22	имеет место в	1	2
23	не говоря уже	1	2
24	сплошь и рядом	1	2
25	только в том	2	2
26	и со стороны	1	2
27	то что в	1	2
28	и в частности	1	2
29	в данном случае	2	2
30	тому или иному	2	2
31	в качестве орудия	1	2
32	заключается в том	14	2
33	по нашему мнению	2	2
34	по сравнению с	3	2
35	и только в	2	2
36	с другой стороны	8	2
37	не может быть	1	2
38	по себе не	1	2
39	в свою очередь	2	2
40	мы можем сказать	1	2
41	на то что	4	2
42	друг от друга	1	2
43	приводит нас к	1	2
44	как мы видели	2	2
45	и того же	5	1
46	не может не	2	1
47	что в этом	1	1
48	о том насколько	1	1
49	подобно этому и	1	1
50	чуть ли не	1	1
51	но так как	2	1
52	в том же	1	1
53	то что с	1	1
54	и не только	2	1
55	и во многих	1	1
56	во многих других	1	1
57	не заключает в	1	1
58	говоря уже о	1	1
59	том случае если	1	1
60	то и другое	1	1
61	не связана с	1	1
62	того что мы	1	1
63	в отличие от	2	1
64	но и в	2	1
65	и та же	1	1
66	котором мы говорили	1	1
67	к тому или	2	1
68	в своей совокупности	1	1
69	с тем что	3	1
70	том числе и	2	1
71	мы увидим что	1	1
72	может быть установлена	1	1
73	но само по	1	1
74	во внимание что	1	1
75	что в качестве	1	1
76	что в силу	1	1
77	не только те	1	1
78	на этот раз	1	1
79	и тот же	7	1
80	лежащих в основе	1	1
81	смысле этого слова	7	1
82	а также и	1	1
83	и в отношении	2	1
84	не могут быть	2	1
85	в том случае	1	1
86	то время как	1	1
87	с другой можно	1	1
88	в связи с	3	1
89	ко второй группе	1	1
90	друг к другу	1	1
91	одна и та	1	1
92	что в области	1	1
93	о котором мы	1	1
94	мы не станем	1	1
95	вместо того чтобы	1	1
96	в таком смысле	1	1
97	не может остаться	1	1
98	мы видели что	2	1
99	это мы видим	1	1
100	отнюдь не означает	1	1
101	один и тот	7	1
102	только в качестве	1	1
103	неизбежно приводит нас	2	1
104	том смысле что	1	1
105	в то время	1	1
106	что наряду с	1	1
107	выступает в качестве	1	1
108	как это мы	2	1
109	и тем самым	4	1
110	к еще более	1	1
111	это значит что	2	1
112	они относятся к	1	1
113	можем сказать что	1	1
114	речь идет о	3	1
115	одного и того	5	1
116	и ту же	1	1
117	в том числе	2	1
118	к тому что	1	1
119	в том смысле	2	1
120	тех или иных	1	1
121	одну и ту	1	1
122	тех и других	3	1
123	но и то	1	1
124	к тому же	1	1
125	только тогда когда	1	1
126	в области развития	1	1
