N	2gram	Losev_Vlad_1	SlovoVZh
1	не может	6	16
2	может быть	6	14
3	точки зрения	2	14
4	и его	7	13
5	таким образом	3	12
6	и в	31	12
7	по отношению	1	11
8	в нашем	4	11
9	и не	17	10
10	если бы	1	9
11	так как	8	9
12	прежде всего	1	8
13	творца и	1	7
14	сказать что	7	7
15	для нас	4	7
16	в ней	1	6
17	в том	11	6
18	только в	9	6
19	при этом	2	6
20	с помощью	1	6
21	в нем	4	6
22	то же	6	5
23	можно сказать	6	5
24	отнюдь не	3	5
25	как в	3	5
26	но в	12	5
27	в жизни	3	5
28	а не	1	5
29	как и	4	5
30	что мы	2	5
31	том что	14	5
32	никогда не	9	5
33	хотя бы	2	5
34	то что	18	5
35	на самом	1	4
36	литературы и	1	4
37	к нему	4	4
38	за пределы	3	4
39	в литературе	1	4
40	в этом	14	4
41	все же	3	4
42	в самом	2	4
43	уже не	3	4
44	не только	24	4
45	ни было	1	4
46	отношение к	3	4
47	от того	1	4
48	так и	6	4
49	с другой	3	4
50	что не	1	4
51	не в	5	4
52	дело в	4	4
53	и к	6	4
54	жизни и	5	4
55	и на	3	4
56	здесь не	3	3
57	самом деле	1	3
58	в котором	6	3
59	ведь и	1	3
60	ясно что	2	3
61	еще не	2	3
62	мы не	1	3
63	и вообще	4	3
64	о том	11	3
65	бы то	1	3
66	но и	19	3
67	того что	2	3
68	когда он	5	3
69	все эти	3	3
70	только на	3	3
71	конечно не	2	3
72	в себе	4	3
73	да и	4	3
74	для него	7	3
75	не к	1	3
76	и по	8	3
77	то ни	1	3
78	и с	14	3
79	ни в	2	3
80	и пр	1	3
81	в них	2	3
82	и уже	1	3
83	в своей	4	3
84	так же	1	3
85	тем не	2	3
86	как к	2	3
87	и более	1	3
88	из этого	2	3
89	не менее	2	3
90	все это	5	3
91	и для	2	3
92	бы мы	1	3
93	с ним	5	3
94	или не	1	3
95	отношении к	1	3
96	в каком	2	3
97	и то	10	2
98	как это	7	2
99	и совершенно	1	2
100	едва ли	3	2
101	те же	1	2
102	в строгой	1	2
103	мы имеем	1	2
104	и здесь	3	2
105	искусства и	1	2
106	не способен	1	2
107	настоящее время	1	2
108	с его	11	2
109	но мы	2	2
110	и что	6	2
111	ней как	1	2
112	в чем	2	2
113	жизни если	1	2
114	в данном	1	2
115	которые мы	1	2
116	для других	1	2
117	в его	12	2
118	что и	5	2
119	относится к	1	2
120	с чисто	1	2
121	поскольку они	1	2
122	в своем	4	2
123	в формах	1	2
124	кроме того	7	2
125	как уже	1	2
126	его к	2	2
127	дело с	1	2
128	и потому	6	2
129	и так	3	2
130	в настоящее	1	2
131	с одной	1	2
132	выражение в	1	2
133	уже в	7	2
134	тому же	2	2
135	и те	1	2
136	жизнью и	1	2
137	он не	10	2
138	мы можем	1	2
139	но что	3	2
140	из него	1	2
141	одно и	1	2
142	но все	1	2
143	в особенности	4	2
144	на все	2	2
145	влияние на	1	2
146	с другими	1	2
147	это не	1	2
148	себя и	1	2
149	одной стороны	1	2
150	до конца	1	2
151	другой стороны	3	2
152	его как	1	2
153	в момент	2	2
154	связь с	1	2
155	вместе с	3	2
156	в отношении	3	2
157	к его	3	2
158	но не	3	2
159	место в	2	2
160	вместе со	1	2
161	с этой	1	2
162	она не	1	2
163	в атмосфере	1	2
164	в основном	1	2
165	в то	8	2
166	и притом	3	2
167	на него	3	2
168	за его	1	2
169	известной степени	1	2
170	ничего не	3	2
171	но отнюдь	1	2
172	а к	22	2
173	этих двух	1	2
174	и все	4	2
175	но зато	2	2
176	в этих	1	2
177	но это	3	2
178	между ними	1	2
179	но этот	3	2
180	и вполне	1	2
181	выходят за	1	2
182	же самое	1	2
183	на это	2	2
184	что в	14	2
185	как на	2	2
186	и другие	1	2
187	не есть	1	2
188	к этому	6	2
189	и это	2	1
190	ту же	1	1
191	как мы	9	1
192	и о	2	1
193	с ее	1	1
194	мы здесь	1	1
195	свою очередь	1	1
196	а из	1	1
197	это и	2	1
198	нами выше	1	1
199	нам кажется	1	1
200	с первого	2	1
201	только то	1	1
202	в произведении	1	1
203	не хочет	1	1
204	с самого	1	1
205	когда человек	1	1
206	то время	2	1
207	моменты его	1	1
208	из его	4	1
209	не имеют	1	1
210	однако эта	2	1
211	и больше	1	1
212	выдвигает на	1	1
213	мы уже	7	1
214	а этот	1	1
215	было в	1	1
216	лет и	2	1
217	так называемую	1	1
218	хорошо и	1	1
219	слово было	1	1
220	жизнь и	3	1
221	что уже	1	1
222	на что	2	1
223	он как	3	1
224	не вполне	1	1
225	на себя	3	1
226	сводится к	1	1
227	в порядке	1	1
228	слова из	1	1
229	и он	3	1
230	с большим	1	1
231	и являются	1	1
232	не нужно	1	1
233	на них	1	1
234	из особенностей	1	1
235	там же	13	1
236	и который	2	1
237	столь же	1	1
238	в значительной	1	1
239	во всех	1	1
240	и во	1	1
241	то мы	3	1
242	все в	1	1
243	и всего	1	1
244	то в	1	1
245	от его	1	1
246	к которой	1	1
247	в общем	3	1
248	менее всего	1	1
249	себе и	1	1
250	в свои	2	1
251	и можно	2	1
252	того в	2	1
253	что они	3	1
254	именно в	1	1
255	знания и	2	1
256	в одной	1	1
257	и мир	1	1
258	пути в	1	1
259	что здесь	1	1
260	на которой	1	1
261	кто не	2	1
262	нас за	1	1
263	хотя и	4	1
264	может получить	1	1
265	тот же	3	1
266	мы увидим	3	1
267	ли он	1	1
268	более или	3	1
269	себе не	1	1
270	как нечто	1	1
271	первого же	3	1
272	по мнению	1	1
273	в обществе	1	1
274	может дать	1	1
275	в целом	3	1
276	это же	1	1
277	более подробно	2	1
278	в эти	7	1
279	близости к	1	1
280	себя в	4	1
281	им в	1	1
282	нами и	1	1
283	значение и	1	1
284	в виде	3	1
285	что она	2	1
286	слова не	1	1
287	не из	2	1
288	в переводе	1	1
289	сказано в	1	1
290	одно из	1	1
291	как часто	1	1
292	всяком случае	2	1
293	не как	1	1
294	в одном	1	1
295	и вот	3	1
296	вовсе не	5	1
297	у нее	1	1
298	близости с	1	1
299	друг друга	1	1
300	как его	1	1
301	бытия и	1	1
302	у него	15	1
303	на этом	2	1
304	нее не	1	1
305	самом же	1	1
306	даже и	9	1
307	том же	1	1
308	здесь мы	3	1
309	и только	1	1
310	что все	2	1
311	же деле	1	1
312	без того	1	1
313	ни одной	1	1
314	и из	3	1
315	на протяжении	1	1
316	и которые	1	1
317	который и	1	1
318	и непосредственное	1	1
319	и мы	2	1
320	было бы	2	1
321	этом смысле	4	1
322	и тем	1	1
323	один и	2	1
324	или о	2	1
325	кажется что	2	1
326	только к	3	1
327	что для	4	1
328	говорит о	1	1
329	физические и	1	1
330	для них	1	1
331	от нее	2	1
332	но уже	1	1
333	не было	5	1
334	а с	5	1
335	далеко не	1	1
336	которой он	5	1
337	несмотря на	4	1
338	в руках	1	1
339	если этот	1	1
340	конечно на	1	1
341	человек но	1	1
342	о чем	1	1
343	на эту	1	1
344	него не	3	1
345	в изучении	1	1
346	уверенность в	1	1
347	в истории	4	1
348	и тогда	1	1
349	и того	1	1
350	остается в	1	1
351	со всей	1	1
352	или менее	3	1
353	но если	1	1
354	в частности	2	1
355	на который	1	1
356	то он	6	1
357	и без	1	1
358	это делает	2	1
359	этом достаточно	1	1
360	только его	1	1
361	то есть	3	1
362	она в	1	1
363	сторона дела	1	1
364	не могут	1	1
365	и глубоко	2	1
366	только об	1	1
367	так мы	1	1
368	что я	2	1
369	он будет	2	1
370	чувства от	1	1
371	однако он	1	1
372	зрения нельзя	1	1
373	тем кто	2	1
374	но эта	1	1
375	и тот	2	1
376	которые в	1	1
377	с такою	1	1
378	из этой	1	1
379	и относительно	1	1
380	том и	1	1
381	уже сказали	2	1
382	характеристики и	3	1
383	ним в	1	1
384	и почти	2	1
385	мы еще	1	1
386	для нее	2	1
387	и вся	1	1
388	в высшей	1	1
389	в который	1	1
390	с которой	1	1
391	деле это	1	1
392	как о	1	1
393	протяжении всей	1	1
394	в науке	3	1
395	весь этот	1	1
396	время как	1	1
397	и искусство	1	1
398	свою связь	1	1
399	он еще	1	1
400	уже на	1	1
401	того чтобы	2	1
402	чем не	2	1
403	не существует	1	1
404	всей его	2	1
405	это мы	2	1
406	найти в	1	1
407	в результате	2	1
408	человек и	1	1
409	эта сторона	1	1
410	в качестве	6	1
411	речи с	2	1
412	имеем дело	1	1
413	же время	4	1
414	особого рода	2	1
415	это часто	1	1
416	вне человеческого	1	1
417	от него	2	1
418	тем более	2	1
419	с этих	1	1
420	мы должны	2	1
421	по своей	4	1
422	поэт и	1	1
423	этого что	1	1
424	же этот	1	1
425	всей жизни	3	1
426	убедиться в	1	1
427	на одно	1	1
428	это человек	1	1
429	бы по	1	1
430	связи с	1	1
431	можно только	1	1
432	в свою	1	1
433	это уже	1	1
434	ним на	1	1
435	уже и	2	1
436	этом отношении	1	1
437	гораздо больше	1	1
438	жизни в	1	1
439	в области	1	1
440	в неразрывное	1	1
441	больше того	1	1
442	с ней	1	1
443	в стиле	1	1
444	у нас	6	1
445	и сейчас	2	1
446	все то	1	1
447	что можно	1	1
448	поэтому не	1	1
449	есть только	1	1
450	нас главным	1	1
451	время не	1	1
452	то из	1	1
453	в окончательном	1	1
454	к другим	1	1
455	слова с	1	1
456	и эта	1	1
457	в таком	1	1
458	во всяком	2	1
459	вполне понятно	1	1
460	к тому	3	1
