N	3gram	Medvedev_F_1	Myslijsy
1	более или менее	6	8
2	сами по себе	2	7
3	во всяком случае	4	7
4	в том что	1	7
5	в свою очередь	6	6
6	тем не менее	1	5
7	и в свою	1	4
8	до сих пор	6	4
9	от того что	1	4
10	с одной стороны	4	3
11	смысле этого слова	3	3
12	по себе не	1	3
13	мы не можем	2	3
14	и т п	4	3
15	как бы ни	3	3
16	и т д	8	3
17	и может быть	1	2
18	на самом деле	6	2
19	как и во	1	2
20	и все остальные	1	2
21	и во всех	1	2
22	между тем как	1	2
23	с другой стороны	1	2
24	то же время	8	2
25	так и в	4	2
26	не может быть	5	2
27	с самого начала	1	2
28	в этом смысле	1	2
29	в то же	8	2
30	сама по себе	2	2
31	и в общем	1	1
32	наших отношениях к	1	1
33	не можем не	1	1
34	состоит в том	1	1
35	здесь может быть	1	1
36	друг другу и	1	1
37	но даже и	1	1
38	одной стороны и	4	1
39	не приводит в	1	1
40	друг от друга	2	1
41	и свою собственную	1	1
42	оно должно быть	1	1
43	этой последней в	1	1
44	в отличие от	1	1
45	бы то ни	3	1
46	никаких оснований для	1	1
47	при этом не	1	1
48	именно того что	2	1
49	и не может	2	1
50	со всех сторон	1	1
51	с этой точки	1	1
52	и не в	2	1
53	вместе с тем	1	1
54	этого еще мало	1	1
55	может и не	1	1
56	из виду что	2	1
57	то ни было	1	1
58	бы ни было	1	1
59	и в нашем	1	1
60	в применении к	2	1
61	по сравнению с	1	1
62	быть выведены из	1	1
63	чтобы понять что	1	1
64	в связи с	2	1
65	его содержание не	1	1
66	что касается до	1	1
67	не только на	1	1
68	в общем не	1	1
69	и как бы	1	1
70	в том чтобы	2	1
71	ничего общего с	1	1
72	и тем самым	1	1
73	его место в	1	1
74	что и в	1	1
75	но все эти	1	1
76	или же в	1	1
77	не менее в	1	1
78	их отношения к	3	1
79	но все же	1	1
80	до тех пор	1	1
81	бы при этом	1	1
82	определенное место в	1	1
83	этого слова а	1	1
84	в большинстве случаев	2	1
85	что оно не	1	1
86	мог бы быть	1	1
87	и в этом	2	1
88	вслед за этим	1	1
89	ничем не связанных	2	1
90	вне связи с	1	1
