N	3gram	Vygotskiy__3	Vladivir
1	о том что	3	7
2	в том что	11	7
3	то что он	2	5
4	и то что	3	4
5	на то что	12	4
6	более или менее	1	3
7	что он не	1	3
8	мы увидим ниже	2	3
9	с другой стороны	5	3
10	не может быть	1	3
11	один и тот	1	2
12	мы знаем что	1	2
13	как это мы	1	2
14	как мы увидим	2	2
15	в том чтобы	1	2
16	в то время	2	2
17	и тот же	1	2
18	мы сейчас увидим	1	2
19	во всяком случае	2	2
20	что у него	2	2
21	можно сказать что	1	2
22	так что в	1	2
23	для того чтобы	8	2
24	к тому же	1	2
25	и т д	4	2
26	обычном смысле этого	1	1
27	в том виде	1	1
28	а не к	1	1
29	того что в	1	1
30	в окончательном виде	1	1
31	потому что в	1	1
32	и той же	1	1
33	и заключать в	1	1
34	в самом деле	18	1
35	нам кажется что	1	1
36	и в своих	1	1
37	только то что	2	1
38	что не только	1	1
39	несмотря на свою	1	1
40	вместе с тем	2	1
41	одно и то	2	1
42	дело не в	1	1
43	как раз в	1	1
44	мы читаем о	1	1
45	то время как	2	1
46	здесь мы имеем	1	1
47	и тут же	1	1
48	не потому что	1	1
49	если бы мы	1	1
50	с одной стороны	5	1
51	смысле этого слова	2	1
52	и то же	2	1
53	в обычном смысле	1	1
54	потому что она	1	1
55	и в этом	3	1
56	и потому его	1	1
57	и к его	1	1
58	а с другой	1	1
59	и ничего не	1	1
60	указывает на то	3	1
61	с теми же	1	1
62	другой стороны мы	1	1
63	заключать в себе	1	1
64	о которых он	1	1
65	мы уже видели	1	1
66	кто из них	1	1
67	указать на то	1	1
68	а в том	1	1
69	одной и той	1	1
70	вызывает в нас	1	1
71	заключается в том	6	1
72	и вместе с	2	1
73	и что она	1	1
74	в свою очередь	2	1
75	ясно и просто	1	1
76	однако он был	1	1
77	с тем что	1	1
78	не только не	1	1
79	с которой мы	1	1
80	и можно сказать	1	1
81	о человеке и	2	1
82	к тому что	2	1
83	по этому поводу	1	1
84	может быть этот	1	1
85	прямо говорит что	1	1
86	и что в	1	1
87	не только у	1	1
88	не в этом	1	1
89	в этом отношении	1	1
