N	2gram	Losev_Vlad_2	Problema
1	то есть	7	46
2	в его	11	43
3	и не	18	42
4	и в	30	38
5	не может	9	27
6	может быть	7	26
7	как бы	5	22
8	и с	14	17
9	и его	6	16
10	в этом	20	15
11	в нем	4	15
12	и т	1	14
13	только в	6	13
14	т п	1	13
15	прежде всего	6	13
16	независимо от	1	13
17	но не	3	12
18	во всех	3	11
19	в области	3	11
20	ни в	7	11
21	и для	3	11
22	отношение к	4	10
23	таким образом	3	10
24	в их	2	10
25	к нему	2	10
26	не только	12	9
27	не имеет	2	9
28	его в	4	9
29	имеет дело	1	9
30	но и	8	9
31	и как	3	8
32	было бы	9	8
33	точки зрения	7	8
34	место в	1	8
35	для нее	1	8
36	произведения как	1	8
37	в том	18	8
38	и др	1	8
39	то что	20	8
40	еще не	1	7
41	в самом	2	7
42	как и	5	7
43	не в	9	7
44	как мы	11	7
45	в своей	5	7
46	что в	12	7
47	отношения к	3	6
48	самом деле	1	6
49	и наконец	4	6
50	не к	1	6
51	с точки	3	6
52	не есть	4	6
53	можно только	1	6
54	ничего не	2	6
55	дело с	1	6
56	все же	9	6
57	а в	11	6
58	только как	1	6
59	высшей степени	1	5
60	отличие от	3	5
61	в своем	8	5
62	все эти	5	5
63	при этом	5	5
64	то же	4	5
65	это не	2	5
66	в них	3	5
67	рядом с	1	5
68	в высшей	1	5
69	далеко не	1	5
70	в отличие	3	5
71	так и	5	5
72	и о	4	5
73	никогда не	7	5
74	с ним	5	5
75	и прежде	2	5
76	конечно не	4	5
77	дело и	1	5
78	не на	2	5
79	а не	7	5
80	должно быть	3	5
81	мы здесь	1	4
82	в виду	2	4
83	в ней	4	4
84	как в	3	4
85	но в	8	4
86	в нашем	1	4
87	в себе	6	4
88	в данном	3	4
89	не менее	7	4
90	но они	1	4
91	в то	9	4
92	чтобы стать	1	4
93	известной степени	1	4
94	должны быть	1	4
95	здесь не	4	4
96	данном случае	2	4
97	в произведении	1	4
98	можно было	2	4
99	не с	1	4
100	о том	4	4
101	которых мы	1	4
102	от всех	1	4
103	всех его	1	4
104	что не	2	4
105	и потому	2	4
106	в более	2	4
107	хотя бы	3	4
108	между ними	1	4
109	сказать что	11	4
110	также и	6	3
111	например в	1	3
112	едва ли	3	3
113	действительности и	1	3
114	говорить о	1	3
115	бы то	1	3
116	мы будем	3	3
117	точка зрения	1	3
118	менее всего	1	3
119	нет и	1	3
120	связи и	1	3
121	кроме того	9	3
122	и к	6	3
123	не будем	1	3
124	в целом	4	3
125	он не	4	3
126	то ни	1	3
127	а как	1	3
128	и тем	1	3
129	несмотря на	4	3
130	том что	12	3
131	есть его	2	3
132	тем не	6	3
133	на него	1	3
134	же время	3	3
135	или как	2	3
136	все то	1	3
137	и это	3	3
138	хотя и	6	3
139	и от	2	3
140	в дальнейшем	5	3
141	ясно что	1	3
142	совершенно невозможно	1	3
143	если бы	1	3
144	и должно	1	3
145	на ее	1	3
146	природы и	1	3
147	этом смысле	1	3
148	но с	1	3
149	мы увидим	1	3
150	как нечто	1	3
151	со всеми	1	3
152	слова не	1	3
153	и даже	10	3
154	бытия в	2	3
155	его как	1	3
156	только его	2	3
157	и на	4	3
158	в тех	1	3
159	да и	3	3
160	но это	4	3
161	все это	5	3
