N	2gram	Bakhtin_Fr_4	StatiiOP
1	и в	29	25
2	в этом	11	24
3	в том	7	20
4	что он	4	19
5	может быть	2	19
6	тем что	4	19
7	что в	1	19
8	что это	5	16
9	том что	3	15
10	в этой	13	14
11	не только	10	12
12	в его	8	12
13	г и	1	12
14	то что	4	12
15	в этих	2	11
16	таким образом	20	10
17	прежде всего	8	10
18	и не	16	10
19	у него	5	9
20	но и	9	9
21	все это	4	8
22	о том	2	8
23	это было	1	8
24	в своих	2	8
25	из его	1	7
26	с этим	1	7
27	это не	5	7
28	в то	10	7
29	не может	2	7
30	точки зрения	4	7
31	что такое	1	7
32	г в	1	6
33	место в	2	6
34	в сцене	1	6
35	и на	11	6
36	как в	2	6
37	в подлиннике	2	6
38	только в	2	6
39	из рыцарских	1	6
40	в конце	9	6
41	в россии	1	6
42	рыцарских времен	1	6
43	как бы	8	6
44	как на	2	6
45	в году	3	5
46	то же	10	5
47	независимо от	1	5
48	но в	12	5
49	на то	1	5
50	он не	3	5
51	об этом	1	5
52	ни в	2	5
53	в котором	2	5
54	потому что	1	5
55	и это	2	5
56	так и	11	5
57	в них	7	5
58	отметить что	3	5
59	с другой	4	5
60	того что	3	5
61	другой стороны	3	5
62	что эти	1	4
63	в которой	4	4
64	время как	1	4
65	в чем	3	4
66	в общем	1	4
67	относится к	1	4
68	все же	3	4
69	и к	2	4
70	то в	3	4
71	в целом	1	4
72	на его	2	4
73	на протяжении	1	4
74	в жизни	2	4
75	как и	12	4
76	в эту	3	4
77	а как	2	4
78	у нас	1	4
79	с точки	2	4
80	ничего не	1	4
81	этом отношении	1	4
82	связана с	4	4
83	в ней	3	4
84	и с	9	4
85	если бы	1	4
86	можно сказать	1	4
87	а также	2	4
88	к нему	3	4
89	мы видим	3	4
90	в качестве	3	4
91	и др	4	4
92	отношение к	1	4
93	то время	2	4
94	в особенности	2	4
95	что здесь	3	4
96	и для	2	4
97	в отдельных	1	4
98	но это	4	4
99	сказать что	5	4
100	в своей	5	4
101	из этого	2	4
102	это в	2	4
103	говорить о	1	3
104	подчеркнуть что	1	3
105	он был	2	3
106	трудно найти	1	3
107	с его	4	3
108	своего рода	6	3
109	кроме того	2	3
110	что по	1	3
111	и наконец	2	3
112	все эти	9	3
113	и если	1	3
114	всех этих	3	3
115	на этом	2	3
116	в их	2	3
117	что я	2	3
118	но он	6	3
119	во время	10	3
120	на язык	1	3
121	же время	8	3
122	связи с	2	3
123	и здесь	3	3
124	что все	1	3
125	в словах	2	3
126	со стороны	2	3
127	и что	1	3
128	по этому	1	3
129	у которого	1	3
130	и его	8	3
131	тесно связана	1	3
132	уже не	2	3
133	уже в	2	3
134	для него	1	3
135	так как	7	3
136	в некоторых	1	3
137	в системе	1	3
138	как раз	2	3
139	связан с	4	3
140	к которому	2	3
141	одной стороны	2	3
142	до конца	5	3
143	с которым	1	3
144	что мы	1	3
145	в связи	1	3
146	с этой	1	3
147	между прочим	2	3
148	в мировой	1	3
149	этого рода	2	3
150	xviii в	1	3
151	конце концов	4	3
152	все они	5	3
153	к этому	2	3
154	в виде	1	3
155	xvii века	1	2
156	самом деле	1	2
157	в чисто	1	2
158	и за	3	2
159	той же	3	2
160	в сущности	6	2
161	того же	5	2
162	в каждой	1	2
163	г к	1	2
164	не имел	1	2
165	то он	2	2
166	но как	3	2
167	если в	2	2
168	нет и	1	2
169	что они	2	2
170	им в	2	2
171	его к	2	2
172	в самом	1	2
173	и тот	2	2
174	так сказать	2	2
175	он считает	1	2
176	г эти	1	2
177	о которой	1	2
178	не как	1	2
179	в плане	4	2
180	и по	5	2
181	но все	1	2
182	то есть	21	2
183	а с	1	2
184	он и	5	2
185	мы не	1	2
186	такой же	3	2
187	и тогда	1	2
188	не мог	2	2
189	которую он	4	2
190	нас не	1	2
191	эта тема	1	2
192	не столько	2	2
193	которые в	1	2
194	с меньшим	1	2
195	не была	1	2
196	сам он	2	2
197	в отношении	1	2
198	случае в	1	2
199	но они	4	2
200	что эта	1	2
201	самого начала	3	2
202	дело не	1	2
203	на котором	2	2
204	никогда не	2	2
205	найти в	1	2
206	он хочет	1	2
207	исторического процесса	2	2
208	этот образ	4	2
209	от того	1	2
210	к тому	2	2
211	для того	3	2
212	утверждать что	1	2
213	на это	1	2
214	нет такого	1	2
215	как мы	10	2
216	с ее	3	2
217	в виду	2	2
218	нужно сказать	2	2
219	с самого	3	2
220	что у	3	2
221	на нее	1	2
222	или в	2	2
223	времени и	2	2
224	до нас	2	2
225	с одной	2	2
226	и во	1	2
227	от них	1	2
228	борьба с	1	2
229	в форме	1	2
230	и других	3	2
231	все время	3	2
232	на судьбу	1	2
233	еще не	4	2
234	и ее	1	2
235	есть в	2	2
236	и у	2	2
237	при помощи	1	2
238	в новом	2	2
239	это место	5	2
240	мы находим	1	2
241	вовсе не	9	2
242	на четыре	1	2
243	до сих	1	2
244	в ряде	2	2
245	не на	2	2
246	что из	2	2
247	эту эпоху	1	2
248	в одной	2	2
249	а у	1	2
250	но не	2	2
251	в сборнике	1	2
252	здесь слово	1	2
253	своего времени	3	2
254	в это	1	2
255	этого слова	1	2
256	сих пор	1	2
257	нужно отметить	3	2
258	это выражение	1	2
259	это был	2	2
260	один из	4	2
261	которые были	1	2
262	в результате	4	2
263	др но	1	2
264	в духе	1	2
265	только что	1	2
266	здесь только	2	2
267	одной из	2	2
268	в свою	1	2
269	были и	3	2
270	к сожалению	1	2
271	при оценке	1	2
272	как известно	2	1
273	вряд ли	1	1
274	границы между	3	1
275	ту же	1	1
276	за пределы	1	1
277	также и	4	1
278	и то	2	1
279	смысле слова	1	1
280	на самом	4	1
281	а сверх	1	1
282	нужно подчеркнуть	3	1
283	перед лицом	2	1
284	и так	3	1
285	не хочет	1	1
286	по преимуществу	3	1
287	и до	5	1
288	но важно	1	1
289	должна быть	1	1
290	видеть в	1	1
291	отношения к	1	1
292	с новыми	1	1
293	при анализе	1	1
294	на такие	1	1
295	почти все	3	1
296	эпохи в	1	1
297	ему в	1	1
298	я их	1	1
299	и он	1	1
300	связано и	1	1
301	всего этого	1	1
302	становится во	1	1
303	то теперь	1	1
304	традиции это	1	1
305	понятно почему	2	1
306	а тем	1	1
307	и другие	2	1
308	со всеми	1	1
309	не все	1	1
310	до наших	2	1
311	в классических	1	1
312	и образам	1	1
313	вследствие чего	2	1
314	в своем	3	1
315	этом же	1	1
316	целый ряд	1	1
317	и как	3	1
318	самом начале	1	1
319	более или	3	1
320	поэтому и	5	1
321	своими именами	1	1
322	за это	1	1
323	бы не	2	1
324	строго выдержан	1	1
325	думать что	1	1
326	в дальнейшем	3	1
327	говорят о	1	1
328	о ее	1	1
329	как он	2	1
330	они звучат	1	1
331	человек не	1	1
332	что она	1	1
333	поступает в	1	1
334	в нем	5	1
335	связанные с	4	1
336	смотреть как	1	1
337	в плен	1	1
338	написана и	1	1
339	прочим и	1	1
340	i в	1	1
341	которого и	1	1
342	этого жанра	1	1
343	это один	2	1
344	а затем	3	1
345	указывали на	1	1
346	начинается словами	1	1
347	конечно в	1	1
348	была в	1	1
349	этих форм	2	1
350	на этой	2	1
351	зрения на	1	1
352	ко второму	1	1
353	функции они	1	1
354	что один	1	1
355	с начала	3	1
356	как такие	1	1
357	в последующих	1	1
358	делает его	1	1
359	между отдельными	1	1
360	был очень	1	1
361	рядом с	5	1
362	соответствии с	2	1
363	а за	1	1
364	мы видели	7	1
365	история о	1	1
366	мы знаем	1	1
367	здесь все	1	1
368	представлением об	1	1
369	и того	1	1
370	или менее	3	1
371	что значит	3	1
372	поэтому он	1	1
373	как по	1	1
374	бы на	2	1
375	вполне понятны	1	1
376	и при	2	1
377	мы встретились	1	1
378	наших дней	2	1
379	где мы	1	1
380	на месте	1	1
381	он понимал	1	1
382	его современников	2	1
383	на фоне	1	1
384	то его	1	1
385	смерть это	1	1
386	поэтому в	2	1
387	друг другу	1	1
388	том же	2	1
389	и шесть	1	1
390	это замечательное	1	1
391	даже в	1	1
392	и очень	1	1
393	на три	1	1
394	вплоть до	1	1
395	первый из	1	1
396	что ему	1	1
397	принадлежат к	2	1
398	дело в	2	1
399	словами о	1	1
400	на него	1	1
401	которого он	1	1
402	того чтобы	3	1
403	он мог	1	1
404	казалось бы	1	1
405	в разных	3	1
406	в самой	1	1
407	ему было	1	1
408	как она	1	1
409	сцены в	1	1
410	по своей	3	1
411	друг друга	2	1
412	своей цели	1	1
413	новую фазу	1	1
414	и со	2	1
415	вот в	1	1
416	мы встречаем	1	1
417	но там	2	1
418	же самое	1	1
419	в числе	2	1
420	не случайно	3	1
421	бы он	1	1
422	т.е в	1	1
423	здесь еще	1	1
424	обычно в	1	1
425	как они	1	1
426	и оно	1	1
427	своего развития	1	1
428	и о	5	1
429	и голова	1	1
430	и образ	1	1
431	свою очередь	1	1
432	на нем	2	1
433	здесь не	3	1
434	в ее	3	1
435	формы и	2	1
436	это была	1	1
437	и этим	2	1
438	во главе	1	1
439	так в	1	1
440	смысле но	1	1
441	на том	1	1
442	и сам	3	1
443	и наступление	1	1
444	оно также	1	1
445	в образе	4	1
446	можно было	1	1
447	те же	1	1
448	особенно в	3	1
449	историческом материале	1	1
450	она была	1	1
451	был не	1	1
452	в эпоху	15	1
453	о котором	1	1
454	и вообще	1	1
455	по мере	1	1
456	с ним	2	1
457	образом в	3	1
458	но здесь	2	1
459	в позднейшем	1	1
460	находится в	1	1
461	все его	1	1
462	и должно	1	1
463	известной степени	1	1
464	тех кто	2	1
465	это вполне	1	1
466	чего она	1	1
467	знает что	1	1
468	он берет	1	1
469	на отдельные	1	1
470	эти два	1	1
471	что и	1	1
472	вообще и	1	1
473	именно в	2	1
474	которая и	1	1
475	из одних	1	1
476	по стилю	1	1
477	также в	2	1
478	в свете	1	1
479	и она	1	1
480	для самого	1	1
481	связываются с	1	1
482	и самые	1	1
483	находим и	1	1
484	он автор	1	1
485	его в	9	1
486	о двух	1	1
487	эти тона	1	1
488	и вам	1	1
489	как нечто	1	1
490	между этими	1	1
491	это с	1	1
492	это же	2	1
493	же он	1	1
494	где они	2	1
495	для всех	1	1
496	именно на	1	1
497	с двумя	1	1
498	конечно не	4	1
499	раз в	2	1
500	и они	3	1
501	ни одного	1	1
502	важно подчеркнуть	1	1
503	за счет	3	1
504	в живом	1	1
505	не дает	1	1
506	из них	6	1
507	на историческом	1	1
508	и их	3	1
509	в известной	3	1
510	в одном	1	1
511	как его	1	1
512	он о	1	1
513	характерны для	1	1
514	в других	2	1
515	указание на	1	1
516	даже и	2	1
517	не противоречит	1	1
518	в очень	1	1
519	очень тесно	1	1
520	широко пользуется	1	1
521	тем чем	1	1
522	возможно что	1	1
523	ней и	1	1
524	имеет и	1	1
525	был в	1	1
526	связаны с	2	1
527	первый и	1	1
528	он это	1	1
529	еще и	7	1
530	и образов	2	1
531	говорит о	1	1
532	отдельные лица	1	1
533	этому времени	1	1
534	человек в	1	1
535	о чем	2	1
536	он становится	2	1
537	там где	3	1
538	на время	1	1
539	речи и	1	1
540	с помощью	4	1
541	уже давно	2	1
542	нет ничего	2	1
543	в частности	3	1
544	нет надобности	1	1
545	эти слова	1	1
546	и xix	1	1
547	такой характер	1	1
548	тематикой в	1	1
549	так мы	1	1
550	в разговоре	1	1
551	ж от	1	1
552	слишком много	1	1
553	в данном	1	1
554	есть свои	1	1
555	в той	2	1
556	и этот	1	1
557	смысле этого	1	1
558	тому как	3	1
559	в литературе	4	1
560	два раза	2	1
561	дан в	1	1
562	какие же	1	1
563	и различные	1	1
564	о его	2	1
565	этом и	1	1
566	сказать классической	1	1
567	исторический процесс	1	1
568	что кровь	1	1
569	в книге	1	1
570	время его	1	1
571	это как	1	1
572	эту историю	1	1
573	чтобы понять	1	1
574	для нас	1	1
575	и все	13	1
576	по размерам	1	1
577	у них	3	1
578	вообще в	1	1
579	на языке	3	1
580	них и	1	1
581	классической форме	2	1
582	сверх того	2	1
583	которым мы	1	1
584	как человек	1	1
585	о своем	2	1
586	атмосферу в	1	1
587	в праздничное	1	1
588	состоит из	1	1
589	они как	1	1
590	мы здесь	2	1
591	как есть	1	1
592	но этот	2	1
593	одновременно и	3	1
594	которая начинается	1	1
595	ко всему	1	1
596	перейти к	1	1
597	есть и	4	1
598	в делах	1	1
599	в трех	2	1
600	времен и	1	1
601	жизни и	4	1
602	но эти	2	1
603	вполне понятно	1	1
604	как слово	1	1
605	был образом	1	1
606	традиции но	2	1
607	и эта	2	1
608	так же	7	1
609	все что	1	1
610	они не	2	1
