N	4gram	Vygotskiy__7	Dialekti
1	не что иное как	1	6
2	в то время как	2	4
3	есть не что иное	1	3
4	одно и то же	3	2
5	с этой точки зрения	4	2
6	только на то что	1	2
7	с одной стороны и	3	1
8	это привело нас к	1	1
9	даже если бы мы	1	1
10	и во всяком случае	1	1
11	с точки зрения самого	2	1
12	в такой же мере	3	1
13	не чем иным как	2	1
14	внимание на то что	1	1
15	в самом деле если	1	1
16	что с точки зрения	1	1
17	так же как и	1	1
18	одной и той же	2	1
19	и в этом заключается	1	1
20	не содержит в себе	1	1
21	говорить не только о	1	1
22	то что с точки	1	1
23	в том что в	1	1
24	указывает только на то	1	1
