N	3gram	Bakhtin_Pr_3	FransuaR
1	в то же	12	6
2	то же время	12	6
3	с точки зрения	4	5
4	мы уже говорили	3	5
5	на протяжении всего	4	5
6	до сих пор	1	4
7	не может быть	6	4
8	в этом отношении	1	3
9	на первом плане	1	3
10	но в то	3	3
11	в большей или	1	3
12	или меньшей степени	1	3
13	в его целом	2	3
14	о том что	2	3
15	большей или меньшей	1	3
16	с другой стороны	3	3
17	как мы уже	1	3
18	о мире и	2	3
19	вполне понятно что	2	2
20	можно сказать что	1	2
21	но даже и	1	2
22	сих пор еще	1	2
23	он как бы	1	2
24	в своей статье	1	2
25	в значительной степени	1	2
26	и в то	5	2
27	во всяком случае	5	2
28	но все же	1	2
29	как мы видели	2	2
30	подобно тому как	2	2
31	этот момент и	1	1
32	но он понимает	1	1
33	несколько иной характер	1	1
34	художественных функций в	1	1
35	никто не мог	1	1
36	еще далеко не	2	1
37	в плане своего	1	1
38	время от времени	2	1
39	по улицам и	1	1
40	потому что в	1	1
41	прежде всего в	1	1
42	то вполне понятно	1	1
43	по отношению к	5	1
44	здесь же мы	1	1
45	громадное значение в	1	1
46	протяжении всего романа	2	1
47	в том же	1	1
48	как если бы	1	1
49	и не может	2	1
50	не входит в	2	1
51	на самом же	1	1
52	отдельными элементами ее	1	1
53	но все это	2	1
54	то что в	1	1
55	и будто бы	1	1
56	что в нем	2	1
57	уже говорили что	2	1
58	но и эти	1	1
59	как и у	3	1
60	даже и не	1	1
61	плане и в	1	1
62	его отношения к	1	1
63	прежде всего как	1	1
64	и в особенности	1	1
65	в конце концов	3	1
66	и тот же	1	1
67	в один из	1	1
68	все это и	1	1
69	и в целом	1	1
70	в чем же	1	1
71	так и в	2	1
72	и в отношении	1	1
73	друг с другом	2	1
74	в строгом смысле	1	1
75	для него самого	1	1
76	в нем есть	1	1
77	мы видели что	1	1
78	один и тот	1	1
79	в общем не	1	1
80	не могла не	1	1
81	определяется прежде всего	1	1
82	всяком случае в	1	1
83	характер и не	1	1
84	в этом случае	2	1
85	на самом деле	10	1
86	они и в	1	1
87	мы можем сказать	1	1
88	не только с	1	1
89	на этом мы	1	1
90	не только не	1	1
91	можем сказать что	1	1
92	более и более	1	1
93	к нему все	1	1
94	выходит за пределы	2	1
95	как мы сказали	1	1
96	и прежде всего	4	1
97	самом же деле	1	1
98	или во всяком	1	1
99	на то что	1	1
100	мы вовсе не	1	1
101	в большинстве случаев	2	1
102	это как бы	1	1
103	и вот все	1	1
104	вовсе не является	1	1
105	для того чтобы	1	1
106	входит в нашу	1	1
107	в том что	1	1
108	и все это	3	1
109	как и в	1	1
110	все более и	1	1
111	в нашу задачу	1	1
