N	2gram	Bakhtin_Fr_7	Hudozhes
1	том что	4	16
2	и в	41	14
3	так и	10	13
4	не только	5	12
5	при этом	3	12
6	о том	6	12
7	в том	11	12
8	а не	2	12
9	в себе	11	11
10	в этом	15	11
11	прежде всего	11	11
12	в рассказе	1	11
13	в своей	3	10
14	для него	6	10
15	то же	13	9
16	как и	14	9
17	что он	3	9
18	в качестве	9	9
19	у него	6	9
20	по отношению	2	8
21	в этой	13	8
22	как в	5	8
23	то что	8	8
24	же время	9	8
25	ничего не	4	8
26	в его	12	8
27	между тем	1	8
28	отношению к	2	8
29	в то	10	8
30	еще не	2	7
31	тогда как	1	7
32	это не	6	7
33	своего рода	2	7
34	не в	9	7
35	к тому	2	7
36	уже не	2	7
37	именно в	2	7
38	не может	3	7
39	как бы	7	7
40	а в	5	7
41	в первой	2	6
42	человека в	2	6
43	было бы	4	6
44	никогда не	2	6
45	что в	9	6
46	самом деле	1	5
47	с его	2	5
48	перед нами	2	5
49	но в	8	5
50	об этом	1	5
51	ни в	6	5
52	точки зрения	5	5
53	и его	9	5
54	потому что	5	5
55	к себе	1	5
56	можно было	3	5
57	во второй	2	5
58	только в	6	5
59	может быть	4	5
60	но и	9	5
61	в частности	1	5
62	к жизни	4	5
63	интерес к	2	5
64	в этих	2	5
65	героя и	1	5
66	одновременно и	2	5
67	жизни и	3	5
68	к другому	1	4
69	мы уже	12	4
70	он уже	1	4
71	и о	1	4
72	в ней	5	4
73	а только	2	4
74	в центре	1	4
75	в своем	9	4
76	и к	5	4
77	в самом	1	4
78	та же	4	4
79	он не	4	4
80	картины мира	4	4
81	и с	4	4
82	несмотря на	3	4
83	с ним	2	4
84	она не	1	4
85	по своей	1	4
86	связи с	1	4
87	и это	5	4
88	картина мира	2	4
89	того что	2	4
90	один из	1	4
91	себя в	1	4
92	из них	3	4
93	в конце	8	4
94	не было	3	4
95	и все	14	4
96	и от	8	4
97	с точки	3	3
98	едва ли	1	3
99	видит в	1	3
100	в мире	3	3
101	и на	4	3
102	в ее	1	3
103	как к	1	3
104	все же	1	3
105	но он	4	3
106	в нем	7	3
107	и по	3	3
108	на этом	5	3
109	его в	3	3
110	с этим	2	3
111	даже в	1	3
112	в своих	1	3
113	ничем не	3	3
114	такой же	3	3
115	возвращается к	1	3
116	все эти	13	3
117	о вечном	1	3
118	о природе	1	3
119	тем что	3	3
120	этом отношении	2	3
121	как мы	11	3
122	и когда	1	3
123	что у	3	3
124	том как	2	3
125	о нем	3	3
126	а также	2	3
127	это в	3	3
128	в лице	2	3
129	же в	2	3
130	в литературе	2	3
131	в заключительной	1	3
132	но не	1	3
133	как его	1	3
134	и даже	1	3
135	превращается в	1	3
136	однако и	1	3
137	характера в	1	3
138	картину мира	1	3
139	в связи	2	3
140	по своему	2	3
141	такого рода	1	3
142	своего времени	2	3
143	в следующей	1	3
144	и для	5	3
145	но одновременно	1	3
146	от него	1	3
147	может и	1	3
148	в таком	1	3
149	например в	3	2
150	начинается с	2	2
151	по адресу	2	2
152	на самом	2	2
153	оно было	2	2
154	момент когда	1	2
155	в их	3	2
156	той же	3	2
157	мы не	2	2
158	не была	1	2
159	героев в	1	2
160	для других	1	2
161	себе и	1	2
162	тебе и	1	2
163	в одной	2	2
164	хотя и	4	2
165	счастья и	1	2
166	так в	1	2
167	только на	2	2
168	как он	2	2
169	так сказать	3	2
170	жизнью и	1	2
171	к сердцу	1	2
172	они в	2	2
173	характер в	1	2
174	значительной степени	2	2
175	в другом	1	2
176	особенно в	2	2
177	уже знаем	1	2
178	по себе	1	2
179	одной из	2	2
180	должно быть	4	2
181	автора и	1	2
182	в следующем	2	2
183	в такой	1	2
184	в первый	1	2
185	что я	1	2
186	все это	10	2
187	как от	1	2
188	как все	1	2
189	они не	1	2
190	не имеет	3	2
191	одна из	4	2
192	для всего	1	2
193	глядя на	2	2
194	своей природе	1	2
195	заметить что	1	2
196	тех кто	1	2
197	со своим	1	2
198	на него	1	2
199	вторая глава	1	2
200	что на	1	2
201	не знаем	2	2
202	которым в	1	2
203	с ее	3	2
204	здесь не	1	2
205	в землю	3	2
206	характер и	1	2
207	в себя	2	2
208	остановимся на	2	2
209	в речи	1	2
210	о своей	1	2
211	и что	1	2
212	его жизни	1	2
213	там же	1	2
214	в значительной	2	2
215	третьей главе	1	2
216	в форме	3	2
217	тот момент	1	2
218	и об	1	2
219	в него	1	2
220	второй половине	1	2
221	каждого человека	1	2
222	с ними	3	2
223	и потому	3	2
224	и так	2	2
225	поэтому и	3	2
226	в творениях	1	2
227	так что	1	2
228	слова в	1	2
229	в начале	1	2
230	участие в	1	2
231	на том	2	2
232	влияние на	4	2
233	это прежде	2	2
234	ему не	1	2
235	также в	1	2
236	до конца	2	2
237	в третьей	3	2
238	ближе к	1	2
239	на фоне	1	2
240	говорится о	1	2
241	отсюда и	2	2
242	в человеке	2	2
243	в изображении	2	2
244	этих словах	1	2
245	в тот	1	2
246	в это	3	2
247	и не	7	2
248	с этой	1	2
249	еще раз	1	2
250	только для	1	2
251	нет ничего	1	2
252	в результате	2	2
253	о котором	2	2
254	в системе	1	2
255	не знает	3	2
256	этот момент	1	2
257	героя в	1	2
258	которая не	1	2
259	говорили о	1	1
260	частности к	1	1
261	не смеет	1	1
262	человека и	1	1
263	и то	2	1
264	в воду	1	1
265	и др	2	1
266	тех же	1	1
267	это и	1	1
268	всего это	1	1
269	было как	2	1
270	в первом	1	1
271	характерное для	1	1
272	смысл этого	1	1
273	и до	6	1
274	проникает в	3	1
275	ведь и	1	1
276	к рассказу	1	1
277	по его	1	1
278	также и	2	1
279	его не	1	1
280	служит целям	1	1
281	из области	1	1
282	именно к	1	1
283	есть нечто	1	1
284	в сущности	4	1
285	но она	1	1
286	принадлежит к	1	1
287	и отрицательных	1	1
288	я не	3	1
289	герои в	1	1
290	ему в	1	1
291	а теперь	1	1
292	же что	2	1
293	в каждой	2	1
294	это время	1	1
295	на другом	2	1
296	на них	3	1
297	время в	2	1
298	что его	1	1
299	в чем	2	1
300	мы еще	1	1
301	совсем не	3	1
302	бы в	2	1
303	явлений и	2	1
304	в четвертой	3	1
305	с совершенно	1	1
306	отношение к	2	1
307	друг от	1	1
308	это были	1	1
309	эта роль	1	1
310	бы малую	1	1
311	в настоящем	1	1
312	чем же	1	1
313	его на	1	1
314	общего с	1	1
315	что именно	1	1
316	вот как	1	1
317	однако не	1	1
318	узнает что	1	1
319	и как	2	1
320	по пути	1	1
321	не являются	1	1
322	от этого	3	1
323	да еще	1	1
324	где все	2	1
325	жизни есть	1	1
326	в которой	2	1
327	оказывается как	1	1
328	он в	1	1
329	не годится	1	1
330	но на	1	1
331	в средневековой	1	1
332	при всякой	1	1
333	в мир	1	1
334	не могла	1	1
335	но именно	3	1
336	о которой	1	1
337	же это	1	1
338	не как	1	1
339	что еще	1	1
340	в силу	1	1
341	и вот	2	1
342	с таким	1	1
343	том чтобы	1	1
344	бы вовсе	1	1
345	к каждому	1	1
346	содержит в	1	1
347	на земле	4	1
