N	2gram	Medvedev_S_1	Problema
1	и не	1	28
2	не только	3	24
3	только в	2	23
4	в виде	1	22
5	вовсе не	1	21
6	и в	3	20
7	в том	5	20
8	все эти	1	16
9	то что	2	15
10	было бы	2	14
11	но и	2	14
12	перед нами	1	13
13	не в	3	13
14	том что	2	12
15	по себе	1	11
16	прежде всего	1	11
17	как будто	2	11
18	отнюдь не	1	10
19	и его	1	10
20	так и	1	10
21	это значит	1	10
22	в этом	5	9
23	может быть	2	9
24	все это	7	9
25	таким образом	2	8
26	что он	1	8
27	в результате	2	8
28	во всяком	1	8
29	то же	2	7
30	мы не	1	7
31	еще не	2	7
32	это не	1	7
33	хотя бы	1	7
34	с другой	1	7
35	именно в	1	7
36	и потому	1	7
37	как и	1	6
38	в данном	1	6
39	по крайней	1	6
40	же самое	1	6
41	крайней мере	1	6
42	для нас	3	6
43	но не	1	5
44	в них	1	5
45	в этих	1	5
46	когда мы	1	5
47	и о	1	5
48	о том	1	5
49	не может	1	5
50	в смысле	2	5
51	это и	2	4
52	и есть	1	4
53	и наконец	1	4
54	в этой	1	4
55	что она	1	4
56	и понятие	1	4
57	в своей	1	4
58	всяком случае	1	4
59	с ним	1	4
60	никак не	1	4
61	и только	3	4
62	тем более	2	4
63	или даже	2	4
64	как бы	2	4
65	а в	1	4
66	в то	1	4
67	но она	1	3
68	но как	1	3
69	связи с	1	3
70	дело не	2	3
71	в области	1	3
72	не выходит	1	3
73	в его	3	3
74	не мешает	1	3
75	без этого	1	3
76	конечно не	1	3
77	тем что	1	3
78	не было	1	3
79	еще и	1	3
80	в связи	1	3
81	ни на	1	3
82	и более	1	3
83	только для	1	3
84	слова но	1	3
85	и как	1	3
86	мы должны	1	3
87	что в	2	3
88	обходится без	1	2
89	между собой	1	2
90	столь же	1	2
91	в чем	1	2
92	за пределы	2	2
93	сама по	1	2
94	все же	1	2
95	что это	1	2
96	что без	1	2
97	новое и	1	2
98	на все	1	2
99	его в	1	2
100	но именно	1	2
101	далеко не	2	2
102	между собою	1	2
103	в котором	1	2
104	но только	1	2
105	и по	1	2
106	для этого	1	2
107	и что	2	2
108	тотчас же	1	2
109	том как	1	2
110	в конце	2	2
111	выходит за	1	2
112	как же	3	2
113	представить себе	1	2
114	из себя	1	2
115	в частности	2	2
116	художественных произведений	1	1
117	тем же	1	1
118	случае только	1	1
119	что эти	1	1
120	себе чтобы	1	1
121	время в	1	1
122	и связь	1	1
123	сказать и	1	1
124	а тем	1	1
125	кто не	1	1
126	в целом	1	1
127	но ведь	3	1
128	в силу	1	1
129	это происходит	1	1
130	на первый	1	1
131	данное дерево	1	1
132	и научно	1	1
133	реализма и	1	1
134	литературы конечно	1	1
135	даже в	1	1
136	тому что	1	1
137	этой области	1	1
138	литературы как	1	1
139	и какие	1	1
140	у него	1	1
141	даже больше	1	1
142	никогда не	1	1
143	ничего не	1	1
144	в имманентном	1	1
145	больше того	1	1
146	бы он	1	1
147	в каждом	1	1
148	диалектического материализма	1	1
149	что все	1	1
150	только то	1	1
151	это вовсе	1	1
152	он по	1	1
153	против этого	1	1
154	настоящее время	1	1
155	единства и	1	1
156	может не	1	1
157	исторического развития	2	1
158	на отдельные	1	1
159	и самые	1	1
160	литературе и	1	1
161	с одной	1	1
162	эти два	1	1
163	ведь это	2	1
164	мы еще	1	1
165	его слишком	1	1
166	имманентное и	1	1
167	и строить	1	1
168	где же	1	1
169	одной стороны	1	1
170	в настоящее	1	1
171	развития и	1	1
172	бы в	1	1
173	конце концов	2	1
174	не дает	1	1
175	между ними	1	1
176	из тех	1	1
177	в заключение	1	1
