N	2gram	Voloshinov_1	Tvorches
1	и в	15	21
2	как бы	11	17
3	в то	6	15
4	то же	7	13
5	в его	9	13
6	то есть	1	12
7	как и	6	12
8	же время	5	12
9	что в	6	12
10	с его	8	11
11	том что	5	11
12	все это	5	10
13	как в	3	8
14	он не	4	8
15	то что	10	8
16	и на	3	7
17	но в	9	7
18	не только	5	7
19	при этом	7	7
20	во многом	2	7
21	у него	3	7
22	и не	16	7
23	в том	4	7
24	в свою	2	7
25	в этом	13	6
26	человека в	3	6
27	в котором	1	6
28	не менее	3	6
29	и его	15	6
30	он сам	4	6
31	о том	1	6
32	и все	4	6
33	что он	8	6
34	для него	5	6
35	а в	6	6
36	жизни в	3	6
37	отнюдь не	2	5
38	все же	5	5
39	в этой	5	5
40	таким образом	21	5
41	вовсе не	2	5
42	в своих	4	5
43	в русской	1	5
44	потому что	4	5
45	как будто	1	5
46	только в	6	5
47	может быть	13	5
48	а не	2	5
49	но это	2	5
50	это уже	1	5
51	хотя бы	7	5
52	человека и	6	4
53	конечном счете	1	4
54	в своем	2	4
55	и как	1	4
56	та же	1	4
57	в целом	2	4
58	в человеке	5	4
59	это не	2	4
60	в своей	9	4
61	мысли и	4	4
62	в мире	1	4
63	в конечном	1	4
64	одной из	1	4
65	прежде всего	11	4
66	в момент	1	4
67	не может	13	4
68	и от	1	4
69	в основном	2	4
70	один из	4	4
71	одним из	3	4
72	я и	6	3
73	и т	1	3
74	на самом	2	3
75	это и	1	3
76	той же	2	3
77	я не	3	3
78	не был	1	3
79	время в	2	3
80	со всеми	3	3
81	хотя и	1	3
82	в самом	6	3
83	в нем	4	3
84	он ни	1	3
85	и по	5	3
86	что все	5	3
87	и с	7	3
88	на протяжении	5	3
89	далеко не	4	3
90	даже в	1	3
91	человека но	1	3
92	самого начала	5	3
93	дело в	2	3
94	никогда не	7	3
95	воли и	1	3
96	с ее	3	3
97	и другие	2	3
98	с самого	7	3
99	в дальнейшем	2	3
100	с ним	12	3
101	там же	1	3
102	того что	2	3
103	по мнению	6	3
104	человеческой личности	1	3
105	уже не	5	3
106	уже в	1	3
107	говорит о	1	3
108	не так	1	3
109	так как	9	3
110	человек как	1	3
111	в которой	1	3
