N	2gram	Propp_Morf_1	FransuaR
1	и в	13	45
2	и не	12	15
3	в этом	14	14
4	но в	2	14
5	не только	4	14
6	во всех	4	13
7	и его	1	13
8	в его	1	13
9	как бы	3	12
10	во время	6	12
11	что в	8	12
12	то же	7	11
13	в то	3	11
14	право на	2	10
15	и с	1	10
16	как и	3	10
17	в том	6	10
18	но и	4	10
19	прежде всего	9	10
20	таким образом	21	8
21	как мы	6	8
22	вовсе не	4	8
23	и др	10	8
24	так же	3	8
25	также и	4	7
26	он был	1	7
27	с его	2	7
28	том что	4	7
29	не в	3	7
30	потому что	3	7
31	что и	7	7
32	и все	1	7
33	здесь не	2	6
34	в этой	2	6
35	он не	3	6
36	в них	1	6
37	того чтобы	3	6
38	связи с	10	6
39	так и	6	6
40	что он	4	6
41	так как	16	6
42	для того	2	6
43	одним из	1	5
44	например в	2	5
45	самом деле	4	5
46	на самом	4	5
47	это и	2	5
48	с ее	1	5
49	и на	1	5
50	хотя и	3	5
51	и как	5	5
52	и к	4	5
53	и у	1	5
54	все эти	2	5
55	на этом	3	5
56	форм и	1	5
57	его в	2	5
58	этом отношении	1	5
59	мы видим	13	5
60	одной из	1	5
61	со всеми	1	5
62	и их	2	5
63	как раз	1	5
64	в связи	9	5
65	не может	14	5
66	но это	6	5
67	на части	1	5
68	гете в	1	5
69	есть и	4	5
70	в доме	1	4
71	мы уже	1	4
72	его не	1	4
73	мы не	8	4
74	в сущности	3	4
75	но не	4	4
76	перед нами	10	4
77	кроме того	1	4
78	по своему	2	4
79	об этом	4	4
80	это было	3	4
81	между собою	2	4
82	точки зрения	2	4
83	известной степени	1	4
84	дается в	2	4
85	до известной	1	4
86	в основе	1	4
87	у него	1	4
88	очень часто	6	4
89	можно было	2	4
90	здесь как	1	4
91	ничего не	4	4
92	и здесь	5	4
93	о том	2	4
94	только в	2	4
95	в первой	1	4
96	с этим	11	4
97	характерно что	1	4
98	мы находим	1	4
99	и даже	1	4
100	сказать что	2	4
101	а не	11	4
102	чем же	1	4
103	как это	3	4
104	все они	1	4
105	а также	4	4
106	а в	7	4
107	как на	1	4
108	такой же	1	4
109	почти всегда	1	3
110	ведь и	1	3
111	но она	1	3
112	к началу	4	3
113	из этих	1	3
114	как в	3	3
115	дело идет	1	3
116	в одной	1	3
117	но на	1	3
118	вообще не	1	3
119	что она	2	3
120	связанные с	1	3
121	и вот	1	3
122	как они	1	3
123	здесь нет	1	3
124	ни в	1	3
125	до сих	1	3
126	нисколько не	1	3
127	в своей	1	3
128	этой связи	1	3
129	в которых	2	3
130	не менее	5	3
131	но они	1	3
132	дело в	1	3
133	не имеет	2	3
134	здесь же	3	3
135	от того	3	3
136	всего этого	1	3
137	то время	3	3
138	в другом	2	3
139	этот момент	3	3
140	это не	6	3
141	того что	3	3
142	для всех	1	3
143	для него	1	3
144	в одном	1	3
145	но он	1	3
146	еще и	1	3
147	о чем	1	3
148	там где	5	3
149	в течение	1	3
150	по существу	12	3
151	сих пор	1	3
152	и для	2	3
153	с помощью	1	3
154	и ни	1	3
155	на этот	1	3
156	и другие	6	3
157	ту же	2	2
158	можно говорить	1	2
159	в этот	1	2
160	и есть	2	2
161	с точки	2	2
162	и до	1	2
163	из его	2	2
164	и за	2	2
165	мы говорили	1	2
166	которыми она	1	2
167	говорить о	3	2
168	в целом	3	2
169	это время	1	2
170	в различных	2	2
171	в чем	1	2
172	в данном	1	2
173	вступают в	3	2
174	отличие от	1	2
175	независимо от	3	2
176	все же	7	2
177	и наконец	1	2
178	духа в	1	2
179	не будем	4	2
180	что это	1	2
181	им в	1	2
182	при этом	1	2
183	он должен	2	2
184	в начале	3	2
185	так например	3	2
186	конечно в	1	2
187	и питьем	1	2
188	на все	1	2
189	она создает	1	2
190	было бы	3	2
191	с тем	2	2
192	несмотря на	4	2
193	когда в	1	2
194	одно из	1	2
195	в г	1	2
196	не столько	1	2
197	нельзя было	2	2
198	но эта	1	2
199	точку зрения	1	2
200	даже в	1	2
201	вплоть до	1	2
202	что эта	2	2
203	на котором	3	2
204	если в	5	2
205	на него	3	2
206	больше чем	1	2
207	и притом	1	2
208	к ней	1	2
209	видим что	10	2
210	они и	3	2
211	которая не	1	2
212	с другом	1	2
213	не могут	4	2
214	к тому	4	2
215	в каждом	1	2
216	если мы	5	2
217	данном случае	1	2
218	встреча с	1	2
219	и что	2	2
220	еще в	1	2
221	том как	1	2
222	же самое	1	2
223	связанная с	1	2
224	но мы	3	2
225	можно сказать	2	2
226	к нему	3	2
227	между тем	5	2
228	и она	1	2
229	важное значение	1	2
230	ли он	1	2
231	в эти	1	2
232	в качестве	5	2
233	в большинстве	3	2
234	значение и	1	2
235	большинстве случаев	3	2
236	здесь перед	1	2
237	у нее	1	2
238	мы можем	2	2
239	может быть	52	2
240	заметить что	8	2
241	они есть	1	2
242	в особенности	1	2
243	а именно	1	2
244	мы еще	1	2
245	себя и	2	2
246	один из	5	2
247	на эту	1	2
248	здесь только	1	2
249	один раз	1	2
250	труд и	1	2
251	в пределах	3	2
252	и там	1	2
253	друг с	1	2
254	благодаря этому	3	2
255	только для	1	2
256	это явление	4	2
257	в другое	1	2
258	чтобы его	2	2
259	хотя бы	4	2
260	то что	8	2
261	к этому	3	2
262	вряд ли	2	1
263	принимает форму	1	1
264	связана с	3	1
265	утверждение что	1	1
266	играют в	2	1
267	он может	2	1
268	свою жену	1	1
269	то в	3	1
270	из самых	1	1
271	она все	1	1
272	если была	1	1
273	и этот	1	1
274	по его	1	1
275	где начинается	1	1
276	и подобные	1	1
277	этого нет	2	1
278	та же	2	1
279	большую роль	1	1
280	получает некоторое	1	1
281	на эти	1	1
282	что многие	1	1
283	в завязке	1	1
284	то это	3	1
285	в ход	1	1
286	не совсем	1	1
287	в числе	2	1
288	иногда почти	1	1
289	видим таким	1	1
290	тем как	1	1
291	то мы	4	1
292	коем случае	1	1
293	но как	2	1
294	не все	6	1
295	по отношению	4	1
296	что они	2	1
297	тем больше	1	1
298	более чем	1	1
299	если она	2	1
300	о жизни	1	1
301	все остальные	1	1
302	и где	1	1
303	целый ряд	3	1
304	царства и	1	1
305	имеет в	1	1
306	средство для	1	1
307	формы в	1	1
308	за это	1	1
309	тут и	1	1
310	бы не	1	1
311	всей своей	1	1
312	одном случае	1	1
313	хотя эти	1	1
314	переходит на	1	1
315	идут в	1	1
316	нами в	2	1
317	в себе	1	1
318	другом случае	1	1
319	где кончается	1	1
320	на то	2	1
321	формы но	1	1
322	момента в	1	1
323	очень велико	1	1
324	он пользуется	1	1
325	была не	1	1
326	ему здесь	1	1
327	чтобы в	1	1
328	оно также	1	1
329	и по	2	1
330	все с	1	1
331	в нее	1	1
332	в основу	2	1
333	но все	3	1
334	а затем	4	1
335	них не	1	1
336	г в	1	1
337	ко второму	1	1
338	чаще всего	7	1
339	едой и	1	1
340	из первых	2	1
341	по всему	2	1
342	вводит в	1	1
343	о которых	1	1
344	ни одной	1	1
345	какое же	1	1
346	далеко не	5	1
347	в главе	1	1
348	что не	1	1
349	этом явлении	1	1
350	как таковой	2	1
351	увидим как	1	1
352	их на	1	1
353	между ними	1	1
354	к первому	1	1
355	в ходе	4	1
356	и важнейших	1	1
357	и убивает	3	1
358	не от	2	1
359	из земли	1	1
360	которые в	1	1
361	тем не	5	1
362	и более	1	1
363	их в	1	1
364	на его	4	1
365	не должно	1	1
366	что этот	1	1
367	для нее	1	1
368	со смертью	2	1
369	сам он	3	1
370	тому что	4	1
371	точно и	1	1
372	теми или	1	1
373	и функции	1	1
374	что с	1	1
375	эти формы	2	1
376	того как	2	1
377	одна из	4	1
378	садится на	1	1
379	это нисколько	1	1
380	не вызывает	1	1
381	но здесь	1	1
382	все действие	1	1
383	под углом	1	1
384	в коем	1	1
385	и по-видимому	1	1
386	к концу	1	1
387	связанное с	1	1
388	углом зрения	1	1
389	к описанию	1	1
390	по земле	1	1
391	же он	1	1
392	не по	2	1
393	как будто	2	1
394	в области	1	1
395	у нас	2	1
396	был совершенно	1	1
397	детей в	1	1
398	встречается в	1	1
399	позволил бы	1	1
400	с трудом	1	1
401	мы выделили	1	1
402	является одним	1	1
403	в наши	1	1
404	здесь под	1	1
405	она дается	1	1
406	что при	2	1
407	и со	1	1
408	из нее	1	1
409	этом нет	1	1
410	без всякого	2	1
411	некоторые другие	1	1
412	и говорит	1	1
413	приводит к	2	1
414	этом кончается	1	1
415	и когда	1	1
416	то как	2	1
417	в образе	4	1
418	он именно	1	1
419	те же	1	1
420	раз он	1	1
421	нами пока	1	1
422	еще не	3	1
423	что от	1	1
424	с этого	2	1
425	если бы	2	1
426	собой и	1	1
427	остановимся на	1	1
428	после того	1	1
429	находится в	1	1
430	на вопрос	2	1
431	нашей работы	2	1
432	они принадлежат	1	1
433	что каждый	1	1
434	то не	1	1
435	или на	3	1
436	самому себе	1	1
437	по их	3	1
438	и были	1	1
439	чтобы получить	1	1
440	во всей	1	1
441	в форме	6	1
442	ряд других	1	1
443	все формы	1	1
444	в лице	1	1
445	одна за	1	1
446	большое количество	1	1
447	быть и	2	1
448	в формах	1	1
449	образом как	1	1
450	но с	1	1
451	в новой	1	1
452	гете прежде	1	1
453	с ними	1	1
454	пор не	1	1
455	комплекс мотивов	1	1
456	верно и	1	1
457	ссылкой на	1	1
458	он действует	2	1
459	и ее	3	1
460	но то	1	1
461	для самых	1	1
462	не будет	1	1
463	себя в	1	1
464	не можем	1	1
465	не дает	1	1
466	из них	3	1
467	его и	2	1
468	черта и	1	1
469	с этими	1	1
470	для меня	1	1
471	друг друга	3	1
472	случае не	3	1
473	тем что	4	1
474	время уже	1	1
475	в других	3	1
476	эти явления	1	1
477	но к	1	1
478	а потому	1	1
479	в гл	1	1
480	без всякой	2	1
481	и создает	1	1
482	живой и	2	1
483	типична для	2	1
484	видеть здесь	1	1
485	здесь нужно	1	1
486	в настоящей	1	1
487	всего мира	1	1
488	всеми другими	1	1
489	здесь действительно	1	1
490	и пр	37	1
491	и своего	1	1
492	не знает	1	1
493	а сам	1	1
494	на которых	1	1
495	обнаруживается что	1	1
496	этом основании	1	1
497	с горизонта	2	1
498	на корабле	1	1
499	если не	1	1
500	для этой	3	1
501	в это	1	1
502	но оно	2	1
503	так называемой	1	1
504	в частности	2	1
505	и действие	1	1
506	другое место	1	1
507	до этого	1	1
508	но кроме	1	1
509	в выборе	1	1
510	в рамках	1	1
511	надо было	1	1
512	этот мотив	1	1
513	эта история	1	1
514	что за	1	1
515	в церковь	1	1
516	не дают	1	1
517	в той	1	1
518	превосходит всякое	1	1
519	не удалось	1	1
520	выделили в	1	1
521	ему в	1	1
522	еще раз	1	1
523	таковой он	1	1
524	и некоторые	1	1
525	то перед	5	1
526	о его	1	1
527	видно что	1	1
528	и таким	2	1
529	оно по	1	1
530	совершенно убежден	1	1
531	не получает	2	1
532	это уже	3	1
533	в следующей	1	1
534	особую главу	1	1
535	и другим	3	1
536	и мог	1	1
537	не существует	3	1
538	обращается к	1	1
539	но эти	1	1
540	от него	1	1
541	вопросом о	1	1
542	на других	1	1
543	дана в	1	1
544	вслед за	5	1
545	дает описание	1	1
546	но вот	2	1
547	же функции	1	1
548	и при	1	1
549	больше всего	1	1
550	отношению к	4	1
551	что под	1	1
552	из этого	1	1
553	только о	1	1
554	в свое	2	1
555	на своем	1	1
556	этим объясняется	1	1
557	в виде	2	1
558	нее средство	1	1
559	ее в	1	1
560	из головы	1	1
561	все содержание	1	1
562	можно назвать	3	1
563	в таком	1	1
564	этой цели	1	1
565	во всяком	2	1
566	они не	1	1
567	ничего общего	1	1
